,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,ave:c6_gb,ave:covalent_radius_cordero,ave:covalent_radius_pyykko,ave:covalent_radius_pyykko_double,ave:covalent_radius_pyykko_triple,ave:covalent_radius_slater,ave:density,ave:dipole_polarizability,ave:electron_negativity,ave:electron_affinity,ave:en_allen,ave:en_ghosh,ave:en_pauling,ave:first_ion_en,ave:fusion_enthalpy,ave:gs_bandgap,ave:gs_energy,ave:gs_est_bcc_latcnt,ave:gs_est_fcc_latcnt,ave:gs_mag_moment,ave:gs_volume_per,ave:hhi_p,ave:hhi_r,ave:heat_capacity_mass,ave:heat_capacity_molar,ave:icsd_volume,ave:evaporation_heat,ave:heat_of_formation,ave:lattice_constant,ave:mendeleev_number,ave:melting_point,ave:molar_volume,ave:num_unfilled,ave:num_valance,ave:num_d_unfilled,ave:num_d_valence,ave:num_f_unfilled,ave:num_f_valence,ave:num_p_unfilled,ave:num_p_valence,ave:num_s_unfilled,ave:num_s_valence,ave:period,ave:specific_heat,ave:thermal_conductivity,ave:vdw_radius,ave:vdw_radius_alvarez,ave:vdw_radius_mm3,ave:vdw_radius_uff,ave:sound_velocity,ave:Polarizability,sum:atomic_number,sum:atomic_radius,sum:atomic_radius_rahm,sum:atomic_volume,sum:atomic_weight,sum:boiling_point,sum:bulk_modulus,sum:c6_gb,sum:covalent_radius_cordero,sum:covalent_radius_pyykko,sum:covalent_radius_pyykko_double,sum:covalent_radius_pyykko_triple,sum:covalent_radius_slater,sum:density,sum:dipole_polarizability,sum:electron_negativity,sum:electron_affinity,sum:en_allen,sum:en_ghosh,sum:en_pauling,sum:first_ion_en,sum:fusion_enthalpy,sum:gs_bandgap,sum:gs_energy,sum:gs_est_bcc_latcnt,sum:gs_est_fcc_latcnt,sum:gs_mag_moment,sum:gs_volume_per,sum:hhi_p,sum:hhi_r,sum:heat_capacity_mass,sum:heat_capacity_molar,sum:icsd_volume,sum:evaporation_heat,sum:heat_of_formation,sum:lattice_constant,sum:mendeleev_number,sum:melting_point,sum:molar_volume,sum:num_unfilled,sum:num_valance,sum:num_d_unfilled,sum:num_d_valence,sum:num_f_unfilled,sum:num_f_valence,sum:num_p_unfilled,sum:num_p_valence,sum:num_s_unfilled,sum:num_s_valence,sum:period,sum:specific_heat,sum:thermal_conductivity,sum:vdw_radius,sum:vdw_radius_alvarez,sum:vdw_radius_mm3,sum:vdw_radius_uff,sum:sound_velocity,sum:Polarizability,var:atomic_number,var:atomic_radius,var:atomic_radius_rahm,var:atomic_volume,var:atomic_weight,var:boiling_point,var:bulk_modulus,var:c6_gb,var:covalent_radius_cordero,var:covalent_radius_pyykko,var:covalent_radius_pyykko_double,var:covalent_radius_pyykko_triple,var:covalent_radius_slater,var:density,var:dipole_polarizability,var:electron_negativity,var:electron_affinity,var:en_allen,var:en_ghosh,var:en_pauling,var:first_ion_en,var:fusion_enthalpy,var:gs_bandgap,var:gs_energy,var:gs_est_bcc_latcnt,var:gs_est_fcc_latcnt,var:gs_mag_moment,var:gs_volume_per,var:hhi_p,var:hhi_r,var:heat_capacity_mass,var:heat_capacity_molar,var:icsd_volume,var:evaporation_heat,var:heat_of_formation,var:lattice_constant,var:mendeleev_number,var:melting_point,var:molar_volume,var:num_unfilled,var:num_valance,var:num_d_unfilled,var:num_d_valence,var:num_f_unfilled,var:num_f_valence,var:num_p_unfilled,var:num_p_valence,var:num_s_unfilled,var:num_s_valence,var:period,var:specific_heat,var:thermal_conductivity,var:vdw_radius,var:vdw_radius_alvarez,var:vdw_radius_mm3,var:vdw_radius_uff,var:sound_velocity,var:Polarizability,max:atomic_number,max:atomic_radius,max:atomic_radius_rahm,max:atomic_volume,max:atomic_weight,max:boiling_point,max:bulk_modulus,max:c6_gb,max:covalent_radius_cordero,max:covalent_radius_pyykko,max:covalent_radius_pyykko_double,max:covalent_radius_pyykko_triple,max:covalent_radius_slater,max:density,max:dipole_polarizability,max:electron_negativity,max:electron_affinity,max:en_allen,max:en_ghosh,max:en_pauling,max:first_ion_en,max:fusion_enthalpy,max:gs_bandgap,max:gs_energy,max:gs_est_bcc_latcnt,max:gs_est_fcc_latcnt,max:gs_mag_moment,max:gs_volume_per,max:hhi_p,max:hhi_r,max:heat_capacity_mass,max:heat_capacity_molar,max:icsd_volume,max:evaporation_heat,max:heat_of_formation,max:lattice_constant,max:mendeleev_number,max:melting_point,max:molar_volume,max:num_unfilled,max:num_valance,max:num_d_unfilled,max:num_d_valence,max:num_f_unfilled,max:num_f_valence,max:num_p_unfilled,max:num_p_valence,max:num_s_unfilled,max:num_s_valence,max:period,max:specific_heat,max:thermal_conductivity,max:vdw_radius,max:vdw_radius_alvarez,max:vdw_radius_mm3,max:vdw_radius_uff,max:sound_velocity,max:Polarizability,min:atomic_number,min:atomic_radius,min:atomic_radius_rahm,min:atomic_volume,min:atomic_weight,min:boiling_point,min:bulk_modulus,min:c6_gb,min:covalent_radius_cordero,min:covalent_radius_pyykko,min:covalent_radius_pyykko_double,min:covalent_radius_pyykko_triple,min:covalent_radius_slater,min:density,min:dipole_polarizability,min:electron_negativity,min:electron_affinity,min:en_allen,min:en_ghosh,min:en_pauling,min:first_ion_en,min:fusion_enthalpy,min:gs_bandgap,min:gs_energy,min:gs_est_bcc_latcnt,min:gs_est_fcc_latcnt,min:gs_mag_moment,min:gs_volume_per,min:hhi_p,min:hhi_r,min:heat_capacity_mass,min:heat_capacity_molar,min:icsd_volume,min:evaporation_heat,min:heat_of_formation,min:lattice_constant,min:mendeleev_number,min:melting_point,min:molar_volume,min:num_unfilled,min:num_valance,min:num_d_unfilled,min:num_d_valence,min:num_f_unfilled,min:num_f_valence,min:num_p_unfilled,min:num_p_valence,min:num_s_unfilled,min:num_s_valence,min:period,min:specific_heat,min:thermal_conductivity,min:vdw_radius,min:vdw_radius_alvarez,min:vdw_radius_mm3,min:vdw_radius_uff,min:sound_velocity,min:Polarizability
mp-708,45.0,163.0,257.5,17.8,106.9135325,2303.0,25.0,1995.0,163.0,150.5,126.5,122.5,155.0,5.94,119.9,1.6400000000000001,0.637,8.427623127620292,0.18498140000000002,1.6400000000000001,7.68275,15.32,0.0,-4.789217649999999,3.867070211,4.8722031605,0.0,29.536250000000003,6400.0,3550.0,0.262,25.875,29.47,217.2,366.75,3.94,61.0,1142.0,17.67,6.0,9.0,4.5,5.5,0.0,0.0,1.5,1.5,0.0,2.0,5.0,0.2625,31.5,214.0,243.0,257.0,387.6,3056.839132865248,17.705000000000002,90.0,326.0,515.0,35.6,213.827065,4606.0,50.0,3990.0,326.0,301.0,253.0,245.0,310.0,11.88,239.8,3.2800000000000002,1.274,16.855246255240584,0.36996280000000004,3.2800000000000002,15.3655,30.64,0.0,-9.578435299999999,7.734140422,9.744406321,0.0,59.072500000000005,12800.0,7100.0,0.524,51.75,58.94,434.4,733.5,7.88,122.0,2284.0,35.34,12.0,18.0,9.0,11.0,0.0,0.0,3.0,3.0,0.0,4.0,10.0,0.525,63.0,428.0,486.0,514.0,775.2,6113.678265730496,35.410000000000004,144.0,576.0,702.25,22.090000000000003,1023.4840650039066,2036329.0,9.0,3010225.0,1936.0,870.25,156.25,272.25,1600.0,0.044099999999999986,8118.01,0.2916,0.02788900000000001,21.644610562653597,0.0004769593923599998,0.2916,4.434604222500001,83.17440000000002,0.0,0.019134783595246188,0.10718147186321421,0.1701399809763981,0.0,54.188001562500006,9610000.0,202500.0,0.004489000000000001,1.5252249999999985,63.202500000000015,34151.03999999999,4128.0625,0.03609999999999998,784.0,2704.0,22.278400000000005,9.0,36.0,20.25,20.25,0.0,0.0,2.25,2.25,0.0,0.0,1.0,0.004290250000000001,342.25,841.0,3025.0,441.0,1253.1600000000003,338536.77653338376,179.42602500000004,57.0,187.0,284.0,22.5,138.90547,3730.0,28.0,3730.0,207.0,180.0,139.0,139.0,195.0,6.15,210.0,2.18,0.804,13.08,0.2068208,2.18,9.7886,24.44,0.0,-4.650889115,4.194456026,5.28468344,0.0,36.8975,9500.0,4000.0,0.329,27.11,37.42,402.0,431.0,4.13,89.0,1194.0,22.39,9.0,15.0,9.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,6.0,0.328,50.0,243.0,298.0,278.0,423.0,3638.678265730496,31.1,33.0,139.0,231.0,13.1,74.921595,876.0,22.0,260.0,119.0,121.0,114.0,106.0,115.0,5.73,29.8,1.1,0.47,3.775246255240583,0.163142,1.1,5.5769,6.2,0.0,-4.927546185,3.539684396,4.459722881,0.0,22.175,3300.0,3100.0,0.195,24.64,21.52,32.4,302.5,3.75,33.0,1090.0,12.95,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.197,13.0,185.0,188.0,236.0,352.2,2475.0,4.31
mp-749,34.5,136.5,229.5,18.6,82.18350000000001,1070.7,47.682441438854504,1577.85,134.5,121.5,97.0,92.68917459732485,125.0,4.164,100.8,2.105,0.5797066356714742,12.657960962944951,0.22519899999999998,2.105,10.0889,4.4875,3.2185,-6.4624104225,3.5708945245,4.499045177999999,0.0,23.999375,5400.0,1800.0,0.618,29.332,27.91,92.5279277863702,339.57,6.5195,64.0,706.645,16.759999999999998,5.5,6.5,0.0,0.0,4.0,3.0,1.5,1.5,0.0,2.0,4.0,0.4764738565953681,6.512915,195.5,228.0,232.0,359.0,1231.8,14.950000000000001,69.0,273.0,459.0,37.2,164.36700000000002,2141.4,95.36488287770901,3155.7,269.0,243.0,194.0,185.3783491946497,250.0,8.328,201.6,4.21,1.1594132713429484,25.315921925889903,0.45039799999999997,4.21,20.1778,8.975,6.437,-12.924820845,7.141789049,8.998090355999999,0.0,47.99875,10800.0,3600.0,1.236,58.664,55.82,185.0558555727404,679.14,13.039,128.0,1413.29,33.519999999999996,11.0,13.0,0.0,0.0,8.0,6.0,3.0,3.0,0.0,4.0,8.0,0.9529477131907362,13.02583,391.0,456.0,464.0,718.0,2463.6,29.900000000000002,756.25,1980.25,2550.25,1.6899999999999973,4648.0351522500005,986644.89,93.74967221684688,2409169.6224999996,4032.25,2550.25,1369.0,1496.8522310222866,3600.0,11.262735999999999,8686.24,0.8742250000000001,3.9192383633216665,29.94321122305434,0.0015785523610000003,0.8742250000000001,19.75980304,17.077556249999997,10.35874225,3.0591086956228706,0.23012408985193772,0.36529922219681293,0.0,85.20443789062497,16810000.0,1690000.0,0.17808400000000002,0.04326400000000008,27.352900000000005,5252.201250937572,17654.4369,6.152880250000001,1296.0,413905.65602500003,10.368400000000005,6.25,2.25,0.0,0.0,16.0,9.0,2.25,2.25,0.0,0.0,4.0,0.08789674764453088,42.082271797225005,1640.25,3844.0,1521.0,49.0,806763.24,191.82250000000002,62.0,181.0,280.0,19.9,150.36,2064.0,57.36488287770901,3130.0,198.0,172.0,134.0,131.3783491946497,185.0,7.52,194.0,3.04,2.5594132713429483,18.13,0.26493,3.04,14.5341,8.62,6.437,-4.713379635,4.050607032,5.103445064,0.0,33.23,9500.0,3100.0,1.04,29.54,33.14,165.0,472.44,9.0,100.0,1350.0,19.98,8.0,8.0,0.0,0.0,8.0,6.0,3.0,3.0,0.0,2.0,6.0,0.7729477131907362,13.0,236.0,290.0,271.0,366.0,2130.0,28.8,7.0,92.0,179.0,17.3,14.007,77.4,38.0,25.7,71.0,71.0,60.0,54.0,65.0,0.8079999999999999,7.6,1.17,-1.4,7.185921925889902,0.185468,1.17,5.6437,0.355,0.0,-8.21144121,3.091182017,3.894645292,0.0,14.76875,1300.0,500.0,0.196,29.124,22.68,20.055855572740406,206.7,4.039,28.0,63.29,13.54,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.18,0.02583,155.0,166.0,193.0,352.0,333.6,1.1
mp-830,19.0,116.5,206.0,14.55,41.865,1376.7,69.89102030713156,240.85,96.5,97.5,88.5,87.5,97.5,3.359,28.75,2.425,-0.485,14.26,0.21865364999999998,2.425,10.2667005,2.9699999999999998,3.2185,-5.6118482565,3.2223656925,4.0599263665,0.0,16.813125,3400.0,1200.0,0.7065,27.576999999999998,21.14,145.17792778637022,372.2,4.2745,90.5,183.11,12.67,4.0,9.0,0.0,5.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,0.5724738565953682,14.512915,171.0,199.0,219.5,402.15,1536.8,4.609999999999999,38.0,233.0,412.0,29.1,83.73,2753.4,139.7820406142631,481.7,193.0,195.0,177.0,175.0,195.0,6.718,57.5,4.85,-0.97,28.52,0.43730729999999995,4.85,20.533401,5.9399999999999995,6.437,-11.223696513,6.444731385,8.119852733,0.0,33.62625,6800.0,2400.0,1.413,55.153999999999996,42.28,290.35585557274044,744.4,8.549,181.0,366.22,25.34,8.0,18.0,0.0,10.0,0.0,0.0,8.0,4.0,0.0,4.0,6.0,1.1449477131907364,29.02583,342.0,398.0,439.0,804.3,3073.6,9.219999999999999,144.0,600.25,729.0,7.5625,776.068164,1688180.49,156.9041189007805,46289.5225,650.25,702.25,812.25,1122.25,1056.25,6.507601000000001,447.32249999999993,0.378225,0.837225,14.976899999999993,0.0021415005693225008,0.378225,18.21069849260025,6.8382249999999996,10.35874225,6.7578835238868535,0.017209156717689297,0.02731783358787461,0.0,4.179469140625002,4410000.0,490000.0,0.11122225000000001,2.393208999999996,2.3715999999999973,15655.532955032792,10048.057600000002,0.05546025000000002,90.25,14356.832400000001,0.7568999999999987,1.0,16.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.04018976717822019,209.87563179722503,256.0,1089.0,702.25,1306.8225000000004,1447690.2399999998,12.320099999999996,31.0,141.0,233.0,17.3,69.723,2676.0,82.4171577365541,456.0,122.0,124.0,117.0,121.0,130.0,5.91,49.9,3.04,0.43,18.13,0.26493,3.04,14.5341,5.585,6.437,-3.0122553030000003,3.353549368,4.225207441,0.0,18.8575,5500.0,1900.0,1.04,29.124,22.68,270.3,472.44,4.51,100.0,302.93,13.54,5.0,13.0,0.0,10.0,0.0,0.0,5.0,3.0,0.0,2.0,4.0,0.7729477131907362,29.0,187.0,232.0,246.0,438.3,2740.0,8.12,7.0,92.0,179.0,11.8,14.007,77.4,57.36488287770901,25.7,71.0,71.0,60.0,54.0,65.0,0.8079999999999999,7.6,1.81,-1.4,10.39,0.17237729999999998,1.81,5.999301,0.355,0.0,-8.21144121,3.091182017,3.894645292,0.0,14.76875,1300.0,500.0,0.373,26.03,19.6,20.055855572740406,271.96,4.039,81.0,63.29,11.8,3.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.3720000000000001,0.02583,155.0,166.0,193.0,366.0,333.6,1.1
mp-866291,41.0,150.77765406903998,222.0,16.9,93.8861,1408.45,50.95,264.0,132.5,121.0,124.0,123.5,137.5,6.8100000000000005,37.15,2.445,2.3327941,13.465,0.19423715,2.445,9.695015000000001,8.2925,0.7285,-2.174209449,3.544298475,4.465536255,0.0,22.905,2250.0,4150.0,0.3545,50.519999999999996,41.095,141.82999999999998,198.375,5.38,84.5,750.5,15.025,1.0,14.0,0.0,10.0,0.0,0.0,0.5,2.5,0.5,1.5,4.5,0.691453593699418,215.06,198.0,219.5,232.5,366.85,2533.8062788744937,4.915,82.0,301.55530813807997,444.0,33.8,187.7722,2816.9,101.9,528.0,265.0,242.0,248.0,247.0,275.0,13.620000000000001,74.3,4.89,4.6655882,26.93,0.3884743,4.89,19.390030000000003,16.585,1.457,-4.348418898,7.08859695,8.93107251,0.0,45.81,4500.0,8300.0,0.709,101.03999999999999,82.19,283.65999999999997,396.75,10.76,169.0,1501.0,30.05,2.0,28.0,0.0,20.0,0.0,0.0,1.0,5.0,1.0,3.0,9.0,1.382907187398836,430.12,396.0,439.0,465.0,733.7,5067.6125577489875,9.83,36.0,45.936594679574235,9.0,43.559999999999995,195.49912041000007,1158959.9025,2405.9025,5929.0,156.25,49.0,225.0,182.25,506.25,13.6161,235.6225,0.26522500000000004,1.0625364765948109,5.832225,0.0022109415264225,0.26522500000000004,4.4892498762249975,9.045056250000002,0.5307122500000001,0.34949865309886047,0.12097733955928484,0.19203955636575964,0.0,43.23062500000002,1102500.0,7562500.0,0.01428025,633.5288999999999,578.162025,12604.552899999999,7486.575624999999,1.6641000000000001,182.25,234837.15999999997,22.610025000000007,0.0,9.0,0.0,0.0,0.0,0.0,0.25,6.25,0.25,0.25,0.25,0.2065280688263156,46199.2036,169.0,1122.25,110.25,2709.2024999999985,4381.608716441326,3.478225000000001,47.0,157.55530813807997,225.0,23.5,107.8682,2485.0,100.0,341.0,145.0,128.0,139.0,137.0,160.0,10.5,52.5,2.96,3.3635882000000006,15.88,0.2412578,2.96,11.8138,11.3,1.457,-1.583025338,3.892116444,4.9037594360000005,0.0,29.48,3300.0,6900.0,0.474,75.69,65.14,254.1,284.9,6.67,98.0,1235.1,19.78,1.0,17.0,0.0,10.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,1.1459071873988358,430.0,211.0,253.0,243.0,418.9,2600.0,6.78,35.0,144.0,219.0,10.3,79.904,331.9,1.9,187.0,120.0,114.0,109.0,110.0,115.0,3.12,21.8,1.93,1.3019999999999998,11.05,0.1472165,1.93,7.576230000000002,5.285,0.0,-2.76539356,3.1964805060000003,4.0273130739999985,0.0,16.33,1200.0,1400.0,0.235,25.35,17.05,29.56,111.85,4.09,71.0,265.9,10.27,1.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.237,0.12,185.0,186.0,222.0,314.8,2467.612557748987,3.05
mp-938,42.0,148.5,238.0,17.05,100.115,2183.0,80.76896935180389,418.0,129.0,128.5,119.5,117.5,132.5,5.7815,38.215,2.0549999999999997,1.601794,12.280000000000001,0.19764420000000005,2.0549999999999997,8.454515,27.159999999999997,0.4235,-3.8786710259999997,3.847641265,4.8477242225,0.0,28.884166665000002,4100.0,3400.0,0.261,24.476,28.085,188.9,284.3,5.055,88.0,966.65,17.045,3.0,15.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,4.5,0.2615,31.5,208.5,214.0,244.0,437.5,4005.0,5.67,84.0,297.0,476.0,34.1,200.23,4366.0,161.53793870360778,836.0,258.0,257.0,239.0,235.0,265.0,11.563,76.43,4.109999999999999,3.203588,24.560000000000002,0.3952884000000001,4.109999999999999,16.90903,54.31999999999999,0.847,-7.757342051999999,7.69528253,9.695448445,0.0,57.768333330000004,8200.0,6800.0,0.522,48.952,56.17,377.8,568.6,10.11,176.0,1933.3,34.09,6.0,30.0,0.0,20.0,0.0,0.0,6.0,6.0,0.0,4.0,9.0,0.523,63.0,417.0,428.0,488.0,875.0,8010.0,11.34,100.0,132.25,16.0,11.9025,755.425225,846400.0,248.6603944181306,2809.0,81.0,56.25,72.25,12.25,56.25,0.21022224999999992,1.4762249999999997,0.0020250000000000138,0.136221522724,0.23039999999999955,6.488302500000034e-05,0.0020250000000000138,0.30811935722499956,95.64839999999998,0.0016402500000000006,0.5437123328122532,0.0698723430197479,0.11091543078578019,0.0,34.56460067484724,1440000.0,2250000.0,0.0034809999999999997,1.572515999999999,34.281024999999985,19348.81,7691.290000000001,0.36602499999999993,16.0,59511.602499999964,11.662225,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.00366025,812.25,6.25,225.0,0.0,90.25,1946025.0,0.028899999999999974,52.0,160.0,242.0,20.5,127.6,3103.0,96.5379387036078,471.0,138.0,136.0,128.0,121.0,140.0,6.24,39.43,2.1,1.970876,12.76,0.20569920000000005,2.1,9.0096,36.94,0.464,-3.141302507,4.111975037,5.180763906,0.0,34.76333333,5300.0,4900.0,0.32,25.73,33.94,328.0,372.0,5.66,92.0,1210.6,20.46,4.0,16.0,0.0,10.0,0.0,0.0,4.0,4.0,0.0,2.0,5.0,0.322,60.0,211.0,229.0,244.0,447.0,5400.0,5.84,32.0,137.0,234.0,13.6,72.63,1263.0,65.0,365.0,120.0,121.0,111.0,114.0,125.0,5.323,37.0,2.01,1.232712,11.8,0.1895892,2.01,7.8994300000000015,17.38,0.383,-4.616039545,3.583307493,4.514684539,0.0,23.005,2900.0,1900.0,0.202,23.222,22.23,49.8,196.6,4.45,84.0,722.7,13.63,2.0,14.0,0.0,10.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,0.201,3.0,206.0,199.0,244.0,428.0,2610.0,5.5
mp-998899,23.0,135.0,226.5,18.55,51.45642,1844.2,49.182441438854504,1312.85,130.5,117.0,95.0,89.0,122.5,2.639,80.3,2.13,-0.5465,12.3805,0.1933143,2.13,10.3757,5.8725000000000005,3.2185,-7.3380204925,3.5531664454999996,4.476709198,0.0,23.566875000000003,5550.0,1550.0,0.669,27.826999999999998,27.825,193.5279277863702,448.57,3.8445,62.5,929.145,16.71,6.0,4.0,4.5,0.5,0.0,0.0,1.5,1.5,0.0,2.0,3.5,0.528473856595368,8.512915,193.5,220.5,232.0,350.25,1816.8,11.9,46.0,270.0,453.0,37.1,102.91284,3688.4,98.36488287770901,2625.7,261.0,234.0,190.0,178.0,245.0,5.278,160.6,4.26,-1.093,24.761,0.3866286,4.26,20.7514,11.745000000000001,6.437,-14.676040985,7.106332890999999,8.953418396,0.0,47.133750000000006,11100.0,3100.0,1.338,55.653999999999996,55.65,387.0558555727404,897.14,7.689,125.0,1858.29,33.42,12.0,8.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,7.0,1.056947713190736,17.02583,387.0,441.0,464.0,700.5,3633.6,23.8,256.0,1849.0,2256.25,1.5625,1402.4590583364,3121582.2399999998,66.95234790028336,1656755.1225,3540.25,2116.0,1225.0,1225.0,3306.25,3.3525609999999997,5285.29,0.8281000000000001,0.7284622499999999,33.05675024999999,0.00512880848649,0.8281000000000001,17.29229056,30.44280625,10.35874225,0.7628637497582151,0.2134296121764715,0.338798390667977,0.0,77.40700351562501,18062500.0,1102500.0,0.137641,1.682208999999997,26.471024999999997,30092.55983809079,569.7769000000002,0.037830249999999954,1406.25,749704.881025,10.0489,9.0,1.0,20.25,0.25,0.0,0.0,2.25,2.25,0.0,0.0,2.25,0.059767466558612606,72.030611797225,1482.25,2970.25,1521.0,248.0625,2199882.2399999998,116.63999999999999,39.0,178.0,274.0,19.8,88.90584,3611.0,57.36488287770901,2600.0,190.0,163.0,130.0,124.0,180.0,4.47,153.0,3.04,0.307,18.13,0.26493,3.04,14.5341,11.39,6.437,-6.464599775,4.015150874,5.058773104,0.0,32.365,9800.0,2600.0,1.04,29.124,32.97,367.0,472.44,4.039,100.0,1795.0,19.88,9.0,5.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,5.0,0.7729477131907362,17.0,232.0,275.0,271.0,366.0,3300.0,22.7,7.0,92.0,179.0,17.3,14.007,77.4,41.0,25.7,71.0,71.0,60.0,54.0,65.0,0.8079999999999999,7.6,1.22,-1.4,6.631,0.1216986,1.22,6.2173,0.355,0.0,-8.21144121,3.091182017,3.894645292,0.0,14.76875,1300.0,500.0,0.298,26.53,22.68,20.055855572740406,424.7,3.65,25.0,63.29,13.54,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.284,0.02583,155.0,166.0,193.0,334.5,333.6,1.1
mp-571102,67.0,160.86979572486484,240.0,21.45,165.642235,1093.75,25.35,449.0,142.0,138.5,135.5,137.5,165.0,8.39,43.150000000000006,2.14,1.7180184,13.295195016530844,0.1964823,2.23,8.279727,5.9510000000000005,0.531,-1.8890399740000001,4.0950384485,5.1594251415,0.0,34.9625,5700.0,5650.0,0.17149999999999999,40.375,35.519999999999996,102.17500000000001,144.4785,5.59,87.5,481.65,21.47,3.0,22.0,0.0,10.0,0.0,7.0,3.0,3.0,0.0,2.0,5.5,0.5549091348023266,23.2245,197.0,225.5,247.5,442.35,2053.607468247209,6.475,134.0,321.7395914497297,480.0,42.9,331.28447,2187.5,50.7,898.0,284.0,277.0,271.0,275.0,330.0,16.78,86.30000000000001,4.28,3.4360368,26.590390033061688,0.3929646,4.46,16.559454,11.902000000000001,1.062,-3.7780799480000002,8.190076897,10.318850283,0.0,69.925,11400.0,11300.0,0.34299999999999997,80.75,71.03999999999999,204.35000000000002,288.957,11.18,175.0,963.3,42.94,6.0,44.0,0.0,20.0,0.0,14.0,6.0,6.0,0.0,4.0,11.0,1.1098182696046532,46.449,394.0,451.0,495.0,884.7,4107.214936494418,12.95,196.0,102.62103865596688,4.0,18.0625,1500.6144371952246,404814.0625,311.52250000000004,3600.0,9.0,30.25,42.25,156.25,625.0,11.971599999999999,73.10250000000002,0.27040000000000003,1.7983303491385598,0.42876956637604086,0.0005306250460900004,0.18490000000000006,4.715555570088998,3.272480999999999,0.281961,0.14717777437365318,0.1020672854211638,0.16202171643162025,0.0,64.84275625000001,640000.0,722500.0,0.0018062499999999997,197.543025,48.86009999999998,3627.0506250000003,1422.9115622499994,4.536899999999999,90.25,9015.502500000002,18.0625,4.0,25.0,0.0,0.0,0.0,49.0,4.0,4.0,0.0,0.0,0.25,0.1822514093776711,518.7234002499999,1.0,462.25,132.25,58.522500000000086,1526725.8155882782,1.265625,81.0,171.0,242.0,25.7,204.38,1730.0,43.0,509.0,145.0,144.0,142.0,150.0,190.0,11.85,51.7,2.66,3.0590368,13.95,0.2195176,2.66,10.45126,7.76,1.062,-1.505402418,4.414518159,5.561944354,0.0,43.015,6500.0,6500.0,0.214,54.43,42.51,162.4,182.2,7.72,97.0,576.6,25.72,5.0,27.0,0.0,10.0,0.0,14.0,5.0,5.0,0.0,2.0,6.0,0.9818182696046532,46.0,198.0,247.0,259.0,450.0,3289.2149364944185,7.6,53.0,150.73959144972966,238.0,17.2,126.90447,457.5,7.7,389.0,139.0,133.0,129.0,125.0,140.0,4.93,34.6,1.62,0.377,12.640390033061689,0.173447,1.8,6.108194,4.142,0.0,-2.27267753,3.775558738,4.756905929,0.0,26.91,4900.0,4800.0,0.129,26.32,28.53,41.95,106.757,3.46,78.0,386.7,17.22,1.0,17.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.128,0.449,196.0,204.0,236.0,434.7,818.0,5.35
