pf_log,T,density,ave:en_allen,ave:vdw_radius,sum:num_unfilled,var:boiling_point,var:hhi_p,var:num_unfilled,var:num_p_unfilled,var:num_s_unfilled,var:num_s_valence,max:hhi_p,max:num_unfilled,max:num_p_unfilled,max:num_s_unfilled,min:electron_affinity,min:lattice_constant,min:num_s_valence,DC1,PC2,SC4
3.814,600,2.530430196,15.096,164.5,2,266844.5649,490000,0,0.25,0.25,0.25,2900,1,1,1,0.618049,3.49,1,14.2622172,0.092795908,1033.681291
3.853,500,6.224582901,13.465,198,2,1158959.903,1102500,0,0.25,0.25,0.25,3300,1,1,1,1.302,4.09,1,13.3076664,0.145193789,1017.099208
3.858,500,5.053200624,11.735,186,8,810000,1210000,1,1,0,0,5500,5,5,0,0.43,4.13,2,13.45103134,0.243767313,1152.903264
3.867,600,3.145937604,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.78963436,0.256338044,997.7172283
3.893,800,4.249038612,8.924,270.5,2,61033.7025,302500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.32435967,0.014928095,896.5934053
3.937,800,5.324385941,12.5,204.5,2,1027689.063,3422500,0,0.25,0.25,0.25,4900,1,1,1,1.302,4.09,1,14.5653747,0.200042785,979.5638781
3.946,600,5.287673764,11.065,196.5,8,147456,1440000,1,1,0,0,7900,5,5,0,0.43,4.51,2,13.96471893,0.146349644,1414.693723
3.953,500,4.06340629,9.671,190,2,109114.6056,1000000,0,0.25,0.25,0.25,4900,1,1,1,0.618049,3.49,1,13.46208853,0.073968764,1269.20499
3.96,600,5.335683812,11.4365,189,8,545382.25,0,1,1,0,0,3300,5,5,0,0.3,4.13,2,13.65495436,0.001687764,899.7290295
3.976,500,5.356180845,14.01,193,2,1261578.24,22500,0,0.25,0.25,0.25,1500,1,1,1,1.302,4.09,1,13.61570757,0.010706638,837.8733965
3.981,900,9.899554077,15.38519502,175.5,8,682771.69,6760000,1,1,0,0,6500,5,5,0,-1.4,3.46,2,15.23380205,1,1329.14609
3.991,700,3.164377303,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.09542646,0.090939193,942.6901638
4.001,500,6.628100894,13.9615,174,8,1294588.84,1000000,1,1,0,0,3300,5,5,0,-1.4,4.039,2,12.1931769,1.054018445,967.7189524
4.027,500,4.406028855,14.349,245,2,187744.557,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,5.631000059,1,14.24680505,0.260753634,1274.389818
4.037,900,7.229507537,11.25801001,197.5,14,3436574.44,16810000,16,2.25,0,0,9500,11,3,0,-1.4,3.67,2,14.32382207,1,1298.953586
4.088,700,4.917995434,13.465,198,2,1158959.903,1102500,0,0.25,0.25,0.25,3300,1,1,1,1.302,4.09,1,14.41420381,0.130432931,921.511941
4.129,900,3.321935199,8.754,226.5,2,216839.2356,1518363.496,0,0,0,0,6000,1,0,1,0.471626,3.75,1,14.95807528,0.073897879,1070.225469
4.156,600,4.985107254,11.0415,179.5,2,980100,6502500,1,1,0,0,8000,2,2,0,-2.4,2.29,2,13.98205773,0.317504883,2151.512544
4.205,700,7.209653513,13.605,199.5,8,1888013.403,1210000,0,0.25,0.25,0.25,3300,1,1,1,2.30863,4.08,1,13.98212116,0.180753885,928.8119721
4.234,1000,6.786981166,10.95262313,199,12,3335371.69,16810000,9,2.25,0,0,9500,9,3,0,-1.4,3.75,2,14.19842398,1,1188.99846
4.282,900,5.320322249,12.5,204.5,2,1027689.063,3422500,0,0.25,0.25,0.25,4900,1,1,1,1.302,4.09,1,14.8021687,0.192851452,943.7707162
4.293,500,3.823847394,11.565,210.5,8,56406.25,90000,0,0,0,0,5300,4,4,0,1.232712,5.43,2,14.39493561,0.013278377,1275.707548
4.304,900,5.287673764,11.065,196.5,8,147456,1440000,1,1,0,0,7900,5,5,0,0.43,4.51,2,14.77564914,0.132614391,1158.46151
4.304,800,3.554949583,8.924,270.5,2,61033.7025,302500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.41807309,0.014928095,896.5934053
4.306,800,2.610597083,8.8935,206.5,2,221238.5296,1518363.496,0,0,0,0,6000,1,0,1,0.48592,3.75,1,14.89435608,0.074676984,1022.435442
4.319,600,3.701679718,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.71109973,0.092281696,1015.09368
4.348,900,4.249038612,8.924,270.5,2,61033.7025,302500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.55992574,0.014722501,851.101371
4.361,600,6.628100894,13.9615,174,8,1294588.84,1000000,1,1,0,0,3300,5,5,0,-1.4,4.039,2,12.55782001,0.708842814,915.9478828
4.375,700,7.627429946,11.26365188,197,13,2662771.24,16810000,12.25,2.25,0,0,9500,10,3,0,-1.4,3.66,2,14.00568634,1,1492.423524
4.379,500,3.749127576,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,14.45272109,0.260753634,1091.465092
4.402,800,7.627429946,11.26365188,197,13,2662771.24,16810000,12.25,2.25,0,0,9500,10,3,0,-1.4,3.66,2,14.27274912,1,1390.479425
4.407,700,5.335683812,11.4365,189,8,545382.25,0,1,1,0,0,3300,5,5,0,0.3,4.13,2,13.96325572,0.001606426,857.9890034
4.411,1000,9.899554077,15.38519502,175.5,8,682771.69,6760000,1,1,0,0,6500,5,5,0,-1.4,3.46,2,15.44452308,1,1286.684856
4.425,800,5.536591818,13.07,200.5,6,1150149.003,2402500,1,1,0,0,5300,4,4,0,1.232712,4.36,2,14.62476549,0.242471878,990.6569354
4.433,800,3.164377303,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.36248925,0.089635191,888.3875265
4.446,900,5.324385941,12.5,204.5,2,1027689.063,3422500,0,0.25,0.25,0.25,4900,1,1,1,1.302,4.09,1,14.80094077,0.192851452,943.7707162
4.468,500,4.006314015,11.86,183.5,8,1126782.25,3062500,1,1,0,0,5500,5,5,0,0.43,4.51,2,13.93465339,0.616973055,1017.304885
4.494,500,4.58162144,11.5615,186.5,8,810000,422500,1,1,0,0,3300,5,5,0,0.3,4.59,2,13.80145854,0.227609428,820.7942036
4.496,1000,5.287673764,11.065,196.5,8,147456,1440000,1,1,0,0,7900,5,5,0,0.43,4.51,2,14.98637018,0.128591521,1107.215068
4.541,600,5.053200624,11.735,186,8,810000,1210000,1,1,0,0,5500,5,5,0,0.43,4.13,2,13.81567445,0.232681121,1059.93401
4.547,500,2.671979177,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.48741648,0.260178972,1094.707748
4.549,1000,3.321935199,8.754,226.5,2,216839.2356,1518363.496,0,0,0,0,6000,1,0,1,0.471626,3.75,1,15.16879631,0.072893965,1023.957453
4.549,900,2.610597083,8.8935,206.5,2,221238.5296,1518363.496,0,0,0,0,6000,1,0,1,0.48592,3.75,1,15.12992215,0.073621308,970.4618221
4.55,500,3.902306055,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.31651841,0.015546497,1148.301776
4.586,600,4.06340629,9.671,190,2,109114.6056,1000000,0,0.25,0.25,0.25,4900,1,1,1,0.618049,3.49,1,13.82673164,0.072348095,1162.737175
4.608,700,3.175106447,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.19880507,0.253367863,924.6572993
4.619,800,7.209653513,13.605,199.5,8,1888013.403,1210000,0,0.25,0.25,0.25,3300,1,1,1,2.30863,4.08,1,14.24918394,0.162284685,898.9344084
4.627,900,3.554949583,8.924,270.5,2,61033.7025,302500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.65363916,0.014722501,851.101371
4.633,500,2.530430196,15.096,164.5,2,266844.5649,490000,0,0.25,0.25,0.25,2900,1,1,1,0.618049,3.49,1,13.89757409,0.096056375,1083.819709
4.646,600,2.413084958,10.186,197.5,12,1626900.25,3062500,9,2.25,0,0,5500,9,3,0,0.188,3.31,2,14.10403224,0.974935535,1343.237928
4.716,600,6.224582901,13.465,198,2,1158959.903,1102500,0,0.25,0.25,0.25,3300,1,1,1,1.302,4.09,1,13.67230952,0.13741811,961.3399687
4.724,1000,3.554949583,8.924,270.5,2,61033.7025,302500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.86436019,0.014522494,814.7077436
4.726,1000,5.320322249,12.5,204.5,2,1027689.063,3422500,0,0.25,0.25,0.25,4900,1,1,1,1.302,4.09,1,15.01288973,0.186159218,915.1361868
4.751,900,3.164377303,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.59805532,0.088368058,846.1521419
4.77,600,3.823847394,11.565,210.5,8,56406.25,90000,0,0,0,0,5300,4,4,0,1.232712,5.43,2,14.75957873,0.012110978,1174.02697
4.793,700,3.145937604,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.09793572,0.25260887,928.4382857
4.81,700,4.985107254,11.0415,179.5,2,980100,6502500,1,1,0,0,8000,2,2,0,-2.4,2.29,2,14.29035909,0.350350216,1983.38343
4.813,800,4.917995434,13.465,198,2,1158959.903,1102500,0,0.25,0.25,0.25,3300,1,1,1,1.302,4.09,1,14.68126659,0.124123536,891.6409201
4.814,700,5.053200624,11.735,186,8,810000,1210000,1,1,0,0,5500,5,5,0,0.43,4.13,2,14.12397581,0.222559433,993.5274006
4.818,500,4.168221274,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,14.39572678,0.093871308,1111.720659
4.825,500,3.359968009,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.39547128,0.015546497,1148.301776
4.829,600,5.356180845,14.01,193,2,1261578.24,22500,0,0.25,0.25,0.25,1500,1,1,1,1.302,4.09,1,13.98035068,0.009796238,813.2445488
4.843,500,3.337838835,12.586,185,12,2290076.89,4410000,9,2.25,0,0,5500,9,3,0,-1.4,3.31,2,12.60657614,3.317868339,1482.513304
4.869,1000,5.324385941,12.5,204.5,2,1027689.063,3422500,0,0.25,0.25,0.25,4900,1,1,1,1.302,4.09,1,15.0116618,0.186159218,915.1361868
4.908,600,4.006314015,11.86,183.5,8,1126782.25,3062500,1,1,0,0,5500,5,5,0,0.43,4.51,2,14.29929651,0.588913995,935.7187544
4.949,600,4.58162144,11.5615,186.5,8,810000,422500,1,1,0,0,3300,5,5,0,0.3,4.59,2,14.16610166,0.2160849,771.0805993
4.951,900,7.209653513,13.605,199.5,8,1888013.403,1210000,0,0.25,0.25,0.25,3300,1,1,1,2.30863,4.08,1,14.48475001,0.147239901,875.6963032
4.955,1000,7.229507537,11.25801001,197.5,14,3436574.44,16810000,16,2.25,0,0,9500,11,3,0,-1.4,3.67,2,14.53454311,1,1236.097394
4.976,800,5.335683812,11.4365,189,8,545382.25,0,1,1,0,0,3300,5,5,0,0.3,4.13,2,14.2303185,0.001532567,826.6839838
4.983,1000,3.164377303,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.80877635,0.087136251,812.3638342
5.018,600,3.359968009,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.7601144,0.015316989,1039.269395
5.044,600,3.749127576,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,14.81736421,0.257007698,994.1605464
5.074,1000,5.536591818,13.07,200.5,6,1150149.003,2402500,1,1,0,0,5300,4,4,0,1.232712,4.36,2,15.07105259,0.214221255,924.0095407
5.079,600,2.671979177,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.85205959,0.256338044,997.7172283
5.082,700,2.413084958,10.186,197.5,12,1626900.25,3062500,9,2.25,0,0,5500,9,3,0,0.188,3.31,2,14.4123336,0.943866282,1252.345955
5.085,800,3.145937604,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.3649985,0.248986643,876.4790787
5.089,700,3.823847394,11.565,210.5,8,56406.25,90000,0,0,0,0,5300,4,4,0,1.232712,5.43,2,15.06788009,0.01113226,1101.397986
5.095,500,3.485262633,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,14.48700721,0.093871308,1111.720659
5.125,700,6.628100894,13.9615,174,8,1294588.84,1000000,1,1,0,0,3300,5,5,0,-1.4,4.039,2,12.86612137,0.533974102,878.9685474
5.126,800,4.985107254,11.0415,179.5,2,980100,6502500,1,1,0,0,8000,2,2,0,-2.4,2.29,2,14.55742188,0.39077524,1857.286594
5.14,800,6.628100894,13.9615,174,8,1294588.84,1000000,1,1,0,0,3300,5,5,0,-1.4,4.039,2,13.13318416,0.428311382,851.2340458
5.142,600,3.902306055,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.68116152,0.015316989,1039.269395
5.171,800,3.175106447,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.46586786,0.249829686,872.5298639
5.191,1000,2.610597083,8.8935,206.5,2,221238.5296,1518363.496,0,0,0,0,6000,1,0,1,0.48592,3.75,1,15.34064318,0.072595063,928.8829263
5.194,700,4.58162144,11.5615,186.5,8,810000,422500,1,1,0,0,3300,5,5,0,0.3,4.59,2,14.47440302,0.20567117,735.5708819
5.206,1000,4.249038612,8.924,270.5,2,61033.7025,302500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.77064677,0.014522494,814.7077436
5.211,900,4.917995434,13.465,198,2,1158959.903,1102500,0,0.25,0.25,0.25,3300,1,1,1,1.302,4.09,1,14.91683266,0.118396381,868.4079039
5.221,1000,7.209653513,13.605,199.5,8,1888013.403,1210000,0,0.25,0.25,0.25,3300,1,1,1,2.30863,4.08,1,14.69547104,0.134747942,857.1058191
5.222,800,5.053200624,11.735,186,8,810000,1210000,1,1,0,0,5500,5,5,0,0.43,4.13,2,14.39103859,0.213281629,943.7224432
5.236,700,3.701679718,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.01940109,0.090939193,942.6901638
5.257,700,4.06340629,9.671,190,2,109114.6056,1000000,0,0.25,0.25,0.25,4900,1,1,1,0.618049,3.49,1,14.135033,0.070796921,1086.688736
5.27,500,5.015197585,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,13.86249548,0.181169598,1193.593038
5.337,700,3.749127576,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.12566557,0.253367863,924.6572993
5.351,500,5.909652336,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,13.62252334,0.181169598,1193.593038
5.354,700,3.359968009,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.06841576,0.01509416,961.3891234
5.374,700,2.671979177,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.16036095,0.25260887,928.4382857
5.403,700,4.006314015,11.86,183.5,8,1126782.25,3062500,1,1,0,0,5500,5,5,0,0.43,4.51,2,14.60759787,0.563296087,877.4429465
5.413,900,4.985107254,11.0415,179.5,2,980100,6502500,1,1,0,0,8000,2,2,0,-2.4,2.29,2,14.79298795,0.441745924,1759.211278
5.415,600,4.168221274,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,14.7603699,0.092522771,1010.142637
5.438,900,6.628100894,13.9615,174,8,1294588.84,1000000,1,1,0,0,3300,5,5,0,-1.4,4.039,2,13.36875023,0.35755788,829.6627668
5.455,600,3.337838835,12.586,185,12,2290076.89,4410000,9,2.25,0,0,5500,9,3,0,-1.4,3.31,2,12.97121925,2.100833664,1367.27795
5.486,900,5.335683812,11.4365,189,8,545382.25,0,1,1,0,0,3300,5,5,0,0.3,4.13,2,14.46588457,0.001465201,802.3356353
5.499,800,3.359968009,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.33547854,0.01487772,902.9789194
5.516,800,3.823847394,11.565,210.5,8,56406.25,90000,0,0,0,0,5300,4,4,0,1.232712,5.43,2,15.33494287,0.0102999,1046.926248
5.526,800,2.413084958,10.186,197.5,12,1626900.25,3062500,9,2.25,0,0,5500,9,3,0,0.188,3.31,2,14.67939639,0.914716102,1184.176976
5.531,800,4.58162144,11.5615,186.5,8,810000,422500,1,1,0,0,3300,5,5,0,0.3,4.59,2,14.7414658,0.196215024,708.9385939
5.532,700,5.356180845,14.01,193,2,1261578.24,22500,0,0.25,0.25,0.25,1500,1,1,1,1.302,4.09,1,14.28865204,0.00902853,795.6525148
5.546,1000,4.917995434,13.465,198,2,1158959.903,1102500,0,0.25,0.25,0.25,3300,1,1,1,1.302,4.09,1,15.12755369,0.113174427,849.8214909
5.558,800,2.671979177,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.42742374,0.248986643,876.4790787
5.567,900,3.175106447,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.70143393,0.246388967,831.9863031
5.581,900,3.359968009,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.57104461,0.014667401,857.5487607
5.589,900,5.053200624,11.735,186,8,810000,1210000,1,1,0,0,5500,5,5,0,0.43,4.13,2,14.62660467,0.204746394,904.9852542
5.593,600,3.485262633,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,14.85165032,0.092522771,1010.142637
5.596,1000,5.053200624,11.735,186,8,810000,1210000,1,1,0,0,5500,5,5,0,0.43,4.13,2,14.8373257,0.196868009,873.9955029
5.624,900,7.627429946,11.26365188,197,13,2662771.24,16810000,12.25,2.25,0,0,9500,10,3,0,-1.4,3.66,2,14.5083152,1,1311.18957
5.628,700,3.902306055,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,14.98946288,0.01509416,961.3891234
5.672,900,2.671979177,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.66298981,0.245466828,836.0663622
5.672,800,3.701679718,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.28646387,0.089635191,888.3875265
5.674,1000,3.359968009,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.78176564,0.014462944,821.2046338
5.698,800,4.006314015,11.86,183.5,8,1126782.25,3062500,1,1,0,0,5500,5,5,0,0.43,4.51,2,14.87466065,0.53981404,833.7360905
5.701,600,5.015197585,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,14.22713859,0.167408947,1101.430405
5.724,500,0.824862689,9.501,146,2,301329.6342,100984.8072,0,0,0,0,3535.562136,1,0,1,0.618049,3.49,1,14.22888871,0.013753136,750.4675245
5.733,1000,5.335683812,11.4365,189,8,545382.25,0,1,1,0,0,3300,5,5,0,0.3,4.13,2,14.6766056,0.001403509,782.8569564
5.739,1000,2.671979177,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.87371084,0.242045142,803.7361889
5.743,1000,4.985107254,11.0415,179.5,2,980100,6502500,1,1,0,0,8000,2,2,0,-2.4,2.29,2,15.00370898,0.508007812,1680.751025
5.746,1000,6.628100894,13.9615,174,8,1294588.84,1000000,1,1,0,0,3300,5,5,0,-1.4,4.039,2,13.57947126,0.30686613,812.4057436
5.753,800,3.749127576,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.39272835,0.249829686,872.5298639
5.758,900,3.823847394,11.565,210.5,8,56406.25,90000,0,0,0,0,5300,4,4,0,1.232712,5.43,2,15.57050894,0.009583352,1004.559341
5.774,900,4.58162144,11.5615,186.5,8,810000,422500,1,1,0,0,3300,5,5,0,0.3,4.59,2,14.97703187,0.187590188,688.2245922
5.791,700,4.168221274,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.06867126,0.091212431,937.5869075
5.8,700,6.224582901,13.465,198,2,1158959.903,1102500,0,0.25,0.25,0.25,3300,1,1,1,1.302,4.09,1,13.98061088,0.130432931,921.511941
5.824,900,2.413084958,10.186,197.5,12,1626900.25,3062500,9,2.25,0,0,5500,9,3,0,0.188,3.31,2,14.91496246,0.887312518,1131.156658
5.838,900,3.145937604,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.60056457,0.245466828,836.0663622
5.848,1000,3.175106447,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.91215496,0.243041733,799.5514544
5.859,1000,2.413084958,10.186,197.5,12,1626900.25,3062500,9,2.25,0,0,5500,9,3,0,0.188,3.31,2,15.12568349,0.861503118,1088.740404
5.864,900,4.006314015,11.86,183.5,8,1126782.25,3062500,1,1,0,0,5500,5,5,0,0.43,4.51,2,15.11022672,0.51821143,799.7418692
5.872,700,3.337838835,12.586,185,12,2290076.89,4410000,9,2.25,0,0,5500,9,3,0,-1.4,3.31,2,13.27952061,1.537031658,1284.966983
5.895,700,3.485262633,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.15995168,0.091212431,937.5869075
5.922,1000,3.823847394,11.565,210.5,8,56406.25,90000,0,0,0,0,5300,4,4,0,1.232712,5.43,2,15.78122997,0.008960017,970.6658152
5.927,800,4.06340629,9.671,190,2,109114.6056,1000000,0,0.25,0.25,0.25,4900,1,1,1,0.618049,3.49,1,14.40209579,0.069310867,1029.652407
5.972,700,5.015197585,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,14.53543995,0.155591098,1035.599953
6.011,600,5.909652336,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,13.98716646,0.167408947,1101.430405
6.022,1000,3.485262633,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.87330157,0.087495024,806.9865938
6.04,1000,4.58162144,11.5615,186.5,8,810000,422500,1,1,0,0,3300,5,5,0,0.3,4.59,2,15.1877529,0.179691653,671.6533907
6.052,900,3.749127576,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.62829442,0.246388967,831.9863031
6.053,900,3.701679718,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.52202995,0.088368058,846.1521419
6.074,600,0.824862689,9.501,146,2,301329.6342,100984.8072,0,0,0,0,3535.562136,1,0,1,0.618049,3.49,1,14.59353182,0.013355676,697.0982939
6.076,1000,7.627429946,11.26365188,197,13,2662771.24,16810000,12.25,2.25,0,0,9500,10,3,0,-1.4,3.66,2,14.71903623,1,1247.757686
6.076,800,3.485262633,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.42701447,0.089938687,883.1701101
6.079,500,9.868235893,10.94,196.5,12,34225,2102500,4,4,0,0,3400,8,4,0,0.014,3.2,2,13.84494044,2.129904775,1
6.099,800,5.015197585,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,14.80250274,0.145331739,986.2271145
6.126,1000,4.006314015,11.86,183.5,8,1126782.25,3062500,1,1,0,0,5500,5,5,0,0.43,4.51,2,15.32094775,0.498271304,772.5464922
6.141,1000,3.145937604,10.5735,239,2,130465.44,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.81128561,0.242045142,803.7361889
6.159,800,3.902306055,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.25652567,0.01487772,902.9789194
6.179,900,3.485262633,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.66258054,0.088700028,840.8459344
6.238,800,4.168221274,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.33573404,0.089938687,883.1701101
6.241,1000,3.749127576,10.434,259,2,127092.25,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.83901545,0.243041733,799.5514544
6.318,800,6.224582901,13.465,198,2,1158959.903,1102500,0,0.25,0.25,0.25,3300,1,1,1,1.302,4.09,1,14.24767366,0.124123536,891.6409201
6.336,900,5.015197585,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,15.03806881,0.13634165,947.8260176
6.348,1000,3.701679718,10.0285,244,2,98941.7025,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.73275098,0.087136251,812.3638342
6.367,800,4.406028855,14.349,245,2,187744.557,5062500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,5.631000059,1,15.18681231,0.249829686,1056.743828
6.37,900,4.168221274,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.57130011,0.088700028,840.8459344
6.373,900,4.06340629,9.671,190,2,109114.6056,1000000,0,0.25,0.25,0.25,4900,1,1,1,0.618049,3.49,1,14.63766186,0.067885915,985.2908176
6.387,800,5.356180845,14.01,193,2,1261578.24,22500,0,0.25,0.25,0.25,1500,1,1,1,1.302,4.09,1,14.55571482,0.008372405,782.4584893
6.412,600,9.868235893,10.94,196.5,12,34225,2102500,4,4,0,0,3400,8,4,0,0.014,3.2,2,14.20958355,2.119683568,1
6.427,1000,4.168221274,9.889,264,2,96007.0225,1822500,0,0.25,0.25,0.25,6000,1,1,1,0.471626,6.05,1,15.78202114,0.087495024,806.9865938
6.469,800,3.337838835,12.586,185,12,2290076.89,4410000,9,2.25,0,0,5500,9,3,0,-1.4,3.31,2,13.5465834,1.211815892,1223.233758
6.473,900,3.902306055,9.0635,250.5,2,63378.0625,302500,0,0.25,0.25,0.25,6000,1,1,1,0.48592,5.59,1,15.49209174,0.014667401,857.5487607
6.496,700,5.909652336,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,14.29546782,0.155591098,1035.599953
6.519,700,0.824862689,9.501,146,2,301329.6342,100984.8072,0,0,0,0,3535.562136,1,0,1,0.618049,3.49,1,14.90183318,0.012980544,658.9774149
6.639,1000,5.015197585,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,15.24878984,0.128399004,917.1051401
6.679,800,5.909652336,12.28,208.5,6,846400,1440000,1,1,0,0,5300,4,4,0,1.232712,4.45,2,14.5625306,0.145331739,986.2271145
6.679,800,0.824862689,9.501,146,2,301329.6342,100984.8072,0,0,0,0,3535.562136,1,0,1,0.618049,3.49,1,15.16889597,0.01262591,630.3867557
6.699,800,9.868235893,10.94,196.5,12,34225,2102500,4,4,0,0,3400,8,4,0,0.014,3.2,2,14.78494769,2.099532661,1
