,0
1485,mp-555965
1486,mp-558054
1487,mp-6721
1488,mp-756797
1489,mp-761267
1490,mp-762019
1491,mp-771112
1492,mp-20052
1493,mp-581301
1494,mp-755701
1495,mp-755934
1496,mp-757749
1497,mp-772976
1498,mp-773843
1499,mp-777682
1500,mp-850189
1501,mp-8673
1502,mp-1303958
1503,mp-17387
1504,mp-6259
1505,mp-756366
1506,mp-763051
1507,mp-771159
1508,mp-775865
1509,mp-753702
1510,mp-756254
1511,mp-772509
1512,mp-26963
1513,mp-753235
1514,mp-766121
1515,mp-772042
1516,mp-772578
1517,mp-19153
1518,mp-20406
1519,mp-753414
1520,mp-1205366
1521,mp-1206825
1522,mp-1211982
1523,mp-662606
1524,mp-755583
1525,mp-19239
1526,mp-770423
1527,mvc-4795
1528,mp-1210610
1529,mp-1541753
1530,mp-5746
1531,mp-755557
1532,mvc-10106
1533,mp-33940
1534,mp-3653
1535,mp-756372
1536,mp-770618
1537,mp-8208
1538,mvc-12183
1539,mp-1221959
1540,mp-1222170
1541,mp-3319
1542,mp-505365
1543,mp-1078539
1544,mp-1206730
1545,mp-1222070
1546,mp-1189857
1547,mp-1281224
1548,mp-18759
1549,mp-18971
1550,mp-19006
1551,mp-19395
1552,mp-626068
1553,mp-753736
1554,mp-1221916
1555,mp-16994
1556,mp-17901
1557,mp-18795
1558,mp-18831
1559,mp-19158
1560,mp-19442
1561,mp-21823
1562,mp-31908
1563,mp-3224
1564,mp-505209
1565,mp-540763
1566,mp-626270
1567,mp-761229
1568,mvc-8003
1569,mp-1210598
1570,mp-1211172
1571,mp-1221575
1572,mp-17993
1573,mp-18869
1574,mp-18998
1575,mp-20569
1576,mp-20699
1577,mp-22579
1578,mp-23789
1579,mp-25237
1580,mp-25773
1581,mp-26980
1582,mp-36884
1583,mp-510598
1584,mp-554354
1585,mp-754207
1586,mp-755561
1587,mp-770547
1588,mp-777460
1589,mp-1201493
1590,mp-1221877
1591,mp-17899
1592,mp-18301
1593,mp-18525
1594,mp-18751
1595,mp-18798
1596,mp-19001
1597,mp-19393
1598,mp-22203
1599,mp-22564
1600,mp-22576
1601,mp-27569
1602,mp-28525
1603,mp-540716
1604,mp-542710
1605,mp-555327
1606,mp-752598
1607,mp-754318
1608,mp-755041
1609,mp-867611
1610,mp-1080730
1611,mp-1095141
1612,mp-1194563
1613,mp-1201675
1614,mp-1201691
