,ID,pf_log,var:boiling_point,var:num_p_unfilled,var:num_s_unfilled,var:num_s_valence,max:num_unfilled,min:electron_affinity,min:lattice_constant
316,mp-18536,1.52881525,1079991.0,0.1875,0.1875,0.1875,1,1.302,4.09
317,mp-1784,-0.173451941,187744.557,0.25,0.25,0.25,1,0.471626,5.631000059
318,mp-13099,-0.759060361,3121582.24,2.25,0.0,0.0,9,-1.4,3.65
319,mp-1219182,4.769891705,56406.25,0.0,0.0,0.0,4,1.232712,5.43
320,mp-1172873,5.701093146,846400.0,1.0,0.0,0.0,4,1.232712,4.45
321,mp-1156,3.946030179,147456.0,1.0,0.0,0.0,5,0.43,4.51
322,mp-1138,3.813917386,266844.5649,0.25,0.25,0.25,1,0.618049,3.49
323,mp-10759,2.575305731,1150149.003,1.0,0.0,0.0,4,1.232712,4.36
324,mp-1057286,2.19206102,216839.2356,0.0,0.0,0.0,1,0.471626,3.75
325,mp-1056920,1.914052663,61033.7025,0.25,0.25,0.25,1,0.471626,6.05
326,mp-1009894,-0.504954342,50625.0,4.0,0.0,0.0,8,0.426,3.23
327,mp-1009792,-0.848460775,214832.25,4.0,0.25,0.25,4,1.05,2.7
328,mp-1009750,5.45517662,2290076.89,2.25,0.0,0.0,9,-1.4,3.31
329,mp-1009746,4.646040285,1626900.25,2.25,0.0,0.0,9,0.188,3.31
330,mp-1009639,-1.483144186,3436574.44,2.25,0.0,0.0,11,-1.4,3.67
331,mp-1009540,7.830884394,10000.0,4.0,0.0,0.0,4,1.1,2.74
332,mp-1007778,2.095225131,682771.69,1.0,0.0,0.0,5,-1.4,3.46
333,mp-1007776,-2.26628669,346332.25,1.0,0.0,0.0,5,0.377,3.46
334,mp-1002124,6.411734764,34225.0,4.0,0.0,0.0,8,0.014,3.2
335,mp-998899,-3.665041908,3121582.24,2.25,0.0,0.0,9,-1.4,3.65
336,mp-938,5.350891203,846400.0,1.0,0.0,0.0,4,1.232712,4.45
337,mp-866291,2.994389063,1158959.903,0.25,0.25,0.25,1,1.302,4.09
338,mp-830,-130.3942755,1688180.49,1.0,0.0,0.0,5,-1.4,4.039
339,mp-749,-1.527693078,986644.89,2.25,0.0,0.0,8,-1.4,4.039
340,mp-708,-5.447186391,2036329.0,2.25,0.0,0.0,9,0.47,3.75
341,mp-684580,1.027042963,1027689.063,0.25,0.25,0.25,1,1.302,4.09
342,mp-632319,-1.066748135,216839.2356,0.0,0.0,0.0,1,0.471626,3.75
343,mp-614603,1.731721123,61033.7025,0.25,0.25,0.25,1,0.471626,6.05
344,mp-573697,2.861281412,127092.25,0.25,0.25,0.25,1,0.471626,6.05
345,mp-571222,5.095341753,96007.0225,0.25,0.25,0.25,1,0.471626,6.05
346,mp-571102,-8.278070499,404814.0625,4.0,0.0,0.0,5,0.377,3.46
347,mp-570276,-5.873155079,3010225.0,0.0,0.0,0.0,8,0.426,2.66
348,mp-569639,-8.134751024,556068.49,4.0,0.0,0.0,5,0.377,3.46
349,mp-568560,-8.758591091,488670.9025,4.0,0.0,0.0,5,0.377,3.46
350,mp-505366,2.988084817,1888013.403,0.25,0.25,0.25,1,2.30863,4.08
351,mp-422,-6.679100634,1594128.458,1.0,0.0,0.0,2,-2.4,2.29
352,mp-343,-0.87415184,3436574.44,2.25,0.0,0.0,11,-1.4,3.67
353,mp-2857,-2.014369232,2290076.89,2.25,0.0,0.0,9,-1.4,3.31
354,mp-2667,0.571352396,1132521.64,0.0,0.0,0.0,1,0.471626,4.08
355,mp-2612,6.781823182,846400.0,1.0,0.0,0.0,4,1.232712,4.45
356,mp-2599,1.55514458,2662771.24,2.25,0.0,0.0,10,-1.4,3.66
357,mp-256,-5.632799795,3335371.69,2.25,0.0,0.0,9,-1.4,3.75
358,mp-2534,3.858084463,810000.0,1.0,0.0,0.0,5,0.43,4.13
359,mp-252,3.563328162,980100.0,1.0,0.0,0.0,2,-2.4,2.29
360,mp-2490,4.467703265,1126782.25,1.0,0.0,0.0,5,0.43,4.51
361,mp-24721,1.53148955,221238.5296,0.0,0.0,0.0,1,0.48592,3.75
362,mp-23703,5.724239675,301329.6342,0.0,0.0,0.0,1,0.618049,3.49
363,mp-23303,3.546054203,98941.7025,0.25,0.25,0.25,1,0.48592,5.59
364,mp-23302,4.549601662,63378.0625,0.25,0.25,0.25,1,0.48592,5.59
365,mp-23299,2.954360755,130465.44,0.25,0.25,0.25,1,0.48592,5.59
366,mp-23295,4.547325402,130465.44,0.25,0.25,0.25,1,0.48592,5.59
367,mp-23231,3.852683045,1158959.903,0.25,0.25,0.25,1,1.302,4.09
368,mp-23197,-5.656819233,404814.0625,4.0,0.0,0.0,5,0.377,3.46
369,mp-23167,-4.826069968,556068.49,4.0,0.0,0.0,5,0.377,3.46
370,mp-22925,1.160266169,1027689.063,0.25,0.25,0.25,1,1.302,4.09
371,mp-22922,3.976150791,1261578.24,0.25,0.25,0.25,1,1.302,4.09
372,mp-22906,4.817556169,96007.0225,0.25,0.25,0.25,1,0.471626,6.05
373,mp-22903,4.825103917,63378.0625,0.25,0.25,0.25,1,0.48592,5.59
374,mp-22899,3.953201564,109114.6056,0.25,0.25,0.25,1,0.618049,3.49
375,mp-22875,-5.032732687,488670.9025,4.0,0.0,0.0,5,0.377,3.46
376,mp-22867,2.24469773,98941.7025,0.25,0.25,0.25,1,0.48592,5.59
377,mp-22865,4.378659156,127092.25,0.25,0.25,0.25,1,0.471626,6.05
378,mp-2175,-6.222743974,676498.025,4.0,0.0,0.0,5,0.377,3.46
379,mp-2114,0.171782372,3121582.24,2.25,0.0,0.0,9,-1.4,3.65
380,mp-20411,4.000921655,1294588.84,1.0,0.0,0.0,5,-1.4,4.039
381,mp-20351,4.493806984,810000.0,1.0,0.0,0.0,5,0.3,4.59
382,mp-20305,3.702980746,545382.25,1.0,0.0,0.0,5,0.3,4.13
383,mp-18536,2.04622896,1079991.0,0.1875,0.1875,0.1875,1,1.302,4.09
384,mp-1784,4.026721028,187744.557,0.25,0.25,0.25,1,0.471626,5.631000059
385,mp-13099,-3.233904823,3121582.24,2.25,0.0,0.0,9,-1.4,3.65
386,mp-1219182,4.292982169,56406.25,0.0,0.0,0.0,4,1.232712,5.43
387,mp-1172873,5.270456054,846400.0,1.0,0.0,0.0,4,1.232712,4.45
388,mp-1156,3.376252672,147456.0,1.0,0.0,0.0,5,0.43,4.51
389,mp-1138,4.633067419,266844.5649,0.25,0.25,0.25,1,0.618049,3.49
390,mp-10759,3.324980466,1150149.003,1.0,0.0,0.0,4,1.232712,4.36
391,mp-1057286,1.285973284,216839.2356,0.0,0.0,0.0,1,0.471626,3.75
392,mp-1056920,0.83381235,61033.7025,0.25,0.25,0.25,1,0.471626,6.05
393,mp-1009894,-1.094560043,50625.0,4.0,0.0,0.0,8,0.426,3.23
394,mp-1009792,-1.588597289,214832.25,4.0,0.25,0.25,4,1.05,2.7
395,mp-1009750,4.843447347,2290076.89,2.25,0.0,0.0,9,-1.4,3.31
396,mp-1009746,3.760630656,1626900.25,2.25,0.0,0.0,9,0.188,3.31
397,mp-1009639,-4.404719519,3436574.44,2.25,0.0,0.0,11,-1.4,3.67
398,mp-1009540,7.618568049,10000.0,4.0,0.0,0.0,4,1.1,2.74
399,mp-1007778,0.152674315,682771.69,1.0,0.0,0.0,5,-1.4,3.46
400,mp-1007776,-1.499307527,346332.25,1.0,0.0,0.0,5,0.377,3.46
401,mp-1002124,6.078550562,34225.0,4.0,0.0,0.0,8,0.014,3.2
