,descriptor_name,pearson_correlation,pearson_pvalue,pearson_selection,spearman_correlation,spearman_pvalue,spearman_selection,distance_correlation,distance_selection,mic_correlation,mic_selection,sum_1,sum_2,sum_3,sum_4,sum
45,ave:hhi_p,-0.05999266352685408,0.23006755361480893,0,-0.21425604479180213,1.4718309552952741e-05,0,0.20275263590548812,0,0.4641804770033345,1,1,0,0,0,1
46,ave:hhi_r,0.13060316167070882,0.008750030202360039,0,0.10550881949633148,0.03445007981467579,0,0.19930598533874644,0,0.36129662374088717,1,1,0,0,0,1
47,ave:heat_capacity_mass,0.034075674003368736,0.49569082801772824,0,-0.08188494692158595,0.10112377567044113,0,0.11586556929528496,0,0.5499985353191331,1,1,0,0,0,1
48,ave:heat_capacity_molar,0.05733277416826378,0.2514301389152873,0,-0.020260809336152256,0.6854741419643786,0,0.17832264939218587,0,0.43860307788528075,1,1,0,0,0,1
49,ave:icsd_volume,0.13636588733497435,0.006173578222361475,0,0.11603262955522271,0.019961650591920576,0,0.25414337199070963,0,0.4986100449371308,1,1,0,0,0,1
50,ave:evaporation_heat,0.0013975698517373208,0.977714833584026,0,-0.08539252079334912,0.08728293078796681,0,0.17965362543541205,0,0.5221553199217946,1,1,0,0,0,1
51,ave:heat_of_formation,-0.09071469359444023,0.06923120290277045,0,-0.1633636540246625,0.001011377894475002,0,0.23583469281062264,0,0.5221369953433558,1,1,0,0,0,1
52,ave:lattice_constant,0.13312370061460038,0.007523987837576437,0,0.21074311819798938,2.04273327159299e-05,0,0.2757264313894762,0,0.5274670495711881,1,1,0,0,0,1
53,ave:mendeleev_number,-0.13336711494732464,0.007414124912503162,0,-0.2099757835070392,2.192763254049195e-05,0,0.2050371394205271,0,0.43765993605077913,1,1,0,0,0,1
54,ave:melting_point,0.04629985636368581,0.35449005640785447,0,-0.03964023189133373,0.4279987463105195,0,0.160997060149373,0,0.4774337805708601,1,1,0,0,0,1
55,ave:molar_volume,0.13884197525185898,0.005293267091297429,0,0.05413372229445552,0.27890071248291654,0,0.2582972415157033,0,0.517392753953333,1,1,0,0,0,1
56,ave:num_unfilled,-0.16372622331965966,0.0009851339908677195,0,-0.2597210613100609,1.2771891508972855e-07,0,0.31369234250998695,1,0.2619903774757668,1,1,1,0,0,2
57,ave:num_valance,-0.04006755469350011,0.4230319764031932,0,-0.010610832552870443,0.8320367988869122,0,0.21748434045621404,0,0.3299181988910435,1,1,0,0,0,1
58,ave:num_d_unfilled,-0.08142879904987185,0.10304514621024292,0,-0.18387931847767558,0.00020977500730185028,0,0.24802336191194888,0,0.22109081507282402,1,1,0,0,0,1
59,ave:num_d_valence,0.02416496202276444,0.629047581368932,0,0.04673536410939136,0.3499769193870158,0,0.11138420770736232,0,0.18345487504507077,1,1,0,0,0,1
60,ave:num_f_unfilled,-0.031919573417393377,0.5233726381320126,0,-0.11446715256820332,0.021706640064699485,0,0.10557861910263794,0,0.14884440775465327,1,1,0,0,0,1
61,ave:num_f_valence,-0.10492239135307255,0.035470639821070175,0,-0.2836781353914319,7.06495033394607e-09,1,0.3018935777684353,0,0.2528139611453405,1,1,1,0,0,2
62,ave:num_p_unfilled,-0.1550561710120944,0.0018204305130793364,0,-0.14195476631977835,0.004347566097473642,0,0.25293420425448787,0,0.23439892417181152,1,1,0,0,0,1
63,ave:num_p_valence,0.027355130048349968,0.5844727762430317,0,0.08351385988613813,0.09449360293280797,0,0.2409242630114145,0,0.20253525069690906,1,1,0,0,0,1
64,ave:num_s_unfilled,0.16223896512650432,0.0010969434582648765,0,0.2465865554016953,5.55262920852525e-07,0,0.3225096109354413,1,0.2566832299549858,1,1,1,0,0,2
65,ave:num_s_valence,-0.1622389651265043,0.0010969434582649106,0,-0.2465865554016953,5.55262920852525e-07,0,0.32250961093544134,1,0.2566832299549858,1,1,1,0,0,2
66,ave:period,0.07508639050028701,0.13286178914380298,0,0.0463334493854762,0.3541406364600387,0,0.1617211668108996,0,0.15839502747572218,1,1,0,0,0,1
67,ave:specific_heat,0.04656909071675819,0.35169569523560473,0,0.04944191809329936,0.3227485815447325,0,0.1390719445987214,0,0.47591271039835087,1,1,0,0,0,1
68,ave:thermal_conductivity,0.10395326610713612,0.03721351931639738,0,0.22525265986633516,5.091407471491269e-06,0,0.1784679861880023,0,0.42836677266912326,1,1,0,0,0,1
69,ave:vdw_radius,0.18299528414020494,0.00022530122411813525,1,0.2567722824756509,1.7891113691826042e-07,0,0.30590096207483536,1,0.5150383233578087,1,1,1,1,0,3
70,ave:vdw_radius_alvarez,0.12474350257309293,0.012311232496748759,0,0.07224373318700747,0.14821599091954535,0,0.2315060111943945,0,0.46200692981250774,1,1,0,0,0,1
71,ave:vdw_radius_mm3,0.1722935242333813,0.0005210418930011677,1,0.23414488036980927,2.073687636156005e-06,0,0.29450967820708635,0,0.47047235164908896,1,1,1,0,0,2
72,ave:vdw_radius_uff,0.05407006088576814,0.279467261972789,0,0.18800257203761175,0.00014970128434235212,0,0.22489302274813092,0,0.503012935181532,1,1,0,0,0,1
73,ave:sound_velocity,0.0757360049546027,0.1295315784343233,0,0.240466704426416,1.0711821653378137e-06,0,0.21587296907008527,0,0.5014211260513526,1,1,0,0,0,1
74,ave:Polarizability,0.13540177521634955,0.006550432901019118,0,0.16119289261945396,0.001182465652824706,0,0.23125939100747106,0,0.4678083192974611,1,1,0,0,0,1
75,sum:atomic_number,0.01073126109176182,0.8301592722637982,0,-0.06392704072995353,0.20087924699141455,0,0.19822438492267258,0,0.36887739050960666,1,1,0,0,0,1
76,sum:atomic_radius,0.008070142111155247,0.8718534815302731,0,0.07624431604251926,0.12697107768867602,0,0.18833489205856754,0,0.4538420692405817,1,1,0,0,0,1
77,sum:atomic_radius_rahm,-0.010700598976292618,0.8306372150652571,0,0.04141750367721328,0.40756407298389286,0,0.1177844940832413,0,0.45618424815327696,1,1,0,0,0,1
78,sum:atomic_volume,0.04914548854641243,0.325661739699398,0,-0.038497969254864206,0.4414400703546839,0,0.24590759059904688,0,0.5420459343250342,1,1,0,0,0,1
79,sum:atomic_weight,0.010856016800280944,0.8282153017982463,0,-0.08181930117691034,0.10139852200496283,0,0.21353268849209484,0,0.5749961592736176,1,1,0,0,0,1
80,sum:boiling_point,0.000970017177460954,0.9845314023791254,0,-0.0816998267521663,0.10190007637685386,0,0.1721828401178172,0,0.5552611182423496,1,1,0,0,0,1
81,sum:bulk_modulus,-0.02470320038046745,0.6214257615804377,0,-0.0322476695573549,0.5191098716242362,0,0.18178487728033682,0,0.5677683859373487,1,1,0,0,0,1
82,sum:c6_gb,0.11519300022605969,0.020881760703460584,0,0.0918255136126097,0.06587837839619341,0,0.19961556397000055,0,0.4788749313945865,1,1,0,0,0,1
83,sum:covalent_radius_cordero,0.02290515270846637,0.6470408786293237,0,0.045700236268535824,0.3607634972244219,0,0.1771946655107886,0,0.379674043287354,1,1,0,0,0,1
84,sum:covalent_radius_pyykko,0.021041485436675153,0.6740374478297965,0,0.11914450427539952,0.016852048535908142,0,0.1902778979575075,0,0.475010679796648,1,1,0,0,0,1
85,sum:covalent_radius_pyykko_double,0.028947703292108926,0.5627824216155258,0,0.17455085508474247,0.00043832576161332854,0,0.22631955945787652,0,0.5151750409877646,1,1,0,0,0,1
86,sum:covalent_radius_pyykko_triple,0.013500522018807424,0.7872725495050749,0,0.08509517565835367,0.08839379840979521,0,0.19717708084534852,0,0.5594596171011251,1,1,0,0,0,1
87,sum:covalent_radius_slater,0.021657434554574674,0.6650664664464329,0,0.046466412795072416,0.35275973717802556,0,0.17399305304447335,0,0.3846657549008736,1,1,0,0,0,1
88,sum:density,-0.008527195027799382,0.8646637684602688,0,-0.17709444054330797,0.0003598309430330288,0,0.17655630298396555,0,0.47072143784964404,1,1,0,0,0,1
89,sum:dipole_polarizability,0.13624143538830297,0.006221105451064424,0,0.12875229082592465,0.009760487062845121,0,0.22182721033541633,0,0.5169418116027,1,1,0,0,0,1
90,sum:electron_negativity,-0.027723224808576398,0.5794251435301921,0,-0.21004709874017935,2.1783909305065548e-05,0,0.15431277553242184,0,0.4945700542294462,1,1,0,0,0,1
91,sum:electron_affinity,0.02464262009681306,0.622281621509237,0,0.18999373009877343,0.00012686577439879293,0,0.1929219400251008,0,0.47730765316201623,1,1,0,0,0,1
92,sum:en_allen,-0.03366147226829876,0.5009475741896687,0,-0.2514025524861591,3.270297289756876e-07,0,0.17804569220027808,0,0.5637835299988816,1,1,0,0,0,1
93,sum:en_ghosh,-0.0241594046391739,0.6291264852964934,0,-0.1291802595370246,0.009518054932564015,0,0.134003931896206,0,0.4828938138548822,1,1,0,0,0,1
94,sum:en_pauling,-0.029071887296886416,0.5611074733782632,0,-0.24340461277086078,7.830956913796187e-07,0,0.1622088982777756,0,0.45515988050804196,1,1,0,0,0,1
95,sum:first_ion_en,-0.029658737371632583,0.5532249329975104,0,-0.2454878374214055,6.255889845738852e-07,0,0.15918858824252974,0,0.4650812253549799,1,1,0,0,0,1
96,sum:fusion_enthalpy,0.08534107673021486,0.08747431643432727,0,0.13592092825187033,0.0063450190459833425,0,0.18782664366168084,0,0.439598767234581,1,1,0,0,0,1
97,sum:gs_bandgap,-0.10045919309651508,0.04411215800735544,0,-0.18402258025969065,0.00020735522796722498,0,0.2343360253894279,0,0.18793515156525875,1,1,0,0,0,1
98,sum:gs_energy,0.09066167269318792,0.0693946664421139,0,0.16618963503685688,0.0008228075551980522,0,0.23759999257286796,0,0.5347083340516404,1,1,0,0,0,1
99,sum:gs_est_bcc_latcnt,0.008347128587582565,0.8674950219892656,0,0.10203132935788936,0.040885384313435094,0,0.19193757815052706,0,0.5323044517526949,1,1,0,0,0,1
100,sum:gs_est_fcc_latcnt,0.008347128607700585,0.8674950216728873,0,0.10203132935788936,0.040885384313435094,0,0.19193757820812063,0,0.5323044517526949,1,1,0,0,0,1
101,sum:gs_volume_per,0.11585658376093932,0.020151594895228168,0,0.08808657095405228,0.07772168962784672,0,0.251597048537026,0,0.5184957358153022,1,1,0,0,0,1
102,sum:hhi_p,-0.04948838254004642,0.32229349242241123,0,-0.24502178535145197,6.579357838858423e-07,0,0.21924679873736883,0,0.45530998182150345,1,1,0,0,0,1
103,sum:hhi_r,0.0715326030706175,0.15226043687762,0,0.06936137485144565,0.16512702536893784,0,0.17211923916600586,0,0.3498986544318118,1,1,0,0,0,1
104,sum:heat_capacity_mass,0.01989889472284959,0.6908007468578506,0,-0.07818732244174018,0.11754393079639995,0,0.11295643864773278,0,0.5612067504397498,1,1,0,0,0,1
105,sum:heat_capacity_molar,0.001738731651377205,0.9722767527871574,0,-0.03951495301554795,0.42946124680535547,0,0.1384129352203158,0,0.42595428766861415,1,1,0,0,0,1
106,sum:icsd_volume,0.07149021440990763,0.15250413332935822,0,0.07595669325518267,0.1284150475306173,0,0.2186028201785962,0,0.47780561530340715,1,1,0,0,0,1
107,sum:evaporation_heat,-0.0009634765267811738,0.9846356914518354,0,-0.10920437649358869,0.028576915098609414,0,0.1619958707748073,0,0.5289332847677496,1,1,0,0,0,1
108,sum:heat_of_formation,-0.06864246074964842,0.16956215012433795,0,-0.18399919132555456,0.00020774848918142438,0,0.22592721601940952,0,0.523133912396901,1,1,0,0,0,1
109,sum:lattice_constant,0.0015540384948428973,0.9752205976555304,0,0.18635624501755685,0.00017143754032775862,0,0.1945737555285433,0,0.5148935533905483,1,1,0,0,0,1
110,sum:mendeleev_number,-0.03333155456593399,0.5051556111288448,0,-0.20434013378080873,3.661151302184171e-05,0,0.1605976903555564,0,0.4154953962721357,1,1,0,0,0,1
111,sum:melting_point,0.03361376893656695,0.5015548743983357,0,-0.05993984441910105,0.23047884620950987,0,0.1417626820193738,0,0.46302630102398595,1,1,0,0,0,1
112,sum:molar_volume,0.07829702927622956,0.1170284305103123,0,0.023249905620579204,0.6420958788490648,0,0.24591763780782616,0,0.500000066254942,1,1,0,0,0,1
113,sum:num_unfilled,-0.15637871346924825,0.0016609234666491652,0,-0.2841387804005165,6.663955069351875e-09,1,0.3259064362898196,1,0.17802085127506143,1,1,1,1,0,3
114,sum:num_valance,-0.01857097839040974,0.7104740354136251,0,-0.0383185328066545,0.4435732234605535,0,0.20155872922867163,0,0.32841078714710836,1,1,0,0,0,1
115,sum:num_d_unfilled,-0.08142879904987185,0.10304514621024292,0,-0.18387931847767558,0.00020977500730185028,0,0.24802336191194888,0,0.22109081507282402,1,1,0,0,0,1
116,sum:num_d_valence,0.017722233352082888,0.7231507616297839,0,0.018040586768600004,0.7183867889461224,0,0.09738672553012515,0,0.1625521982954452,1,1,0,0,0,1
117,sum:num_f_unfilled,-0.031919573417393377,0.5233726381320126,0,-0.11446715256820332,0.021706640064699485,0,0.10557861910263794,0,0.14884440775465327,1,1,0,0,0,1
118,sum:num_f_valence,-0.0501520818084244,0.3158385466338589,0,-0.2784205403121766,1.3661342082045443e-08,1,0.296623687185433,0,0.2528139611453405,1,1,1,0,0,2
119,sum:num_p_unfilled,-0.1437098492729903,0.0038843617291491593,0,-0.1545858520830071,0.0018804532404933223,0,0.2507704004994763,0,0.22848425643259415,1,1,0,0,0,1
120,sum:num_p_valence,-0.015304137993704225,0.7596736017679452,0,0.08626177257123768,0.08409969366587358,0,0.18428962647510364,0,0.2056229172021642,1,1,0,0,0,1
