,ID,pf_log,T,spacegroup,a,b,c,alpha,beta,gamma,volume,volume/atom,band_gap,density,e_above_hull,efermi,energy,energy/atom,final_energy_per_atom,formation_energy_per_atom,nsites,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,ave:c6_gb,ave:covalent_radius_cordero,ave:covalent_radius_pyykko,ave:covalent_radius_pyykko_double,ave:covalent_radius_pyykko_triple,ave:covalent_radius_slater,ave:density,ave:dipole_polarizability,ave:electron_negativity,ave:electron_affinity,ave:en_allen,ave:en_pauling,ave:first_ion_en,ave:fusion_enthalpy,ave:gs_bandgap,ave:gs_energy,ave:gs_est_bcc_latcnt,ave:gs_est_fcc_latcnt,ave:gs_volume_per,ave:hhi_p,ave:hhi_r,ave:heat_capacity_mass,ave:heat_capacity_molar,ave:icsd_volume,ave:evaporation_heat,ave:heat_of_formation,ave:lattice_constant,ave:mendeleev_number,ave:melting_point,ave:molar_volume,ave:num_unfilled,ave:num_valance,ave:num_d_unfilled,ave:num_d_valence,ave:num_f_unfilled,ave:num_f_valence,ave:num_p_unfilled,ave:num_p_valence,ave:num_s_unfilled,ave:num_s_valence,ave:period,ave:specific_heat,ave:thermal_conductivity,ave:vdw_radius,ave:vdw_radius_alvarez,ave:vdw_radius_mm3,ave:vdw_radius_uff,ave:sound_velocity,ave:Polarizability,sum:atomic_number,sum:atomic_radius,sum:atomic_radius_rahm,sum:atomic_volume,sum:atomic_weight,sum:boiling_point,sum:bulk_modulus,sum:c6_gb,sum:covalent_radius_cordero,sum:covalent_radius_pyykko,sum:covalent_radius_pyykko_double,sum:covalent_radius_pyykko_triple,sum:covalent_radius_slater,sum:density,sum:dipole_polarizability,sum:electron_negativity,sum:electron_affinity,sum:en_allen,sum:en_ghosh,sum:en_pauling,sum:first_ion_en,sum:fusion_enthalpy,sum:gs_bandgap,sum:gs_energy,sum:gs_est_bcc_latcnt,sum:gs_est_fcc_latcnt,sum:gs_volume_per,sum:hhi_p,sum:hhi_r,sum:heat_capacity_mass,sum:heat_capacity_molar,sum:icsd_volume,sum:evaporation_heat,sum:heat_of_formation,sum:lattice_constant,sum:mendeleev_number,sum:melting_point,sum:molar_volume,sum:num_unfilled,sum:num_valance,sum:num_d_unfilled,sum:num_d_valence,sum:num_f_unfilled,sum:num_f_valence,sum:num_p_unfilled,sum:num_p_valence,sum:num_s_unfilled,sum:num_s_valence,sum:period,sum:specific_heat,sum:thermal_conductivity,sum:vdw_radius,sum:vdw_radius_alvarez,sum:vdw_radius_mm3,sum:vdw_radius_uff,sum:sound_velocity,sum:Polarizability,var:atomic_number,var:atomic_radius,var:atomic_radius_rahm,var:atomic_volume,var:atomic_weight,var:boiling_point,var:bulk_modulus,var:c6_gb,var:covalent_radius_cordero,var:covalent_radius_pyykko,var:covalent_radius_pyykko_double,var:covalent_radius_pyykko_triple,var:covalent_radius_slater,var:density,var:dipole_polarizability,var:electron_negativity,var:electron_affinity,var:en_allen,var:en_pauling,var:first_ion_en,var:fusion_enthalpy,var:gs_bandgap,var:gs_energy,var:gs_est_bcc_latcnt,var:gs_est_fcc_latcnt,var:gs_volume_per,var:hhi_p,var:hhi_r,var:heat_capacity_mass,var:heat_capacity_molar,var:icsd_volume,var:evaporation_heat,var:heat_of_formation,var:lattice_constant,var:mendeleev_number,var:melting_point,var:molar_volume,var:num_unfilled,var:num_valance,var:num_d_unfilled,var:num_d_valence,var:num_f_unfilled,var:num_f_valence,var:num_p_unfilled,var:num_p_valence,var:num_s_unfilled,var:num_s_valence,var:period,var:specific_heat,var:thermal_conductivity,var:vdw_radius,var:vdw_radius_alvarez,var:vdw_radius_mm3,var:vdw_radius_uff,var:sound_velocity,var:Polarizability,max:atomic_number,max:atomic_radius,max:atomic_radius_rahm,max:atomic_volume,max:atomic_weight,max:boiling_point,max:bulk_modulus,max:c6_gb,max:covalent_radius_cordero,max:covalent_radius_pyykko,max:covalent_radius_pyykko_double,max:covalent_radius_pyykko_triple,max:covalent_radius_slater,max:density,max:dipole_polarizability,max:electron_negativity,max:electron_affinity,max:en_allen,max:en_pauling,max:first_ion_en,max:fusion_enthalpy,max:gs_bandgap,max:gs_energy,max:gs_est_bcc_latcnt,max:gs_est_fcc_latcnt,max:gs_volume_per,max:hhi_p,max:hhi_r,max:heat_capacity_mass,max:heat_capacity_molar,max:icsd_volume,max:evaporation_heat,max:heat_of_formation,max:lattice_constant,max:mendeleev_number,max:melting_point,max:molar_volume,max:num_unfilled,max:num_valance,max:num_d_unfilled,max:num_d_valence,max:num_f_unfilled,max:num_f_valence,max:num_p_unfilled,max:num_p_valence,max:num_s_unfilled,max:num_s_valence,max:period,max:specific_heat,max:thermal_conductivity,max:vdw_radius,max:vdw_radius_alvarez,max:vdw_radius_mm3,max:vdw_radius_uff,max:sound_velocity,max:Polarizability,min:atomic_number,min:atomic_radius,min:atomic_radius_rahm,min:atomic_volume,min:atomic_weight,min:boiling_point,min:bulk_modulus,min:c6_gb,min:covalent_radius_cordero,min:covalent_radius_pyykko,min:covalent_radius_pyykko_double,min:covalent_radius_pyykko_triple,min:covalent_radius_slater,min:density,min:dipole_polarizability,min:electron_negativity,min:electron_affinity,min:en_allen,min:en_pauling,min:first_ion_en,min:fusion_enthalpy,min:gs_bandgap,min:gs_energy,min:gs_est_bcc_latcnt,min:gs_est_fcc_latcnt,min:gs_volume_per,min:hhi_p,min:hhi_r,min:heat_capacity_mass,min:heat_capacity_molar,min:icsd_volume,min:evaporation_heat,min:heat_of_formation,min:lattice_constant,min:mendeleev_number,min:melting_point,min:molar_volume,min:num_unfilled,min:num_valance,min:num_d_valence,min:num_p_unfilled,min:num_p_valence,min:num_s_unfilled,min:num_s_valence,min:period,min:specific_heat,min:thermal_conductivity,min:vdw_radius,min:vdw_radius_alvarez,min:vdw_radius_mm3,min:vdw_radius_uff,min:sound_velocity,min:Polarizability
0,mp-998899,-1.296849899,1000,187,3.365604378,3.365604378,3.063359,90.0,90.0,120.0000074,30.05070205,15.02535103,0.0103,5.68673269,0.47122427,4.62665357,-17.23420954,-8.61710477,-8.61710477,-1.407831348,2,23.0,135.0,226.5,18.55,51.45642,1844.2,49.18244144,1312.85,130.5,117.0,95.0,89.0,122.5,2.639,80.3,2.13,-0.5465,12.3805,2.13,10.3757,5.8725,3.2185,-7.338020493,3.553166445,4.476709198,23.566875,5550.0,1550.0,0.669,27.827,27.825,193.5279278,448.57,3.8445,62.5,929.145,16.71,6.0,4.0,4.5,0.5,0.0,0.0,1.5,1.5,0.0,2.0,3.5,0.528473857,8.512915,193.5,220.5,232.0,350.25,1816.8,11.9,46,270.0,453,37.1,102.91284,3688.4,98.36488288,2625.7,261,234,190.0,178.0,245,5.278,160.6,4.26,-1.093,24.761,0.3866286,4.26,20.7514,11.745,6.437,-14.67604099,7.106332891,8.953418396,47.13375,11100.0,3100.0,1.338,55.654,55.65,387.0558556,897.14,7.689,125,1858.29,33.42,12,8,9,1,0,0,3,3,0,4,7,1.056947713,17.02583,387,441,464,700.5,3633.6,23.8,256.0,1849.0,2256.25,1.5625,1402.459058,3121582.24,66.9523479,1656755.123,3540.25,2116.0,1225.0,1225.0,3306.25,3.352561,5285.29,0.8281,0.72846225,33.05675025,0.8281,17.29229056,30.44280625,10.35874225,0.76286375,0.213429612,0.338798391,77.40700352,18062500.0,1102500.0,0.137641,1.682209,26.471025,30092.55984,569.7769,0.03783025,1406.25,749704.881,10.0489,9.0,1.0,20.25,0.25,0.0,0.0,2.25,2.25,0.0,0.0,2.25,0.059767467,72.0306118,1482.25,2970.25,1521.0,248.0625,2199882.24,116.64,39,178.0,274,19.8,88.90584,3611.0,57.36488288,2600,190,163,130,124.0,180,4.47,153.0,3.04,0.307,18.13,3.04,14.5341,11.39,6.437,-6.464599775,4.015150874,5.058773104,32.365,9800.0,2600,1.04,29.124,32.97,367.0,472.44,4.039,100,1795.0,19.88,9,5,9,1,0,0,3,3,0,2,5,0.772947713,17,232,275,271,366.0,3300.0,22.7,7,92.0,179,17.3,14.007,77.4,41.0,25.7,71,71,60.0,54.0,65,0.808,7.6,1.22,-1.4,6.631,1.22,6.2173,0.355,0.0,-8.21144121,3.091182017,3.894645292,14.76875,1300.0,500.0,0.298,26.53,22.68,20.05585557,424.7,3.65,25,63.29,13.54,3,3,0,0,0,0,2,2,0.284,0.02583,155,166,193,334.5,333.6,1.1
1,mp-938,7.45248221,1000,160,4.375164342,4.375164342,4.375163855,57.82672844,57.82672844,57.82672218,56.26495837,28.13247919,0.8215,5.909652336,0.0,5.39520466,-7.95077254,-3.97538627,-3.97538627,-0.09497999,2,42.0,148.5,238.0,17.05,100.115,2183.0,80.76896935,418.0,129.0,128.5,119.5,117.5,132.5,5.7815,38.215,2.055,1.601794,12.28,2.055,8.454515,27.16,0.4235,-3.878671026,3.847641265,4.847724223,28.88416667,4100.0,3400.0,0.261,24.476,28.085,188.9,284.3,5.055,88.0,966.65,17.045,3.0,15.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,4.5,0.2615,31.5,208.5,214.0,244.0,437.5,4005.0,5.67,84,297.0,476,34.1,200.23,4366.0,161.5379387,836.0,258,257,239.0,235.0,265,11.563,76.43,4.11,3.203588,24.56,0.3952884,4.11,16.90903,54.32,0.847,-7.757342052,7.69528253,9.695448445,57.76833333,8200.0,6800.0,0.522,48.952,56.17,377.8,568.6,10.11,176,1933.3,34.09,6,30,0,20,0,0,6,6,0,4,9,0.523,63.0,417,428,488,875.0,8010.0,11.34,100.0,132.25,16.0,11.9025,755.425225,846400.0,248.6603944,2809.0,81.0,56.25,72.25,12.25,56.25,0.21022225,1.476225,0.002025,0.136221523,0.2304,0.002025,0.308119357,95.6484,0.00164025,0.543712333,0.069872343,0.110915431,34.56460067,1440000.0,2250000.0,0.003481,1.572516,34.281025,19348.81,7691.29,0.366025,16.0,59511.6025,11.662225,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.00366025,812.25,6.25,225.0,0.0,90.25,1946025.0,0.0289,52,160.0,242,20.5,127.6,3103.0,96.5379387,471,138,136,128,121.0,140,6.24,39.43,2.1,1.970876,12.76,2.1,9.0096,36.94,0.464,-3.141302507,4.111975037,5.180763906,34.76333333,5300.0,4900,0.32,25.73,33.94,328.0,372.0,5.66,92,1210.6,20.46,4,16,0,10,0,0,4,4,0,2,5,0.322,60,211,229,244,447.0,5400.0,5.84,32,137.0,234,13.6,72.63,1263.0,65.0,365.0,120,121,111.0,114.0,125,5.323,37.0,2.01,1.232712,11.8,2.01,7.89943,17.38,0.383,-4.616039545,3.583307493,4.514684539,23.005,2900.0,1900.0,0.202,23.222,22.23,49.8,196.6,4.45,84,722.7,13.63,2,14,10,2,2,0,2,4,0.201,3.0,206,199,244,428.0,2610.0,5.5
2,mp-866291,5.546150103,1000,216,4.475783692,4.475783692,4.475783692,60.0,60.0,60.0,63.40043986,31.70021993,1.1708,4.917995434,0.0,-0.3099247,-5.20411555,-2.602057775,-2.602057775,-0.367329977,2,41.0,150.7776541,222.0,16.9,93.8861,1408.45,50.95,264.0,132.5,121.0,124.0,123.5,137.5,6.81,37.15,2.445,2.3327941,13.465,2.445,9.695015,8.2925,0.7285,-2.174209449,3.544298475,4.465536255,22.905,2250.0,4150.0,0.3545,50.52,41.095,141.83,198.375,5.38,84.5,750.5,15.025,1.0,14.0,0.0,10.0,0.0,0.0,0.5,2.5,0.5,1.5,4.5,0.691453594,215.06,198.0,219.5,232.5,366.85,2533.806279,4.915,82,301.5553081,444,33.8,187.7722,2816.9,101.9,528.0,265,242,248.0,247.0,275,13.62,74.3,4.89,4.6655882,26.93,0.3884743,4.89,19.39003,16.585,1.457,-4.348418898,7.08859695,8.93107251,45.81,4500.0,8300.0,0.709,101.04,82.19,283.66,396.75,10.76,169,1501.0,30.05,2,28,0,20,0,0,1,5,1,3,9,1.382907187,430.12,396,439,465,733.7,5067.612558,9.83,36.0,45.93659468,9.0,43.56,195.4991204,1158959.903,2405.9025,5929.0,156.25,49.0,225.0,182.25,506.25,13.6161,235.6225,0.265225,1.062536477,5.832225,0.265225,4.489249876,9.04505625,0.53071225,0.349498653,0.12097734,0.192039556,43.230625,1102500.0,7562500.0,0.01428025,633.5289,578.162025,12604.5529,7486.575625,1.6641,182.25,234837.16,22.610025,0.0,9.0,0.0,0.0,0.0,0.0,0.25,6.25,0.25,0.25,0.25,0.206528069,46199.2036,169.0,1122.25,110.25,2709.2025,4381.608716,3.478225,47,157.5553081,225,23.5,107.8682,2485.0,100.0,341,145,128,139,137.0,160,10.5,52.5,2.96,3.3635882,15.88,2.96,11.8138,11.3,1.457,-1.583025338,3.892116444,4.903759436,29.48,3300.0,6900,0.474,75.69,65.14,254.1,284.9,6.67,98,1235.1,19.78,1,17,0,10,0,0,1,5,1,2,5,1.145907187,430,211,253,243,418.9,2600.0,6.78,35,144.0,219,10.3,79.904,331.9,1.9,187.0,120,114,109.0,110.0,115,3.12,21.8,1.93,1.302,11.05,1.93,7.57623,5.285,0.0,-2.76539356,3.196480506,4.027313074,16.33,1200.0,1400.0,0.235,25.35,17.05,29.56,111.85,4.09,71,265.9,10.27,1,11,10,0,0,0,1,4,0.237,0.12,185,186,222,314.8,2467.612558,3.05
3,mp-830,-4.58489061,1000,216,3.214207614,3.214207614,3.214207614,60.0,60.0,60.0,23.48046962,11.74023481,1.9046,5.921365293,0.005313118,3.39366987,-12.30659845,-6.153299225,-6.153299225,-0.663018171,2,19.0,116.5,206.0,14.55,41.865,1376.7,69.89102031,240.85,96.5,97.5,88.5,87.5,97.5,3.359,28.75,2.425,-0.485,14.26,2.425,10.2667005,2.97,3.2185,-5.611848257,3.222365693,4.059926367,16.813125,3400.0,1200.0,0.7065,27.577,21.14,145.1779278,372.2,4.2745,90.5,183.11,12.67,4.0,9.0,0.0,5.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,0.572473857,14.512915,171.0,199.0,219.5,402.15,1536.8,4.61,38,233.0,412,29.1,83.73,2753.4,139.7820406,481.7,193,195,177.0,175.0,195,6.718,57.5,4.85,-0.97,28.52,0.4373073,4.85,20.533401,5.94,6.437,-11.22369651,6.444731385,8.119852733,33.62625,6800.0,2400.0,1.413,55.154,42.28,290.3558556,744.4,8.549,181,366.22,25.34,8,18,0,10,0,0,8,4,0,4,6,1.144947713,29.02583,342,398,439,804.3,3073.6,9.22,144.0,600.25,729.0,7.5625,776.068164,1688180.49,156.9041189,46289.5225,650.25,702.25,812.25,1122.25,1056.25,6.507601,447.3225,0.378225,0.837225,14.9769,0.378225,18.21069849,6.838225,10.35874225,6.757883524,0.017209157,0.027317834,4.179469141,4410000.0,490000.0,0.11122225,2.393209,2.3716,15655.53296,10048.0576,0.05546025,90.25,14356.8324,0.7569,1.0,16.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.040189767,209.8756318,256.0,1089.0,702.25,1306.8225,1447690.24,12.3201,31,141.0,233,17.3,69.723,2676.0,82.41715774,456,122,124,117,121.0,130,5.91,49.9,3.04,0.43,18.13,3.04,14.5341,5.585,6.437,-3.012255303,3.353549368,4.225207441,18.8575,5500.0,1900,1.04,29.124,22.68,270.3,472.44,4.51,100,302.93,13.54,5,13,0,10,0,0,5,3,0,2,4,0.772947713,29,187,232,246,438.3,2740.0,8.12,7,92.0,179,11.8,14.007,77.4,57.36488288,25.7,71,71,60.0,54.0,65,0.808,7.6,1.81,-1.4,10.39,1.81,5.999301,0.355,0.0,-8.21144121,3.091182017,3.894645292,14.76875,1300.0,500.0,0.373,26.03,19.6,20.05585557,271.96,4.039,81,63.29,11.8,3,5,0,3,1,0,2,2,0.372,0.02583,155,166,193,366.0,333.6,1.1
4,mp-749,3.644443434,1000,225,3.588021028,3.588021028,3.588021028,60.0,60.0,60.0,32.66253898,16.33126949,0.0215,8.356280164,0.0,3.47253505,-16.00816156,-8.00408078,-8.00408078,-1.669003448,2,34.5,136.5,229.5,18.6,82.1835,1070.7,47.68244144,1577.85,134.5,121.5,97.0,92.6891746,125.0,4.164,100.8,2.105,0.579706636,12.65796096,2.105,10.0889,4.4875,3.2185,-6.462410423,3.570894525,4.499045178,23.999375,5400.0,1800.0,0.618,29.332,27.91,92.52792779,339.57,6.5195,64.0,706.645,16.76,5.5,6.5,0.0,0.0,4.0,3.0,1.5,1.5,0.0,2.0,4.0,0.476473857,6.512915,195.5,228.0,232.0,359.0,1231.8,14.95,69,273.0,459,37.2,164.367,2141.4,95.36488288,3155.7,269,243,194.0,185.3783492,250,8.328,201.6,4.21,1.159413271,25.31592193,0.450398,4.21,20.1778,8.975,6.437,-12.92482085,7.141789049,8.998090356,47.99875,10800.0,3600.0,1.236,58.664,55.82,185.0558556,679.14,13.039,128,1413.29,33.52,11,13,0,0,8,6,3,3,0,4,8,0.952947713,13.02583,391,456,464,718.0,2463.6,29.9,756.25,1980.25,2550.25,1.69,4648.035152,986644.89,93.74967222,2409169.622,4032.25,2550.25,1369.0,1496.852231,3600.0,11.262736,8686.24,0.874225,3.919238363,29.94321122,0.874225,19.75980304,17.07755625,10.35874225,3.059108696,0.23012409,0.365299222,85.20443789,16810000.0,1690000.0,0.178084,0.043264,27.3529,5252.201251,17654.4369,6.15288025,1296.0,413905.656,10.3684,6.25,2.25,0.0,0.0,16.0,9.0,2.25,2.25,0.0,0.0,4.0,0.087896748,42.0822718,1640.25,3844.0,1521.0,49.0,806763.24,191.8225,62,181.0,280,19.9,150.36,2064.0,57.36488288,3130,198,172,134,131.3783492,185,7.52,194.0,3.04,2.559413271,18.13,3.04,14.5341,8.62,6.437,-4.713379635,4.050607032,5.103445064,33.23,9500.0,3100,1.04,29.54,33.14,165.0,472.44,9.0,100,1350.0,19.98,8,8,0,0,8,6,3,3,0,2,6,0.772947713,13,236,290,271,366.0,2130.0,28.8,7,92.0,179,17.3,14.007,77.4,38.0,25.7,71,71,60.0,54.0,65,0.808,7.6,1.17,-1.4,7.185921926,1.17,5.6437,0.355,0.0,-8.21144121,3.091182017,3.894645292,14.76875,1300.0,500.0,0.196,29.124,22.68,20.05585557,206.7,4.039,28,63.29,13.54,3,5,0,0,0,0,2,2,0.18,0.02583,155,166,193,352.0,333.6,1.1
5,mp-708,1.622607117,1000,225,4.381519287,4.381519287,4.381519287,60.0,60.0,60.0,59.47838744,29.73919372,0.0414,5.96970124,0.0,5.87039302,-12.72249617,-6.361248085,-6.361248085,-1.563990502,2,45.0,163.0,257.5,17.8,106.9135325,2303.0,25.0,1995.0,163.0,150.5,126.5,122.5,155.0,5.94,119.9,1.64,0.637,8.427623128,1.64,7.68275,15.32,0.0,-4.78921765,3.867070211,4.872203161,29.53625,6400.0,3550.0,0.262,25.875,29.47,217.2,366.75,3.94,61.0,1142.0,17.67,6.0,9.0,4.5,5.5,0.0,0.0,1.5,1.5,0.0,2.0,5.0,0.2625,31.5,214.0,243.0,257.0,387.6,3056.839133,17.705,90,326.0,515,35.6,213.827065,4606.0,50.0,3990.0,326,301,253.0,245.0,310,11.88,239.8,3.28,1.274,16.85524626,0.3699628,3.28,15.3655,30.64,0.0,-9.5784353,7.734140422,9.744406321,59.0725,12800.0,7100.0,0.524,51.75,58.94,434.4,733.5,7.88,122,2284.0,35.34,12,18,9,11,0,0,3,3,0,4,10,0.525,63.0,428,486,514,775.2,6113.678266,35.41,144.0,576.0,702.25,22.09,1023.484065,2036329.0,9.0,3010225.0,1936.0,870.25,156.25,272.25,1600.0,0.0441,8118.01,0.2916,0.027889,21.64461056,0.2916,4.434604223,83.1744,0.0,0.019134784,0.107181472,0.170139981,54.18800156,9610000.0,202500.0,0.004489,1.525225,63.2025,34151.04,4128.0625,0.0361,784.0,2704.0,22.2784,9.0,36.0,20.25,20.25,0.0,0.0,2.25,2.25,0.0,0.0,1.0,0.00429025,342.25,841.0,3025.0,441.0,1253.16,338536.7765,179.426025,57,187.0,284,22.5,138.90547,3730.0,28.0,3730,207,180,139,139.0,195,6.15,210.0,2.18,0.804,13.08,2.18,9.7886,24.44,0.0,-4.650889115,4.194456026,5.28468344,36.8975,9500.0,4000,0.329,27.11,37.42,402.0,431.0,4.13,89,1194.0,22.39,9,15,9,10,0,0,3,3,0,2,6,0.328,50,243,298,278,423.0,3638.678266,31.1,33,139.0,231,13.1,74.921595,876.0,22.0,260.0,119,121,114.0,106.0,115,5.73,29.8,1.1,0.47,3.775246255,1.1,5.5769,6.2,0.0,-4.927546185,3.539684396,4.459722881,22.175,3300.0,3100.0,0.195,24.64,21.52,32.4,302.5,3.75,33,1090.0,12.95,3,3,1,0,0,0,2,4,0.197,13.0,185,188,236,352.2,2475.0,4.31
6,mp-684580,4.72625908,1000,119,4.655598917,4.655598917,4.655598917,118.0927477,118.0927477,93.33647444,73.27548447,36.63774223,1.9047,5.320322249,0.001637325,1.36285649,-4.91450528,-2.45725264,-2.45725264,-0.278983579,2,50.0,147.3697957,231.5,18.0,117.386335,1471.25,53.85,365.0,142.0,130.5,134.0,131.0,150.0,7.715,43.55,2.295,2.1805184,12.5,2.295,9.013745,9.53,0.531,-2.135397989,3.805499333,4.794628714,29.6725,3050.0,3100.0,0.2245,39.89,29.78,148.025,195.8285,5.905,84.0,810.9,17.995,1.0,14.0,0.0,10.0,0.0,0.0,0.5,2.5,0.5,1.5,5.0,0.609409135,215.2245,204.5,228.5,239.5,382.4,2944.607468,6.065,100,294.7395914,463,36.0,234.77267,2942.5,107.7,730.0,284,261,268.0,262.0,300,15.43,87.1,4.59,4.3610368,25.0,0.3667341,4.59,18.02749,19.06,1.062,-4.270795978,7.610998665,9.589257428,59.345,6100.0,6200.0,0.449,79.78,59.56,296.05,391.657,11.81,168,1621.8,35.99,2,28,0,20,0,0,1,5,1,3,10,1.21881827,430.449,409,457,479,764.8,5889.214936,12.13,9.0,11.35552323,42.25,59.29,90.59489388,1027689.063,2129.8225,576.0,9.0,6.25,25.0,36.0,100.0,7.756225,80.1025,0.133225,0.771794579,2.1025,0.133225,2.066449375,3.1329,0.281961,0.396894419,0.370903931,0.588773291,178.0223063,3422500.0,2890000.0,0.00011025,211.4116,162.0529,11251.90563,7933.732112,3.294225,169.0,179945.64,59.675625,0.0,9.0,0.0,0.0,0.0,0.0,0.25,6.25,0.25,0.25,0.0,0.138688564,46128.5154,42.25,600.25,12.25,4569.76,118754.3072,0.511225,53,150.7395914,238,25.7,126.90447,2485.0,100.0,389,145,133,139,137.0,160,10.5,52.5,2.66,3.0590368,13.95,2.66,10.45126,11.3,1.062,-1.505402418,4.414518159,5.561944354,43.015,4900.0,4800,0.235,54.43,42.51,254.1,284.9,7.72,97,1235.1,25.72,1,17,0,10,0,0,1,5,1,2,5,0.98181827,430,211,253,243,450.0,3289.214936,6.78,47,144.0,225,10.3,107.8682,457.5,7.7,341.0,139,128,129.0,125.0,140,4.93,34.6,1.93,1.302,11.05,1.93,7.57623,7.76,0.0,-2.76539356,3.196480506,4.027313074,16.33,1200.0,1400.0,0.214,25.35,17.05,41.95,106.757,4.09,71,386.7,10.27,1,11,10,0,0,0,1,5,0.237,0.449,198,204,236,314.8,2600.0,5.35
7,mp-632319,2.645260485,1000,221,3.858608,3.858608,3.858608,90.0,90.0,90.0,57.45025771,28.72512885,2.9646,3.870625262,0.0519639,0.53899809,-4.45037664,-2.22518832,-2.22518832,-0.157618803,2,28.0,173.0,201.5,42.05,66.956726,485.94,29.19981976,3333.255,137.5,132.0,160.2099663,133.158962,142.5,0.9719,202.7535537,1.495,0.6129105,8.754,1.495,8.746174,1.075,3.9265,-2.092958613,4.252801001,5.358193502,61.19,4767.781068,4715.775729,7.273,30.523,49.785,34.602,147.249,4.9,55.5,157.805,41.18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5,0.681863945,18.09025,226.5,234.0,253.0,370.15,1723.638984,30.0433965,56,346.0,403,84.1,133.913452,971.88,58.39963953,6666.51,275,264,320.4199326,266.317924,285,1.9438,405.5071074,2.99,1.225821,17.508,0.4180125,2.99,17.492348,2.15,7.853,-4.185917225,8.505602002,10.716387,122.38,9535.562136,9431.551459,14.546,61.046,99.57,69.204,294.498,9.8,111,315.61,82.36,2,2,0,0,0,0,0,0,2,2,7,1.363727891,36.1805,453,468,506,740.3,3447.277969,60.086793,729.0,8836.0,2256.25,781.2025,4349.234461,216839.2356,761.750051,11067232.3,11342.25,10000.0,2380.467388,402.1250493,13806.25,0.81198121,39301.65347,0.497025,0.01996131,23.580736,0.497025,23.54451445,1.030225,15.41740225,1.53346652,3.563337489,5.656445679,2978.430625,1518363.496,1649231.977,49.434961,2.845969,315.595225,1135.555204,5005.421001,1.3225,2256.25,20677.00203,885.6576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.194361018,320.7591451,13572.25,12996.0,8281.0,6650.4025,205788.3282,862.9848332,55,267.0,249,70.0,132.905452,951.6,56.79963953,6660,244,232,209,153.2120179,260,1.873,401.0,2.2,0.754195,13.61,2.2,13.598443,2.09,7.853,-0.85462646,6.140481453,7.736521839,115.765,6000.0,6000,14.304,32.21,67.55,68.3,217.998,6.05,103,301.6,70.94,1,1,0,0,0,0,0,0,1,1,6,1.122727891,36,343,348,344,451.7,2177.277969,59.42,1,79.0,154,14.1,1.008,20.28,1.6,6.51,31,32,111.4199326,113.1059062,25,0.0708,4.507107424,0.79,0.471626,3.898,0.79,3.893905,0.06,0.0,-3.331290765,2.365120549,2.979865165,6.615,3535.562136,3431.551459,0.242,28.836,32.02,0.904,76.5,3.75,8,14.01,11.42,1,1,0,0,0,1,1,1,0.241,0.1805,110,120,162,288.6,1270.0,0.666793
