,elem1,elem2,elem3,elem4,comp1,comp2,comp3,comp4,melt_point
1904,La,H,Se,O,6.666666666666667,6.666666666666667,20.0,66.66666666666666,407.14215087890625
1905,Ga,Co,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1836.41357421875
1906,Ba,Sb,O,Vac,22.22222222222222,22.22222222222222,55.55555555555556,0.0,1519.9246826171875
1907,Na,Ga,O,Vac,50.0,10.0,40.0,0.0,1163.7012939453125
1908,V,O,F,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,836.930419921875
1909,Ti,Ni,O,Vac,9.30232558139535,34.883720930232556,55.81395348837209,0.0,1765.5716552734375
1910,Li,V,Si,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1034.6368408203125
1911,Sr,Rh,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1438.017333984375
1912,P,W,O,Vac,18.181818181818183,9.090909090909092,72.72727272727273,0.0,1346.4830322265625
1913,Na,Sb,O,Vac,5.263157894736842,26.31578947368421,68.42105263157895,0.0,1628.608642578125
1914,Na,Zn,O,Vac,54.54545454545454,9.090909090909092,36.36363636363637,0.0,1156.7525634765625
1915,V,P,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,924.4668579101562
1916,Li,Ti,Co,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1396.510986328125
1917,Dy,In,O,Vac,20.0,20.0,60.0,0.0,2150.201904296875
1918,Cs,Ce,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,1040.009033203125
1919,Ho,In,O,Vac,20.0,20.0,60.0,0.0,2149.9931640625
1920,Gd,As,O,Vac,15.0,25.0,60.0,0.0,2065.87744140625
1921,Sr,Nb,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1817.3690185546875
1922,K,I,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,844.6067504882812
1923,Ba,Sn,O,Vac,23.52941176470588,17.647058823529413,58.82352941176471,0.0,2247.55078125
1924,Mn,V,P,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1330.6973876953125
1925,Rb,Fe,O,Vac,25.0,25.0,50.0,0.0,1136.3724365234375
1926,Li,Cd,Ge,O,25.0,12.5,12.5,50.0,1194.044921875
1927,Rb,Fe,O,Vac,50.0,10.0,40.0,0.0,1078.455810546875
1928,Na,Au,O,Vac,42.857142857142854,14.285714285714285,42.857142857142854,0.0,837.5287475585938
1929,K,Y,O,Vac,50.0,10.0,40.0,0.0,1214.734619140625
1930,Tb,Pb,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1672.0836181640625
1931,Dy,Pb,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1636.2823486328125
1932,Dy,Se,O,Vac,40.0,20.0,40.0,0.0,2262.728271484375
1933,Ba,Ta,O,Vac,4.3478260869565215,26.08695652173913,69.56521739130434,0.0,2050.109130859375
1934,Rb,Sn,O,Vac,50.0,12.5,37.5,0.0,848.6561279296875
1935,Na,I,O,Vac,60.0,20.0,20.0,0.0,983.4037475585938
1936,Li,Co,Ge,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1392.72119140625
1937,Mg,Mn,O,Vac,15.384615384615385,23.076923076923077,61.53846153846154,0.0,1930.69677734375
1938,Mn,P,O,Vac,25.0,12.5,62.5,0.0,1405.3399658203125
1939,Mg,Mn,O,Vac,20.0,20.0,60.0,0.0,1982.9866943359375
1940,Li,Cr,O,Vac,37.5,12.5,50.0,0.0,1063.1693115234375
1941,Sm,Cu,O,Vac,20.0,20.0,60.0,0.0,1526.0926513671875
1942,Ba,Sn,O,Vac,25.0,16.666666666666664,58.333333333333336,0.0,2263.19775390625
1943,Be,Co,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1867.9091796875
1944,Li,Ni,Bi,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1235.342041015625
1945,Co,Hg,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,947.8802490234375
1946,Li,Mn,Ni,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1469.068359375
1947,Li,V,W,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,872.09619140625
1948,Li,Cr,Sb,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1330.1014404296875
1949,Li,Fe,Sb,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1619.25244140625
1950,Nb,Co,P,O,8.823529411764707,2.941176470588235,17.647058823529413,70.58823529411765,1491.53759765625
1951,Gd,Nb,O,Vac,27.27272727272727,9.090909090909092,63.63636363636363,0.0,2084.320068359375
1952,Li,Ni,O,Vac,50.0,10.0,40.0,0.0,1630.704833984375
1953,Li,Ti,V,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1240.0152587890625
1954,V,Si,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1394.51806640625
1955,Cd,Cu,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,900.088623046875
1956,Li,Ag,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,1034.08447265625
1957,Nb,V,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1532.7476806640625
1958,Ti,S,O,Vac,9.090909090909092,18.181818181818183,72.72727272727273,0.0,1648.477294921875
1959,Li,Nb,V,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,994.7069091796875
1960,Li,Mn,Sn,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1532.858642578125
1961,Nb,Cr,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1618.97021484375
1962,Ba,Cu,O,Vac,22.22222222222222,22.22222222222222,55.55555555555556,0.0,1433.17236328125
1963,Ti,Cu,P,O,11.11111111111111,5.555555555555555,16.666666666666664,66.66666666666666,1408.45361328125
1964,Ca,Cu,O,Vac,22.22222222222222,22.22222222222222,55.55555555555556,0.0,1600.4951171875
1965,Li,Nb,V,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,994.7069091796875
1966,Bi,I,O,Vac,37.5,12.5,50.0,0.0,778.2743530273438
1967,Li,Mn,Ni,O,14.285714285714285,26.785714285714285,1.7857142857142856,57.14285714285714,1254.1370849609375
1968,Li,Ti,P,O,5.555555555555555,11.11111111111111,16.666666666666664,66.66666666666666,1536.119140625
1969,K,Nb,P,O,8.333333333333332,16.666666666666664,8.333333333333332,66.66666666666666,1454.7200927734375
1970,Li,Co,Sb,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1755.2794189453125
1971,La,S,O,Vac,40.0,57.99999999999999,2.0,0.0,2151.359130859375
1972,Li,V,W,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,872.09619140625
1973,Li,Ti,P,O,5.555555555555555,11.11111111111111,16.666666666666664,66.66666666666666,1536.119140625
1974,Cu,Sb,P,O,2.941176470588235,8.823529411764707,17.647058823529413,70.58823529411765,1462.8385009765625
1975,Cr,O,Vac,Vac,29.411764705882355,70.58823529411765,0.0,0.0,1025.1456298828125
1976,Nb,V,O,Vac,25.71428571428571,2.857142857142857,71.42857142857143,0.0,1717.177734375
1977,Fe,Sb,P,O,2.941176470588235,8.823529411764707,17.647058823529413,70.58823529411765,1516.142333984375
1978,Pr,S,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,2380.814208984375
1979,Li,Fe,Sb,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1619.25244140625
1980,Nb,Sb,P,O,8.823529411764707,2.941176470588235,17.647058823529413,70.58823529411765,1446.8873291015625
1981,Ba,Li,Nb,O,20.0,5.0,15.0,60.0,1576.110595703125
1982,Li,Fe,Sb,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1709.7730712890625
1983,Li,Ni,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1614.5859375
1984,Li,Mn,Cr,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1301.1953125
1985,Ti,S,O,Vac,9.090909090909092,18.181818181818183,72.72727272727273,0.0,1648.477294921875
1986,Li,Ti,V,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1396.8236083984375
1987,Li,Nb,Cr,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,1240.6898193359375
1988,Co,Sb,P,O,2.941176470588235,8.823529411764707,17.647058823529413,70.58823529411765,1527.117431640625
1989,Li,Mn,V,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,971.7586669921875
1990,Li,Bi,I,O,10.0,30.0,20.0,40.0,936.484130859375
1991,V,P,W,O,8.823529411764707,17.647058823529413,2.941176470588235,70.58823529411765,1038.71484375
1992,Cr,P,W,O,2.941176470588235,17.647058823529413,8.823529411764707,70.58823529411765,1018.6723022460938
1993,Li,Mn,Cr,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1185.2139892578125
1994,Li,Ti,Mn,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1489.98291015625
1995,V,O,Vac,Vac,28.57142857142857,71.42857142857143,0.0,0.0,883.81591796875
1996,Mn,P,W,O,2.941176470588235,17.647058823529413,8.823529411764707,70.58823529411765,1215.4327392578125
1997,Na,V,P,O,5.263157894736842,15.789473684210526,10.526315789473683,68.42105263157895,854.8251342773438
1998,Rb,O,Vac,Vac,66.66666666666666,33.33333333333333,0.0,0.0,693.1487426757812
1999,V,O,F,Vac,33.33333333333333,50.0,16.666666666666664,0.0,1203.68017578125
2000,Li,Mn,Fe,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1318.1298828125
2001,Li,Nb,Co,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1717.1793212890625
2002,Mn,P,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1440.2122802734375
2003,V,O,F,Vac,33.33333333333333,50.0,16.666666666666664,0.0,1203.68017578125
2004,Li,V,O,Vac,12.5,25.0,62.5,0.0,959.7581176757812
2005,Li,Nb,V,O,14.285714285714285,7.142857142857142,21.428571428571427,57.14285714285714,994.7069091796875
2006,Nb,P,W,O,8.823529411764707,17.647058823529413,2.941176470588235,70.58823529411765,1328.42333984375
2007,Na,Sn,O,Vac,40.0,20.0,40.0,0.0,978.3174438476562
2008,Sc,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1583.5272216796875
2009,Na,Cu,O,Vac,50.0,16.666666666666664,33.33333333333333,0.0,853.2778930664062
2010,V,O,F,Vac,25.0,25.0,50.0,0.0,554.0360717773438
2011,Li,In,O,Vac,50.0,10.0,40.0,0.0,1561.5025634765625
2012,Zn,Se,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,909.4140014648438
2013,Cd,Se,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1236.6392822265625
2014,Zn,As,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1334.152099609375
2015,Na,Ni,O,Vac,54.54545454545454,9.090909090909092,36.36363636363637,0.0,1272.9560546875
2016,Gd,Nb,O,Vac,27.27272727272727,9.090909090909092,63.63636363636363,0.0,2084.320068359375
2017,Li,Cr,O,Vac,53.333333333333336,6.666666666666667,40.0,0.0,1567.0928955078125
2018,Ti,S,O,Vac,9.090909090909092,18.181818181818183,72.72727272727273,0.0,1648.477294921875
2019,P,W,O,Vac,17.647058823529413,11.76470588235294,70.58823529411765,0.0,1292.3409423828125
2020,Ca,Co,P,O,20.0,2.2222222222222223,15.555555555555555,62.22222222222222,1502.675537109375
2021,Na,Bi,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,1094.559814453125
2022,Li,V,O,F,25.0,12.5,12.5,50.0,832.8447875976562
2023,Ba,Pd,O,Vac,36.36363636363637,9.090909090909092,54.54545454545454,0.0,1420.8880615234375
2024,Hg,O,Vac,Vac,50.0,50.0,0.0,0.0,1044.97119140625
2025,Rb,Sn,O,Vac,28.57142857142857,28.57142857142857,42.857142857142854,0.0,1002.8554077148438
2026,Pt,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1903.9298095703125
2027,Rb,O,Vac,Vac,50.0,50.0,0.0,0.0,843.2042236328125
2028,Cs,O,Vac,Vac,50.0,50.0,0.0,0.0,842.9361572265625
2029,Ba,Cd,O,Vac,25.0,25.0,50.0,0.0,1450.1043701171875
2030,K,Cu,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,838.17919921875
2031,Ba,Li,Sb,O,20.0,5.0,15.0,60.0,1864.9329833984375
2032,Cs,O,Vac,Vac,66.66666666666666,33.33333333333333,0.0,0.0,666.3419799804688
2033,In,Ga,O,Vac,20.0,20.0,60.0,0.0,1884.296875
2034,Eu,B,O,Vac,8.333333333333332,33.33333333333333,58.333333333333336,0.0,1362.5362548828125
2035,Na,Hg,P,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,847.5933837890625
2036,K,Tl,O,Vac,25.0,25.0,50.0,0.0,877.2457885742188
2037,Rb,Tl,O,Vac,25.0,25.0,50.0,0.0,899.3076171875
2038,K,Zn,O,Vac,40.0,20.0,40.0,0.0,1030.35107421875
2039,Zn,Pt,O,Vac,10.0,30.0,60.0,0.0,1506.33056640625
2040,Mg,Pt,O,Vac,10.0,30.0,60.0,0.0,1522.4708251953125
2041,Nb,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,2087.2607421875
2042,Cd,Pt,O,Vac,10.0,30.0,60.0,0.0,1486.3916015625
2043,Sr,P,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,2150.987548828125
2044,Sr,As,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1667.66357421875
2045,Ba,As,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1476.759765625
2046,Ce,P,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,2109.540283203125
2047,Tl,Te,O,Vac,46.15384615384615,7.6923076923076925,46.15384615384615,0.0,750.1556396484375
2048,Li,O,Vac,Vac,50.0,50.0,0.0,0.0,1348.506591796875
2049,V,S,O,Vac,9.090909090909092,18.181818181818183,72.72727272727273,0.0,540.9654541015625
2050,Na,Co,O,Vac,56.00000000000001,8.0,36.0,0.0,1253.8953857421875
2051,Li,V,Sb,O,14.285714285714285,21.428571428571427,7.142857142857142,57.14285714285714,1011.1326904296875
2052,Li,V,Sn,O,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714,1208.9888916015625
2053,Na,Ni,O,Vac,22.22222222222222,25.925925925925924,51.85185185185185,0.0,1570.783203125
2054,Ti,V,P,O,8.333333333333332,8.333333333333332,16.666666666666664,66.66666666666666,1281.3438720703125
2055,Ba,Nd,Pd,O,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,1497.556884765625
2056,Ba,Sm,Pd,O,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,1503.8482666015625
2057,Sn,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,2209.148193359375
2058,Ca,Pt,O,Vac,36.36363636363637,9.090909090909092,54.54545454545454,0.0,2047.10009765625
2059,Rb,Ag,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,799.662841796875
2060,Li,Pt,O,Vac,53.333333333333336,6.666666666666667,40.0,0.0,1239.0863037109375
2061,Nb,B,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1702.717529296875
2062,K,Sn,O,Vac,28.57142857142857,28.57142857142857,42.857142857142854,0.0,1030.068603515625
2063,Ta,Pb,O,Vac,20.689655172413794,13.793103448275861,65.51724137931035,0.0,1663.3712158203125
2064,Co,As,O,Vac,23.076923076923077,15.384615384615385,61.53846153846154,0.0,1504.158935546875
2065,K,Zn,Sb,O,5.0,20.0,15.0,60.0,1391.342041015625
2066,Ba,Bi,H,O,53.333333333333336,26.666666666666668,13.333333333333334,6.666666666666667,1407.079345703125
2067,Na,Hf,O,Vac,22.22222222222222,22.22222222222222,55.55555555555556,0.0,2012.0299072265625
2068,Ba,Mg,Te,O,9.090909090909092,9.090909090909092,18.181818181818183,63.63636363636363,1210.205810546875
2069,Yb,Ge,O,Vac,20.0,20.0,60.0,0.0,2106.175048828125
2070,Bi,Br,O,Vac,37.5,12.5,50.0,0.0,789.5138549804688
2071,Cs,Ag,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,779.8424072265625
2072,Li,Sn,Te,O,20.0,10.0,10.0,60.0,1122.035400390625
2073,Rb,Hf,O,Vac,22.22222222222222,22.22222222222222,55.55555555555556,0.0,1729.4635009765625
2074,V,Co,O,Vac,25.0,8.333333333333332,66.66666666666666,0.0,1060.561279296875
2075,Rb,Sb,O,Vac,36.36363636363637,18.181818181818183,45.45454545454545,0.0,1007.2723388671875
2076,Mn,Zn,O,Vac,39.285714285714285,3.571428571428571,57.14285714285714,0.0,1493.858154296875
2077,Co,P,O,Vac,16.666666666666664,16.666666666666664,66.66666666666666,0.0,1515.981689453125
2078,Cs,Sn,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,950.796630859375
2079,Na,Co,O,Vac,42.857142857142854,14.285714285714285,42.857142857142854,0.0,1220.7481689453125
2080,Ca,Pt,O,Vac,15.384615384615385,23.076923076923077,61.53846153846154,0.0,1568.3765869140625
2081,Ba,Pt,O,Vac,36.36363636363637,9.090909090909092,54.54545454545454,0.0,1743.1273193359375
2082,Ca,As,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1749.1802978515625
2083,Na,Rh,O,Vac,25.0,25.0,50.0,0.0,860.6944580078125
2084,Na,In,O,Vac,50.0,10.0,40.0,0.0,1029.712890625
2085,Ca,V,O,Vac,24.390243902439025,14.634146341463413,60.97560975609756,0.0,1334.8812255859375
2086,Cd,Sb,O,Vac,11.11111111111111,22.22222222222222,66.66666666666666,0.0,1437.9859619140625
2087,La,Au,O,Vac,26.666666666666668,13.333333333333334,60.0,0.0,1451.096923828125
2088,Sm,Cu,Se,O,25.0,25.0,25.0,25.0,1364.2239990234375
2089,K,Au,O,Vac,60.0,20.0,20.0,0.0,453.0533447265625
2090,Ca,Tl,O,Vac,27.27272727272727,18.181818181818183,54.54545454545454,0.0,1435.828857421875
2091,Ba,Au,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1333.6907958984375
2092,Sr,Au,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1306.6925048828125
2093,Nd,Zn,P,O,25.0,25.0,25.0,25.0,1655.9112548828125
2094,Al,Ag,O,Vac,25.0,25.0,50.0,0.0,1028.2144775390625
2095,Sr,B,P,O,37.5,12.5,12.5,37.5,1681.2288818359375
2096,K,O,Vac,Vac,66.66666666666666,33.33333333333333,0.0,0.0,848.7535400390625
2097,Ba,B,P,O,37.5,12.5,12.5,37.5,1605.6588134765625
2098,Tl,I,O,Vac,7.6923076923076925,23.076923076923077,69.23076923076923,0.0,479.60565185546875
2099,Sc,Ag,O,Vac,25.0,25.0,50.0,0.0,1115.9754638671875
2100,Ba,Na,Ru,O,27.27272727272727,9.090909090909092,9.090909090909092,54.54545454545454,1267.8040771484375
2101,Re,S,O,Vac,11.76470588235294,11.76470588235294,76.47058823529412,0.0,556.2679443359375
2102,Tl,Cr,O,Vac,11.76470588235294,17.647058823529413,70.58823529411765,0.0,676.4131469726562
2103,Pr,Zn,Sb,O,25.0,25.0,25.0,25.0,1222.9215087890625
2104,Ba,Pr,Pd,O,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,1488.532958984375
2105,Ba,Tb,Pd,O,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,1472.69775390625
2106,Nd,Pt,O,Vac,18.181818181818183,18.181818181818183,63.63636363636363,0.0,1607.7108154296875
2107,Ba,Sb,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1404.8072509765625
2108,Sr,Hg,O,Vac,25.0,25.0,50.0,0.0,1379.71044921875
2109,Ba,B,As,O,37.5,12.5,12.5,37.5,1525.7325439453125
2110,Yb,As,O,Vac,57.14285714285714,28.57142857142857,14.285714285714285,0.0,1963.7037353515625
2111,Ag,Ge,O,Vac,33.33333333333333,16.666666666666664,50.0,0.0,1073.718017578125
2112,Er,Zn,As,O,25.0,25.0,25.0,25.0,1624.895263671875
2113,K,I,O,Vac,33.33333333333333,11.11111111111111,55.55555555555556,0.0,934.5714111328125
2114,Na,Br,O,Vac,60.0,20.0,20.0,0.0,1013.9503173828125
2115,Cu,H,O,Vac,25.0,25.0,50.0,0.0,530.4230346679688
2116,Li,Au,O,Vac,25.0,25.0,50.0,0.0,917.024658203125
2117,Fe,Au,O,Vac,25.0,25.0,50.0,0.0,1098.5980224609375
2118,Cr,Au,O,Vac,25.0,25.0,50.0,0.0,927.107666015625
2119,Li,Ag,O,Vac,25.0,25.0,50.0,0.0,923.9144287109375
2120,K,Au,O,Vac,25.0,25.0,50.0,0.0,883.2334594726562
2121,Cs,Au,O,Vac,25.0,25.0,50.0,0.0,880.8875732421875
2122,Na,Cu,O,Vac,25.0,25.0,50.0,0.0,1034.6953125
2123,Rb,Ag,O,Vac,25.0,25.0,50.0,0.0,820.5073852539062
2124,K,Ag,O,Vac,25.0,25.0,50.0,0.0,827.2775268554688
2125,Co,Au,O,Vac,25.0,25.0,50.0,0.0,1152.3526611328125
2126,Co,Au,O,Vac,25.0,25.0,50.0,0.0,1152.3526611328125
2127,Cs,Au,O,Vac,33.33333333333333,33.33333333333333,33.33333333333333,0.0,822.0402221679688
2128,Ca,Cr,P,O,7.142857142857142,14.285714285714285,14.285714285714285,64.28571428571429,1397.7481689453125
2129,Ca,Fe,P,O,7.142857142857142,14.285714285714285,14.285714285714285,64.28571428571429,1460.1431884765625
2130,Mg,V,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,2120.091796875
2131,La,Mg,V,O,20.0,10.0,10.0,60.0,2129.3720703125
2132,Mg,Ni,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,2174.435302734375
2133,Y,Cr,O,Vac,11.76470588235294,17.647058823529413,70.58823529411765,0.0,2118.179931640625
2134,Co,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,1214.330322265625
2135,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
2136,Ta,O,Vac,Vac,28.57142857142857,71.42857142857143,0.0,0.0,2109.43798828125
2137,Ca,Ge,Mo,O,15.0,15.0,10.0,60.0,1414.68701171875
2138,Mg,Mo,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1642.021728515625
2139,W,O,Vac,Vac,25.0,75.0,0.0,0.0,1747.6737060546875
2140,Ca,Mo,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1656.3065185546875
2141,Sn,O,Vac,Vac,33.33333333333333,66.66666666666666,0.0,0.0,2209.148193359375
2142,Mg,Cu,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,1696.8155517578125
2143,Zn,Co,O,Vac,15.384615384615385,23.076923076923077,61.53846153846154,0.0,1778.376708984375
2144,Mn,Zn,O,Vac,23.076923076923077,15.384615384615385,61.53846153846154,0.0,1571.0111083984375
2145,Mg,Cr,O,Vac,14.285714285714285,28.57142857142857,57.14285714285714,0.0,2508.606689453125
2146,V,Zn,O,Vac,28.57142857142857,14.285714285714285,57.14285714285714,0.0,1439.7044677734375
