,ID,Name,MLP_500,MLP_600,MLP_700,MLP_800,MLP_900,MLP_1000
0,mp-1018025,LuAgO2,8.895135266215647,8.837258662463716,8.78430733587555,8.758434713416607,8.751260571842217,8.74417305271321
1,mp-1018031,KInO2,-7.197000566124559,-7.163604299474288,-7.141421178497391,-7.12537840430068,-7.115883554495191,-7.1114039248363845
2,mp-1021504,Ba2NbFeO6,1.7192943658564137,1.7247393129534418,1.7277691850816608,1.729085694016313,1.7291609057592847,1.728322750737859
3,mp-1024073,K2Sn3O7,-3.7168523533991618,-3.708115097854642,-3.703141470678595,-3.7011991190311595,-3.700092865115834,-3.6944329927135744
4,mp-1025351,Sr4Bi2O,-7.726474586610053,-7.557422789898926,-7.414577875833831,-7.293558753980442,-7.190631587664052,-7.102677241311095
5,mp-10299,Ca4PdO6,11.816655269751111,11.918901945341952,11.999886544453208,12.062243634097968,12.108701858473436,12.14629696840572
6,mp-1035281,Mg14CoNiO16,4.642556388627013,4.607428054463054,4.58530902315042,4.569223799629974,4.558495106380514,4.555811344269458
7,mp-1037086,LiMg30CoO32,-0.5032792312159141,-0.4953728360085409,-0.47746363034738704,-0.45836520059204544,-0.43903882566518393,-0.41937422903944255
8,mp-10392,Sr3CdPtO6,0.006971109867751027,0.0033244659007233973,0.019103169268352163,0.04377514037302767,0.060934332737356336,0.07627786650285297
9,mp-1062939,CoO2,-0.2672001874542983,-0.24236298910302934,-0.2418500043551669,-0.25636839499846353,-0.26885985594697426,-0.26165637117657925
10,mp-1072104,GeO2,2.6781881533649234,2.7246217436640108,2.771302728275615,2.81249194727291,2.849224546262049,2.8823279439009677
11,mp-1075922,Sr7CaTi8O24,11.568842406999831,11.417775961452998,11.26439721990098,11.121004725462676,10.991956449777966,10.874484153986291
12,mp-1075943,Ba3Sr5Ti8O24,10.57880713151774,10.440621218588735,10.316263386460617,10.194410152805087,10.0766089770263,9.95459191208587
13,mp-1076510,K5Na3Ta8O24,11.85047038164578,11.832236673184267,11.818330106434159,11.805819413473364,11.793004785616047,11.780445352198496
14,mp-1078191,Ba2TeO,-4.122489508185324,-4.069579362763519,-4.029044657002274,-3.9982174851555228,-3.974983463001218,-3.9576844164052782
15,mp-1078209,LiLa2FeO6,0.8339798387394893,0.8880684860636213,0.9291578003735833,0.970279150430115,1.009943131159722,1.047696205477986
16,mp-1078394,Ba2LuBiO6,5.7489789942161185,5.8692069090824415,5.985031418160651,6.095765805889684,6.196369793123569,6.282796114873892
17,mp-1078397,LaBiS2O,5.472452189991872,5.710069759779035,5.923785406989792,6.118000734937914,6.2769964064062895,6.419646488233563
18,mp-1078457,Ba2ZrTiO6,8.170452348329682,8.046348376867495,7.927308587539435,7.810715936212943,7.714030581048659,7.6243955012087765
19,mp-1078539,Sr2MgMoO6,3.8061979455438517,3.8314834769243746,3.853661386729608,3.8730113883054407,3.888545327061303,3.9033600107273707
20,mp-1078542,GdZnAsO,-1.9750744494601364,-1.8446446451381138,-1.7154774992693977,-1.5894437197737763,-1.4829276474806048,-1.3827972568366071
21,mp-1078634,LaFeO3,2.041023205560607,2.0402402218305187,2.0371322359577033,2.0320608120219568,2.027856748969247,2.0262636254098667
22,mp-1079069,La2Mn2Se2O3,4.0878222307567,4.2037186705583975,4.310481930064143,4.377306492049818,4.440654216489409,4.499617555014802
23,mp-1080730,Sr2ZrMnO6,9.238440368903866,9.246301756119001,9.2118739463253,9.170682824959679,9.127262230710915,9.084140063726593
24,mp-1094063,Sr12Al14O33,20.5843101674511,20.535994087025767,20.46111225648434,20.37260875111821,20.274205288190963,20.170410674323
25,mp-1095110,Ba2SmMoO6,1.2482605359183465,1.311875287963567,1.3709276531763137,1.420236755943571,1.4628773736123832,1.5018371496212932
26,mp-1095141,Sr2MnMoO6,5.851142823879444,5.846481725558222,5.836327454054265,5.821555632221003,5.803353866663293,5.783719346775961
27,mp-1095280,SrFe2S2O,7.212610253898114,7.252278668394276,7.278742998534126,7.294175505484079,7.305110939621499,7.313702940841728
28,mp-10960,Tb2Ti2S2O5,-1.6546025994616445,-1.547449016572382,-1.436832604884045,-1.3270860667036275,-1.222775164216192,-1.1206671389424967
29,mp-1097025,GaFe2BO5,2.326572600884455,2.1654240346683444,2.0366276410600843,1.9319348764192004,1.8283661457301394,1.7362563728566562
30,mp-1099778,BaSr7Ti8O24,7.762389082293449,7.51412256887105,7.281782496317379,7.062664794544506,6.842451282680922,6.62758946554889
31,mp-1101257,Tm2Pt2O7,7.55805192484587,7.5208483281512395,7.490129233681859,7.4628122615634185,7.437111034003269,7.412661142524624
32,mp-1101266,Tm2TeO2,9.5998417365035,9.700189518982674,9.775512969931846,9.813015605568822,9.836773613094058,9.852482134158441
33,mp-1101457,Ni(BiO3)2,7.145017272244735,7.236024734451509,7.3080336446149845,7.366710012229707,7.411427135560238,7.448946221181159
34,mp-1101518,Sn(PO3)3,-0.051667127353401385,-0.005019785924437956,0.02829012379885877,0.051349878876777125,0.06608582184587632,0.07457583926790913
