,ID,Name,MLP_500,MLP_600,MLP_700,MLP_800,MLP_900,MLP_1000,ID,Name,RF_500,RF_600,RF_700,RF_800,RF_900,RF_1000,ID,Name,XG_500,XG_600,XG_700,XG_800,XG_900,XG_1000
11,mp-1075922,Sr7CaTi8O24,11.568842406999831,11.417775961452998,11.26439721990098,11.121004725462676,10.991956449777966,10.874484153986291,mp-1075922,Sr7CaTi8O24,5.670326923076919,5.276163461538458,5.1879615384615345,5.010822115384613,4.831370192307691,4.16432692307692,mp-1075922,Sr7CaTi8O24,4.512372,4.411329,4.363074,4.4076624,4.4645762,4.420065
12,mp-1075943,Ba3Sr5Ti8O24,10.57880713151774,10.440621218588735,10.316263386460617,10.194410152805087,10.0766089770263,9.95459191208587,mp-1075943,Ba3Sr5Ti8O24,5.174028846153842,4.734985576923074,4.552240384615384,4.430182692307692,3.4020336538461518,2.9542403846153813,mp-1075943,Ba3Sr5Ti8O24,1.4283118,1.3507633,1.2849026,1.3036075,1.0405371,0.9970008
13,mp-1076510,K5Na3Ta8O24,11.85047038164578,11.832236673184267,11.818330106434159,11.805819413473364,11.793004785616047,11.780445352198496,mp-1076510,K5Na3Ta8O24,5.64462019230769,5.647956730769229,5.649576923076921,5.656014423076922,5.656014423076922,5.688966346153846,mp-1076510,K5Na3Ta8O24,4.064431,4.159443,4.159443,4.044002,3.956615,3.9779158
14,mp-1078191,Ba2TeO,-4.122489508185324,-4.069579362763519,-4.029044657002274,-3.9982174851555228,-3.974983463001218,-3.9576844164052782,mp-1078191,Ba2TeO,4.829485576923074,4.829485576923074,4.829485576923074,4.829485576923074,4.829485576923074,4.829485576923074,mp-1078191,Ba2TeO,4.842203,4.842203,4.842203,4.842203,4.842203,4.842203
15,mp-1078209,LiLa2FeO6,0.8339798387394893,0.8880684860636213,0.9291578003735833,0.970279150430115,1.009943131159722,1.047696205477986,mp-1078209,LiLa2FeO6,2.262379807692309,2.262379807692309,2.26246153846154,2.2547788461538474,2.2532548076923087,2.2532548076923087,mp-1078209,LiLa2FeO6,3.3620217,3.319411,3.265139,3.265139,3.265139,3.5234013
16,mp-1078394,Ba2LuBiO6,5.7489789942161185,5.8692069090824415,5.985031418160651,6.095765805889684,6.196369793123569,6.282796114873892,mp-1078394,Ba2LuBiO6,1.4771298076923083,1.4771298076923083,1.4771298076923083,1.4786490384615392,1.465975961538462,1.4106730769230766,mp-1078394,Ba2LuBiO6,2.5009205,2.5009205,2.4543862,2.481413,2.481413,2.481413
17,mp-1078397,LaBiS2O,5.472452189991872,5.710069759779035,5.923785406989792,6.118000734937914,6.2769964064062895,6.419646488233563,mp-1078397,LaBiS2O,3.72179326923077,5.499480769230766,5.876812499999998,6.177788461538464,6.190528846153841,6.489346153846152,mp-1078397,LaBiS2O,1.7630645,1.5935684,1.8917276,2.0882764,2.0985413,2.0985413
18,mp-1078457,Ba2ZrTiO6,8.170452348329682,8.046348376867495,7.927308587539435,7.810715936212943,7.714030581048659,7.6243955012087765,mp-1078457,Ba2ZrTiO6,5.946394230769234,5.946721153846156,5.945120192307696,5.948966346153849,5.890682692307696,5.544024038461538,mp-1078457,Ba2ZrTiO6,1.9756998,1.7800101,1.8788561,1.9276892,1.9302245,1.8312033
19,mp-1078539,Sr2MgMoO6,3.8061979455438517,3.8314834769243746,3.853661386729608,3.8730113883054407,3.888545327061303,3.9033600107273707,mp-1078539,Sr2MgMoO6,5.38657692307692,5.385759615384611,5.385759615384611,5.382822115384612,5.382822115384612,5.382822115384612,mp-1078539,Sr2MgMoO6,4.0665164,4.2078424,4.2078424,4.173136,4.173136,4.173136
20,mp-1078542,GdZnAsO,-1.9750744494601364,-1.8446446451381138,-1.7154774992693977,-1.5894437197737763,-1.4829276474806048,-1.3827972568366071,mp-1078542,GdZnAsO,1.6197307692307688,1.6197307692307688,1.6197307692307688,1.6197307692307688,1.6197307692307688,1.6197307692307688,mp-1078542,GdZnAsO,1.2269908,1.1417614,1.114806,0.99408937,1.0331508,1.0697373
21,mp-1078634,LaFeO3,2.041023205560607,2.0402402218305187,2.0371322359577033,2.0320608120219568,2.027856748969247,2.0262636254098667,mp-1078634,LaFeO3,2.3448798076923105,2.3448798076923105,2.3448798076923105,2.3338269230769257,2.3338269230769257,2.3358125000000025,mp-1078634,LaFeO3,3.3234744,3.3629112,3.3629112,3.3999317,3.4738514,3.5119112
22,mp-1079069,La2Mn2Se2O3,4.0878222307567,4.2037186705583975,4.310481930064143,4.377306492049818,4.440654216489409,4.499617555014802,mp-1079069,La2Mn2Se2O3,4.189802884615384,5.341100961538458,6.238586538461541,6.243120192307689,6.532048076923076,6.621581730769233,mp-1079069,La2Mn2Se2O3,1.7700204,1.5617229,1.834345,1.8306326,1.8306326,2.0550606
23,mp-1080730,Sr2ZrMnO6,9.238440368903866,9.246301756119001,9.2118739463253,9.170682824959679,9.127262230710915,9.084140063726593,mp-1080730,Sr2ZrMnO6,5.52397115384615,5.52397115384615,5.52397115384615,5.52397115384615,5.52397115384615,5.524298076923073,mp-1080730,Sr2ZrMnO6,4.278953,4.2407274,4.259272,4.169621,4.169621,3.9739275
24,mp-1094063,Sr12Al14O33,20.5843101674511,20.535994087025767,20.46111225648434,20.37260875111821,20.274205288190963,20.170410674323,mp-1094063,Sr12Al14O33,5.915644230769231,5.915644230769231,5.915644230769231,5.915644230769231,5.915644230769231,5.915644230769231,mp-1094063,Sr12Al14O33,5.814628,5.814628,5.814628,5.814628,5.814628,5.814628
25,mp-1095110,Ba2SmMoO6,1.2482605359183465,1.311875287963567,1.3709276531763137,1.420236755943571,1.4628773736123832,1.5018371496212932,mp-1095110,Ba2SmMoO6,0.29167307692307687,0.2609326923076922,0.25824038461538457,0.2611201923076922,0.2611201923076922,0.2611201923076922,mp-1095110,Ba2SmMoO6,0.630375,1.263266,1.194446,1.194446,1.1804785,1.1221863
26,mp-1095141,Sr2MnMoO6,5.851142823879444,5.846481725558222,5.836327454054265,5.821555632221003,5.803353866663293,5.783719346775961,mp-1095141,Sr2MnMoO6,5.440249999999994,5.440249999999994,5.440249999999994,5.440249999999994,5.434086538461535,5.434086538461535,mp-1095141,Sr2MnMoO6,4.8294115,4.966959,4.932158,4.991615,4.9721847,5.042825
27,mp-1095280,SrFe2S2O,7.212610253898114,7.252278668394276,7.278742998534126,7.294175505484079,7.305110939621499,7.313702940841728,mp-1095280,SrFe2S2O,5.055649038461534,5.055649038461534,5.056932692307688,5.056932692307688,5.055600961538458,5.04209615384615,mp-1095280,SrFe2S2O,2.9657443,3.0052698,2.967009,3.0200114,2.9341683,2.9465482
28,mp-10960,Tb2Ti2S2O5,-1.6546025994616445,-1.547449016572382,-1.436832604884045,-1.3270860667036275,-1.222775164216192,-1.1206671389424967,mp-10960,Tb2Ti2S2O5,-0.8743509615384618,-0.8742692307692311,-0.8756682692307696,-0.8756682692307696,-0.8756682692307696,-0.8756682692307696,mp-10960,Tb2Ti2S2O5,-0.18381725,-0.07611343,-0.07611343,-0.07183236,-0.16668062,-0.15037628
29,mp-1097025,GaFe2BO5,2.326572600884455,2.1654240346683444,2.0366276410600843,1.9319348764192004,1.8283661457301394,1.7362563728566562,mp-1097025,GaFe2BO5,4.203855769230769,4.013072115384615,3.8168894230769217,3.2863846153846157,2.5438846153846155,2.3122884615384613,mp-1097025,GaFe2BO5,3.622825,3.462556,3.4957392,3.5982814,3.4446855,3.1895847
30,mp-1099778,BaSr7Ti8O24,7.762389082293449,7.51412256887105,7.281782496317379,7.062664794544506,6.842451282680922,6.62758946554889,mp-1099778,BaSr7Ti8O24,5.590653846153843,5.139379807692302,5.061379807692303,4.879115384615384,3.8538701923076903,3.619004807692306,mp-1099778,BaSr7Ti8O24,3.308051,3.2070074,2.9304616,3.0090094,2.9247336,2.850537
31,mp-1101257,Tm2Pt2O7,7.55805192484587,7.5208483281512395,7.490129233681859,7.4628122615634185,7.437111034003269,7.412661142524624,mp-1101257,Tm2Pt2O7,3.4137836538461523,3.588399038461537,4.172538461538463,4.400360576923074,4.651072115384612,4.542173076923076,mp-1101257,Tm2Pt2O7,3.7300978,3.7005937,3.6781662,3.628257,4.057492,4.0838366
32,mp-1101266,Tm2TeO2,9.5998417365035,9.700189518982674,9.775512969931846,9.813015605568822,9.836773613094058,9.852482134158441,mp-1101266,Tm2TeO2,1.7946105769230773,1.8409567307692312,2.144913461538462,2.4408605769230785,2.4718365384615404,3.033317307692308,mp-1101266,Tm2TeO2,3.1228511,3.775224,3.7716222,3.7716222,3.7608795,4.080048
33,mp-1101457,Ni(BiO3)2,7.145017272244735,7.236024734451509,7.3080336446149845,7.366710012229707,7.411427135560238,7.448946221181159,mp-1101457,Ni(BiO3)2,3.56354807692308,3.56354807692308,3.56354807692308,3.5679711538461567,3.5679711538461567,3.5679711538461567,mp-1101457,Ni(BiO3)2,3.9648523,4.2394915,4.278379,4.404254,4.029835,4.137089
34,mp-1101518,Sn(PO3)3,-0.051667127353401385,-0.005019785924437956,0.02829012379885877,0.051349878876777125,0.06608582184587632,0.07457583926790913,mp-1101518,Sn(PO3)3,3.5393028846153842,3.539413461538462,3.5391971153846153,3.454759615384615,2.782125000000001,2.7479519230769234,mp-1101518,Sn(PO3)3,3.518515,3.518515,3.518515,3.518515,3.518515,3.518515
35,mp-1101724,Nb10Pb14O39,0.6284805760844007,0.7037608061894777,0.7615440665469365,0.8080195676296221,0.8282541236704487,0.8456723534955793,mp-1101724,Nb10Pb14O39,1.994322115384617,2.0002355769230786,1.9843846153846167,2.233956730769233,2.450456730769233,2.453764423076925,mp-1101724,Nb10Pb14O39,3.952737,3.8233585,3.8233585,3.9010165,3.8243628,3.8243628
36,mp-11019,GaCuO2,-6.64462462900363,-6.640863100338249,-6.634517342552643,-6.626527008484332,-6.617489292503674,-6.607797373694142,mp-11019,GaCuO2,6.1353461538461485,6.1353461538461485,6.137302884615379,6.137302884615379,6.134374999999995,6.134374999999995,mp-11019,GaCuO2,4.795551,4.968147,5.0721316,5.0721316,5.1092763,5.1092763
37,mp-1103865,BaFe2(PO4)2,4.18470877701001,4.057798491451552,3.9278246149981038,3.8789417288975603,3.823424227742629,3.7515907795554253,mp-1103865,BaFe2(PO4)2,5.255471153846153,5.255471153846153,5.25091346153846,5.25091346153846,4.760548076923074,4.629649038461536,mp-1103865,BaFe2(PO4)2,4.565999,4.3873515,4.191191,4.1870227,3.920712,3.9448318
38,mp-1104424,Ba8Sb4H2O,-10.249819049500632,-10.10226351957166,-9.974363223820989,-9.864218075344933,-9.766893125611327,-9.679192381531328,mp-1104424,Ba8Sb4H2O,4.414538461538457,4.447451923076918,4.4496201923076875,4.4496201923076875,4.4496201923076875,4.4496201923076875,mp-1104424,Ba8Sb4H2O,2.7651193,2.849648,3.1731331,3.290971,3.3587105,3.2717814
39,mp-1105,BaO2,3.7463531791778295,3.8008547398606507,3.8376949227063197,3.861366051539561,3.8750231600101137,3.881478008354192,mp-1105,BaO2,6.131600961538459,6.131600961538459,6.121173076923076,6.121173076923076,6.121173076923076,6.121173076923076,mp-1105,BaO2,5.7938538,5.7938538,5.7938538,5.7938538,5.7938538,5.7938538
40,mp-1105484,Sm3FeO6,2.796211237266122,2.8038147467726824,2.836191525965943,2.8737876615180693,2.9160168051695354,2.9511363037696055,mp-1105484,Sm3FeO6,1.377447115384617,1.377447115384617,1.377447115384617,1.3713125000000015,1.3713125000000015,1.3713125000000015,mp-1105484,Sm3FeO6,2.2824018,2.1927896,2.0755575,2.0755575,2.0755575,2.1121442
41,mp-1105560,YCr4(CuO4)3,0.631489098480669,0.629242239566873,0.6241516832484638,0.6179569288182808,0.6112017688877603,0.6040460303974226,mp-1105560,YCr4(CuO4)3,-0.9493846153846146,-0.9493846153846146,-0.9493846153846146,-0.9493846153846146,-0.9493846153846146,-0.9493846153846146,mp-1105560,YCr4(CuO4)3,-1.7083203,-1.2859963,-1.2859963,-1.2591995,-0.8535022,-0.84283596
42,mp-1106068,LaCr4(CuO4)3,1.6242619917379932,1.625993517849587,1.625805106622792,1.6243211772247492,1.6220134071758818,1.6171823363099813,mp-1106068,LaCr4(CuO4)3,-0.8567692307692298,-0.8567692307692298,-0.8567692307692298,-0.8649663461538454,-0.8892836538461528,-0.9013798076923069,mp-1106068,LaCr4(CuO4)3,-1.3375202,-1.2241985,-1.2241985,-1.3887979,-1.2956151,-1.0231842
43,mp-1106089,Ba2InGaO5,9.808690063728243,9.884722435855839,9.944618780665614,10.001972171223114,10.056245535912346,10.10167647894322,mp-1106089,Ba2InGaO5,6.580884615384617,6.580884615384617,6.580884615384617,6.580884615384617,6.580884615384617,6.580884615384617,mp-1106089,Ba2InGaO5,5.7630043,5.9858103,5.9964986,6.0800643,6.0800643,6.0800643
44,mp-1106241,BaTbMn2O5,3.845090731431887,4.033442788037382,4.20065519994209,4.349743499909739,4.482190928197396,4.600383585122717,mp-1106241,BaTbMn2O5,0.7014951923076926,1.4478605769230772,1.1123750000000006,1.5391730769230767,2.4514423076923064,3.2145865384615337,mp-1106241,BaTbMn2O5,1.0961349,1.0961349,1.0488055,1.002531,1.0472002,1.5320721
45,mp-1106293,EuZrO3,1.6532125672282072,1.7012506656843955,1.7444755105677734,1.7860779704073702,1.8208907836695554,1.8509602981469198,mp-1106293,EuZrO3,-0.23209134615384627,-0.26410576923076945,-0.27906250000000016,-0.2835576923076925,-0.2835576923076925,-0.27690865384615404,mp-1106293,EuZrO3,1.6552716,1.7210315,1.7210315,1.7651128,1.7921394,1.9173607
46,mp-1120752,K2Fe4O7,8.307466239714698,8.010346767927413,7.7117816021780685,7.430038693418241,7.172121988160839,6.932839576270028,mp-1120752,K2Fe4O7,5.911812499999998,5.911812499999998,5.911812499999998,5.9131874999999985,5.9131874999999985,5.912649038461538,mp-1120752,K2Fe4O7,4.92933,5.089113,4.881232,4.899982,4.949941,4.5734253
47,mp-1147642,Ba2NbBiO6,2.022439654357817,2.052376612698702,2.08039614784078,2.108154929412778,2.1282673291568246,2.1476287614016787,mp-1147642,Ba2NbBiO6,0.37776442307692315,0.1755721153846156,0.13581250000000009,0.11774519230769234,0.1365865384615385,0.1323125,mp-1147642,Ba2NbBiO6,2.2246203,2.2246203,2.2647176,2.271044,2.607501,2.6496284
48,mp-11649,Ca3SiO,-0.9656997423661103,-0.8146442997349089,-0.6726743918079393,-0.5417422716491777,-0.4164610815165727,-0.25312674155937087,mp-11649,Ca3SiO,5.121721153846151,5.121721153846151,5.121721153846151,5.121721153846151,5.121721153846151,5.121721153846151,mp-11649,Ca3SiO,4.999876,5.0491443,5.0491443,5.0491443,5.0491443,5.0491443
49,mp-11651,Yb3SnO,1.7645458099237679,1.9893796939394455,2.1820431529077995,2.338301849865501,2.4762670048549698,2.597527951110941,mp-11651,Yb3SnO,4.306798076923071,4.306798076923071,4.305177884615379,4.303999999999995,4.303999999999995,4.359235576923071,mp-11651,Yb3SnO,3.1112583,3.2769482,3.2976992,3.370472,3.5010982,3.4106236
50,mp-11652,Yb3PbO,1.7491274194341893,1.902754004249143,2.037753952596982,2.1566356288902955,2.261679172765267,2.355038737959093,mp-11652,Yb3PbO,5.272081730769229,5.272081730769229,5.26472596153846,5.263548076923074,5.263548076923074,5.265038461538459,mp-11652,Yb3PbO,3.9233987,4.065907,4.5270476,4.7313075,4.771918,4.5433335
51,mp-11659,BaTi(BO3)2,9.367897900751078,9.06370148986535,8.780339794734102,8.57719911422605,8.388452517667956,8.213766490621529,mp-11659,BaTi(BO3)2,5.872370192307691,5.872370192307691,5.872370192307691,5.872370192307691,5.868629807692307,5.868629807692307,mp-11659,BaTi(BO3)2,5.4499745,5.3289733,5.2864566,5.3018737,5.178526,5.1093774
52,mp-1172828,WO3,2.157776673575895,2.133176205272815,2.1105283276707416,2.0892383957686196,2.068930030728192,2.049356828833571,mp-1172828,WO3,2.8866298076923087,3.135221153846155,3.337100961538459,3.3071730769230743,3.3367355769230738,3.3437596153846125,mp-1172828,WO3,2.0105271,1.9952217,1.9481155,1.8783342,1.9360594,1.9360594
53,mp-1172871,Mn7GeO12,1.547966055843629,1.5659098109810596,1.5808975380638333,1.5938714984875606,1.6053879766386836,1.6158072371590197,mp-1172871,Mn7GeO12,6.249841346153845,6.249841346153845,6.249841346153845,6.244245192307692,6.244245192307692,6.244245192307692,mp-1172871,Mn7GeO12,6.3275895,6.3275895,6.3275895,6.3275895,6.3275895,6.3275895
54,mp-1173546,Nb4Pb3O13,-0.0668636508805026,-0.0780270932474335,-0.09045411057143325,-0.10343081407803122,-0.11556554224112957,-0.12684633024754455,mp-1173546,Nb4Pb3O13,1.4065817307692317,1.0288509615384618,1.1395576923076922,1.2597788461538453,1.2771057692307688,1.3931874999999994,mp-1173546,Nb4Pb3O13,2.760696,2.7445686,2.7445686,2.7445686,2.7445686,2.7957337
55,mp-1176484,Na2FeO3,11.04147139607958,10.840560264284408,10.662553278619638,10.498237119514885,10.344311460346589,10.20384179249448,mp-1176484,Na2FeO3,5.925817307692305,5.943634615384612,5.963812499999998,5.966009615384612,5.966009615384612,5.970634615384612,mp-1176484,Na2FeO3,4.8076763,4.8009768,4.847821,5.0092683,4.9401236,4.813116
56,mp-1176640,LiMnCrO4,8.360596243886183,8.16521090510159,8.009255592630366,7.874649458025546,7.7539875011778205,7.642083467746776,mp-1176640,LiMnCrO4,6.150408653846151,6.150408653846151,6.150538461538459,6.16268269230769,6.170399038461536,6.166336538461536,mp-1176640,LiMnCrO4,5.4251976,5.4114513,5.3737464,5.3891635,5.245244,5.40458
57,mp-1177916,Li2MnCr3O8,6.547875565443616,6.424062381837714,6.315348180678257,6.225733755157299,6.147080044594897,6.076566641915269,mp-1177916,Li2MnCr3O8,6.134923076923074,6.1351778846153815,6.135850961538458,6.146278846153843,6.148312499999997,6.15393269230769,mp-1177916,Li2MnCr3O8,5.47036,5.3987274,5.3853707,5.472149,5.453186,5.5065665
58,mp-1178042,Li2CoNi3O8,2.7760848825086204,2.6840003105378467,2.59830004723174,2.507162942281264,2.4149801263255184,2.2900914143242423,mp-1178042,Li2CoNi3O8,5.719134615384615,5.732105769230769,5.164192307692305,4.930995192307692,3.832802884615385,3.461548076923077,mp-1178042,Li2CoNi3O8,2.8202114,2.7926536,2.6830616,2.6962643,2.6226704,2.6247284
59,mp-1178173,Ho2TeO2,13.058938039966991,13.229640586903022,13.376944067888443,13.498635359182083,13.604841687405399,13.69895091256044,mp-1178173,Ho2TeO2,1.6368894230769226,1.7317163461538456,3.226168269230769,3.9428125000000023,4.4677451923076905,5.353216346153843,mp-1178173,Ho2TeO2,2.6793187,2.725184,3.1458387,3.3074555,3.1565728,3.3534174
60,mp-1178175,Ho2Pb2O7,5.076543712746791,5.009394335642871,4.948601203247645,4.897393734654027,4.850766266574953,4.8067732722191625,mp-1178175,Ho2Pb2O7,2.9172548076923093,3.442802884615384,3.542278846153844,4.03993269230769,4.482067307692308,4.7681826923076915,mp-1178175,Ho2Pb2O7,3.4586737,3.7709079,3.8481352,3.8481352,4.1649914,4.1150823
61,mp-1178355,Er2TeO2,13.17146857456246,13.322418032238238,13.424416276711504,13.497683463767038,13.560528196159167,13.616027560600331,mp-1178355,Er2TeO2,2.188158653846156,3.478009615384619,4.400024038461538,5.247548076923077,5.7921490384615355,5.84417307692307,mp-1178355,Er2TeO2,3.5384343,4.019014,4.130719,4.172477,4.34716,4.324148
62,mp-1178365,Dy2Pt2O7,6.524279639811685,6.499308860355023,6.476593879385144,6.455002546135435,6.430561369425383,6.407013755852017,mp-1178365,Dy2Pt2O7,3.547697115384613,4.11926442307692,4.563692307692305,4.9069230769230705,4.959225961538459,5.736129807692304,mp-1178365,Dy2Pt2O7,4.0955834,4.1635895,4.4305325,4.3295584,4.886109,4.886109
63,mp-1178446,CoPO4,2.854417857473242,2.7853021190549376,2.725323429748857,2.6749558853398203,2.6349149198680606,2.5994486522785176,mp-1178446,CoPO4,2.91741826923077,3.4371971153846177,2.956067307692308,2.486875000000001,2.127764423076924,2.09852403846154,mp-1178446,CoPO4,2.0553763,2.2271502,2.2942371,2.4893093,2.676281,2.5207963
64,mp-1178513,BaSnO3,12.112944866950015,12.14763797740422,12.170850609465099,12.185367293713623,12.193381823313054,12.196586385489768,mp-1178513,BaSnO3,6.2638269230769215,6.2638269230769215,6.2638269230769215,6.2638269230769215,6.2638269230769215,6.2638269230769215,mp-1178513,BaSnO3,6.1574683,6.1167984,6.1167984,6.1167984,6.1574683,6.1574683
65,mp-1182186,BaYMn2O5,2.8367139317919774,2.958831668256232,3.0731043264921714,3.172369319555632,3.2597179212830043,3.3413045824337257,mp-1182186,BaYMn2O5,2.155581730769234,2.15171634615385,2.374899038461542,2.5889567307692336,2.7099615384615396,3.4643461538461526,mp-1182186,BaYMn2O5,3.389676,3.7827299,3.7653782,3.6841116,3.6367822,3.7117634
66,mp-1185179,Li10Co4O9,14.710915079085426,14.533647753652962,14.377236142620216,14.238720169583523,14.115999324601997,14.004838133448056,mp-1185179,Li10Co4O9,5.131673076923073,5.131673076923073,5.131673076923073,5.133293269230766,5.135326923076919,5.135326923076919,mp-1185179,Li10Co4O9,3.9541779,4.096777,4.2446175,4.183227,3.9695053,3.9293728
67,mp-1188765,BaErMn2O5,3.082048363524389,3.254588853447215,3.4116575497386292,3.5546585255052165,3.684465450782512,3.800609772211825,mp-1188765,BaErMn2O5,-0.3325673076923076,0.32352403846153854,1.343019230769231,1.4630096153846162,1.6446490384615378,1.7514615384615377,mp-1188765,BaErMn2O5,1.692806,2.23547,2.23547,2.1881406,2.1418653,2.1679275
68,mp-1188841,BaNb2V2O11,4.818679779289563,4.832425305576675,4.843232590245509,4.85189012273888,4.858851203978962,4.864403439097482,mp-1188841,BaNb2V2O11,3.1225096153846175,3.1225096153846175,3.1225096153846175,3.1225096153846175,3.1225096153846175,3.124865384615387,mp-1188841,BaNb2V2O11,3.9532235,3.9532235,3.906376,3.906376,3.915832,3.906376
69,mp-1190246,Ir2Pb2O7,17.771812363511643,17.824352856586938,17.867390483324627,17.902433770698508,17.93518523411782,17.96591702994522,mp-1190246,Ir2Pb2O7,3.555692307692308,3.555692307692308,3.555692307692308,3.555692307692308,3.555692307692308,3.555692307692308,mp-1190246,Ir2Pb2O7,4.575996,4.859911,4.859911,4.859911,4.859911,4.859911
70,mp-1190827,Ba2CoGe2O7,1.3400880397334811,1.1948934335084114,1.0870832405545083,0.994819951889392,0.9107593258444048,0.8415116553471121,mp-1190827,Ba2CoGe2O7,-0.6266298076923077,-0.6368557692307691,-0.6368557692307691,-0.6368557692307691,-0.6531346153846156,-0.6465432692307692,mp-1190827,Ba2CoGe2O7,-0.22666948,-0.34299135,-0.54628694,-0.41173333,-0.43257403,-0.4888326
71,mp-1191117,Gd3SbO7,2.582281788176081,2.630250406454425,2.6731343441387527,2.7114267400653675,2.746632958569553,2.7789844028034723,mp-1191117,Gd3SbO7,-0.42748076923076944,0.17199038461538468,0.9239663461538463,1.5634855769230762,1.655706730769231,1.2243461538461538,mp-1191117,Gd3SbO7,1.2717497,1.80622,1.80622,1.80622,1.7954774,1.7954774
72,mp-1191189,Cd2Sb2O7,0.4818959007883695,0.5360911711500954,0.583674755034603,0.6264530367675062,0.6655772733562101,0.6986400802992662,mp-1191189,Cd2Sb2O7,-0.36316826923076906,-0.36316826923076906,-0.36316826923076906,-0.36316826923076906,-0.36316826923076906,-0.36316826923076906,mp-1191189,Cd2Sb2O7,1.7115682,1.6395193,1.6029328,1.6029328,1.6029328,1.3721615
