,ID,Name,T,density,ave:en_allen,ave:vdw_radius,sum:num_unfilled,var:boiling_point,var:hhi_p,var:num_unfilled,var:num_p_unfilled,var:num_s_unfilled,var:num_s_valence,max:hhi_p,max:num_unfilled,max:num_p_unfilled,max:num_s_unfilled,min:electron_affinity,min:lattice_constant,min:num_s_valence,DC1,PC2,SC4
1348,mp-1205188,NdCO4,600,4.831093829,17.48121729,169.5,396,4048831.349,11250000,8.555555556,1.333333333,0,0,9500,10,4,0,1.262119,3.57,2,13.83373829,1,1709.282464
1349,mp-1205330,Ca3SiO,600,2.592332584,10.2058,211,12,682046.773,2169600,2.56,2.56,0,0,4700,4,4,0,0.02455,5.43,2,14.76284407,1.135877971,773.7838983
1350,mp-1205336,BaMnO3,600,5.545244709,15.9262,185.8,44,953655.2047,973600,2.56,0.96,0,0,3000,5,2,0,0.14462,5.02,2,14.07362332,2.094387458,846.2366852
1351,mp-1205366,LuRhO3,600,9.523534119,15.9588,178,72,3374889.596,12182400,7.44,0.96,0.16,0.16,9500,9,2,1,0.34,3.51,1,13.85622645,1,1757.823206
1352,mp-1205468,BaNb8O14,600,6.05768266,16.12917391,180,672,5368454.658,14172967.86,6.139886578,0.952741021,0.2268431,0.2268431,8500,7,2,1,0.14462,3.3,1,12.79385931,1,1762.2628
1353,mp-1205507,Eu2MgWO6,600,7.868173097,15.84750011,177.3,32,3066920.274,14144100,5.56,0.96,0,0,9500,7,2,0,0.81626,3.16,2,13.12232145,1,1942.163986
1354,mp-1205650,Ba2TaTlO6,600,8.091376181,15.915239,186.6,24,2890672.722,3535600,4.04,2.01,0,0,6500,7,5,0,0.14462,3.31,2,13.49440731,1.521058024,1652.948886
1355,mp-1205671,Ba2TaFeO6,600,7.311908458,15.7152,187.4,46,3183649.972,1178100,3.61,0.96,0,0,3000,7,2,0,0.14462,2.87,2,13.49889518,2.583732961,1497.626343
1356,mp-1205690,Sr2NbCrO6,600,5.366104693,15.766,183.4,100,2540360.009,6574000,4.65,0.96,0.16,0.16,8500,7,2,1,0.048,2.88,1,10.94116678,6.796236948,2131.439213
1357,mp-1205767,Sr2MnReO6,600,6.368557654,15.935,183.1,22,3096898.269,2366100,2.56,0.96,0,0,4200,5,2,0,0.048,2.76,2,13.11181917,2.564104838,1661.584098
1358,mp-1205825,Ba2MgMoO6,600,5.887181713,15.4938,183.8,18,2181061.426,2546100,2.76,0.96,0.09,0.09,5300,6,2,1,0.14462,3.15,1,10.46493458,1.260166589,1571.561497
1359,mp-1205833,Ba2NbRhO6,600,6.787146106,15.6181,187.6,22,3060311.829,5914100,3.36,0.96,0.16,0.16,8500,7,2,1,0.14462,3.3,1,12.47715701,1.4705645,1852.491544
1360,mp-1205934,Ba2YbMoO6,600,7.008515849,15.66503418,189.1,18,2188239.208,7182900,2.76,0.96,0.09,0.09,9500,6,2,1,-0.02,3.15,1,13.1183707,1.4659312,2099.614662
1361,mp-1205947,Eu2TaAlO6,600,8.367828189,15.96280011,178.8,38,3083975.718,12276900,5.16,2.01,0,0,9500,7,5,0,0.322,3.31,2,13.5424074,1,1869.731728
1362,mp-1205991,LaBi2ClO4,600,7.338835382,16.24815578,180,24,1612736.027,10007500,5.5,0.859375,0,0,9500,9,3,0,0.47,3.75,2,10.8860509,1,1736.856386
1363,mp-1206097,Ba2ZnMoO6,600,6.314118688,15.6687,186.6,18,2173019.089,1092000,2.76,0.96,0.09,0.09,3000,6,2,1,0.14462,2.66,1,13.13209684,1.43624493,1641.229498
1364,mp-1206536,Ba2InSbO6,600,6.817012594,16.0115,184.7,20,908794.8599,5199600,1.8,1.8,0,0,7900,5,5,0,0.14462,4.51,2,13.1374807,1.366159128,1321.930835
1365,mp-1206645,Sr2TiMnO6,600,5.256243726,15.806,182.6,50,1389640.821,2066900,5.05,0.96,0,0,4200,8,2,0,0.048,2.95,2,10.24913419,4.362757514,1657.872968
1366,mp-1206730,Sr2MgMoO6,600,5.072956282,15.5906,180,18,2105375.363,3414900,2.76,0.96,0.09,0.09,5300,6,2,1,0.048,3.15,1,12.31615411,1.993292586,1544.660003
1367,mp-1206825,Lu2SeO2,600,9.354651498,13.994,188.4,24,2695861.966,17454400,11.76,0.96,0,0,9500,9,2,0,0.34,3.51,2,13.79608144,1,1775.074022
1368,mp-1207040,Ba2InOsO6,600,7.736281627,15.8155,185.7,21,2653765.842,2895600,2.09,2.01,0,0,5500,5,5,0,0.14462,2.74,2,13.78014889,1.509916303,1866.799612
1369,mp-1207110,K2TaNbO6,600,5.595795668,15.311,190.2,28,4204136.827,5523600,4.56,0.96,0.21,0.21,8500,7,2,1,0.322,3.3,1,12.34785783,1.308117288,1835.494168
1370,mp-1207114,K2TaNbO6,600,5.623045561,15.311,190.2,28,4204136.827,5523600,4.56,0.96,0.21,0.21,8500,7,2,1,0.322,3.3,1,12.30435955,1.308117288,1835.494168
1371,mp-1207469,ZnCuAsO5,600,4.189168001,17.529375,167.75,56,836539.1116,891875,0.6875,0.984375,0.109375,0.109375,3300,3,3,1,0.804,2.66,1,13.11728762,0.499262677,1649.290354
1372,mp-1207629,YRhO3,600,6.74273125,15.994,179.6,72,3327978.915,12996000,7.44,0.96,0.16,0.16,9800,9,2,1,0.307,3.65,1,10.54469543,1,1730.728825
1373,mp-1207651,YMnFeO5,600,5.039813592,16.801375,175.125,112,2044507.835,9049843.75,5.5,0.9375,0,0,9800,9,2,0,0.151,2.87,2,11.42562325,5.185027759,2318.703006
1374,mp-1207705,TmRhO3,600,9.26034573,16.67195146,178.6,40,2505460.585,12182400,0.4,0.96,0.16,0.16,9500,3,2,1,1.029,3.54,1,13.4289852,1,1735.783488
1375,mp-1207709,YMnGaO5,600,5.352022456,16.770125,173,116,1896495.527,10381875,5.734375,2.109375,0,0,9800,9,5,0,0.307,3.65,2,13.19678532,1,1749.670226
1376,mp-1208390,Ta6Bi2O19,600,8.375300867,17.67481481,171.6296296,172,5324839.278,1855802.469,4.224965706,0.825788752,0,0,5300,7,3,0,0.322,3.31,2,13.54593614,1.563078566,1461.377074
1377,mp-1208610,Sr5P3O13,600,3.926442516,16.48309524,179.0952381,70,422230.9596,2381405.896,0.984126984,0.984126984,0,0,4200,3,3,0,0.048,6.08,2,14.7422827,6.385150944,750.6693291
1378,mp-1208663,SrP2PdO7,600,3.977103967,17.38881818,171.1818182,80,986370.169,1586115.702,0.876033058,0.876033058,0,0.330578512,4200,3,3,0,0.048,3.89,0,13.90644754,4.645099578,1162.45729
1379,mp-1208733,Sr2TaCoO6,600,6.647314879,15.834,183.2,88,3176655.933,2345600,3.36,0.96,0,0,4200,7,2,0,0.048,2.51,2,13.53632366,7.297740669,1869.122314
1380,mp-1208736,Sr2ScBiO6,600,5.989589212,15.8492,183.2,24,1090226.444,4583600,5.64,1.05,0,0,5500,9,3,0,0.048,3.31,2,8.157154124,3.230579474,1646.37587
1381,mp-1208742,Sr4Mn3BO10,600,4.795771581,15.52944444,184.6111111,80,1287169.184,2266820.988,2.839506173,1.682098765,0,0,4200,5,5,0,0.048,6.08,2,14.61003262,6.638613565,727.6204056
1382,mp-1208834,Sr2CrSbO6,600,5.794238869,16.106,182.2,84,1027042.219,5862400,2.49,1.05,0.09,0.09,7900,6,3,1,0.048,2.88,1,12.25762792,6.040621341,2186.194933
1383,mp-1209329,PrVO3,600,6.387397718,15.505804,180.6,96,3159593.181,12198400,13.36,0.96,0,0,9500,11,2,0,0.525,3.02,2,11.99582114,1,2109.503098
1384,mp-1209583,Rb2LaNb5O15,600,5.095839834,16.27083679,183.4347826,152,4212559.691,13259924.39,5.950850662,0.907372401,0.211720227,0.211720227,9500,9,2,1,0.47,3.3,1,13.04705759,1,1942.366553
1385,mp-1209643,Sm3Sc2(FeO4)3,600,5.707737317,16.19408829,178.7,312,1706755.318,10633275,7.29,0.96,0,0,9500,9,2,0,0.151,2.87,2,11.91044261,1,2326.881002
1386,mp-1209848,Nd2Pd2O5,600,7.750481956,14.93317861,184.2222222,60,2668013.031,12860000,13.33333333,0.987654321,0,0.691358025,9500,10,2,0,0.562,3.66,0,12.33077913,1,1715.798627
1387,mp-1209906,NdSO,600,5.689495375,13.68910125,190.3333333,112,1982526.936,17608888.89,14.22222222,0.888888889,0,0,9500,10,2,0,1.4611135,3.66,2,13.64005281,1,1738.298734
1388,mp-1209949,Pr3Sc2(FeO4)3,600,5.329455152,15.774103,179.3,348,2567871.952,10633275,12.1275,0.96,0,0,9500,11,2,0,0.151,2.87,2,9.443905549,1,2267.882424
1389,mp-1210064,Nd2Ta3(SeO4)2,600,8.131022595,15.47630717,182.6666667,244,5007656.811,8641155.556,9.262222222,0.888888889,0,0,9500,10,2,0,0.322,3.31,2,13.42359957,3.918399078,1874.008923
1390,mp-1210188,Nd2Ti3(BiO6)2,600,6.994049152,16.49603198,176.2631579,148,2187967.114,8614072.022,8.936288089,0.980609418,0,0,9500,10,3,0,0.079,2.95,2,13.28140247,8.125737179,2214.571025
1391,mp-1210576,Nd3Sc2(FeO4)3,600,5.478716399,15.77579556,179.15,336,2273421.897,10633275,10.26,0.96,0,0,9500,10,2,0,0.151,2.87,2,11.10292509,1,2270.314461
1392,mp-1210610,MgZn7O8,600,5.099867386,15.2681875,174.75,16,311348.407,1359023.438,1,1,0,0,5300,2,2,0,1.4611135,2.66,2,12.91454586,0.212282204,1899.664843
1393,mp-1210634,MgFeBO4,600,3.704957693,16.55085714,168.1428571,68,2246278.633,2940000,2.244897959,2.408163265,0,4.93E-32,5300,5,5,0,0.151,2.87,2,13.25722312,3.291284615,1629.607617
1394,mp-1210817,MnAlSiO5,600,3.319547244,17.251125,169.875,96,1417702.044,1867500,1.75,1.984375,0,0,4700,5,5,0,0.43283,4.05,2,14.26893057,1.287323092,1142.119706
1395,mp-1210873,MnAlBiO5,600,6.677307801,17.322375,169.5,92,1176448.927,2416875,1.609375,1.6875,0,0,5300,5,5,0,0.43283,4.05,2,12.80735455,1.43714002,1198.031723
1396,mp-1211326,KSmTiO4,600,5.06565049,15.01941742,190,100,1571253.978,9448163.265,7.959183673,0.979591837,0.12244898,0.12244898,9500,8,2,1,0.079,2.95,1,11.59017933,6.984153803,2325.020007
1397,mp-1211470,Mn3Al2(GeO4)3,600,4.782077305,17.0909,172,244,1674994.595,2768475,1.7475,2.01,0,0,5300,5,5,0,0.43283,4.05,2,13.86160585,1.856140472,1188.161889
1398,mp-1211538,KNdTiO4,600,4.902449129,14.62104339,190.4285714,108,2157487.671,9448163.265,10.97959184,0.979591837,0.12244898,0.12244898,9500,10,2,1,0.079,2.95,1,12.02445556,7.347235018,2283.199846
1399,mp-1211581,La2Ta3(SeO4)2,600,7.849007434,15.39336617,183.2,236,5189050.311,8641155.556,7.795555556,0.888888889,0,0,9500,9,2,0,0.322,3.31,2,13.26080063,3.896246786,1864.201409
1400,mp-1211763,KGdTiO4,600,5.198880555,14.90681977,189.7142857,132,2284144.957,9448163.265,25.91836735,0.979591837,0.12244898,0.12244898,9500,16,2,1,0.079,2.95,1,11.00324596,8.331624582,2382.396402
1401,mp-1211901,KLaTiO4,600,4.748632803,14.53217804,191,104,2415422.298,9448163.265,9.346938776,0.979591837,0.12244898,0.12244898,9500,9,2,1,0.079,2.95,1,12.31114411,7.168079792,2246.846148
1402,mp-1212108,HoRhO3,600,8.972772321,16.29448689,179.2,48,2870809.516,12182400,0.24,0.96,0.16,0.16,9500,3,2,1,1.137,3.58,1,13.14451739,1,1694.914223
1403,mp-1212488,GdCrGeO5,600,6.411214051,16.8459673,176.375,144,2283971.394,9647500,20.75,1.4375,0.109375,0.109375,9500,16,4,1,0.666,2.88,1,12.2558744,1,2388.473874
1404,mp-1212640,GdInO3,600,7.174265549,16.05414768,176.6,162,2098015.781,12198400,29.44,2.56,0,0,9500,16,5,0,0.3,3.64,2,11.74679925,1,1786.415071
1405,mp-1212781,Eu5P3O12F,600,5.742507504,16.95750013,175.5238095,138,545079.4037,13871882.09,4.489795918,0.997732426,0,0,9500,7,3,0,0.746607,4.61,2,13.97734822,1,1445.762743
1406,mp-1212884,DyRhO3,600,8.815787899,16.31562189,179.4,52,2792760.541,12182400,0.64,0.96,0.16,0.16,9500,4,2,1,0.352,3.59,1,13.50194246,1,1708.744573
1407,mp-1212984,DyMnFeO5,600,6.403277202,17.00238868,175,92,1635845.623,8477500,1.359375,0.9375,0,0,9500,5,2,0,0.151,2.87,2,12.89723508,4.603138442,2241.084853
1408,mp-1213012,Eu(PO3)3,600,3.521865113,18.40226927,164.8461538,68,233705.2859,5671597.633,1.775147929,0.532544379,0,0,9500,7,3,0,0.746607,4.61,2,14.49612991,1.015893603,1522.082679
1409,mp-1213022,ErRhO3,600,9.075290744,16.1978596,179,44,2977488.575,12182400,0.16,0.96,0.16,0.16,9500,3,2,1,1.137,3.56,1,13.23749486,1,1696.163595
1410,mp-1213032,ErMnFeO5,600,6.569075188,16.92878725,174.75,84,1778722.327,8477500,1.234375,0.9375,0,0,9500,5,2,0,0.151,2.87,2,13.03657488,4.380899767,2221.634198
1411,mp-1213328,Eu3Sc2Al3O12,600,5.424949076,16.00097508,175.55,312,1503871.573,10771275,6.39,2.3475,0,0,9500,9,5,0,0.188,3.31,2,12.42994475,1,1940.08808
1412,mp-1213641,GdZr6(PO4)9,600,3.240315334,18.1187642,166.6153846,326,2212537.026,2328738.905,6.808801775,0.702292899,0,0,9500,16,3,0,0.426,3.23,2,13.88383949,0.860888742,2033.447325
1413,mp-1213979,Cd3Ga2(GeO4)3,600,6.151152744,16.97425,174.25,184,1437893.569,4212000,2.01,2.01,0,0,5500,5,5,0,0.43,2.98,2,11.82798685,2.66009487,1715.608494
1414,mp-1214074,CaMnGeO4,600,3.950776711,16.24185714,179.2857143,68,1400318.009,3350612.245,2.244897959,1.632653061,0,4.93E-32,5300,5,4,0,0.02455,5.58,2,14.59783935,6.821872924,857.7436473
1415,mp-1214389,BaPb3O4,600,7.763178441,15.445125,185.25,40,900703.7547,1302343.75,1.75,1.75,0,0,3000,4,4,0,0.14462,4.95,2,13.01892845,2.683496423,830.654007
1416,mp-1214414,BaP2PdO7,600,4.144660692,17.34481818,172.9090909,80,1039415.153,1084297.521,0.876033058,0.876033058,0,0.330578512,3200,3,3,0,0.14462,3.89,0,13.88285399,2.672853432,1090.375538
1417,mp-1214461,Ba4Li(BiO4)3,600,7.086906498,15.9128,184.95,34,729060.7585,3198400,0.91,1.0275,0.0475,0.0475,5300,3,3,1,0.14462,3.49,1,12.41961116,2.486960118,1469.359068
1418,mp-1214485,Ba3Ta2CoO9,600,7.644597868,15.63953333,187.7333333,35,3746929.523,1298488.889,4.088888889,0.96,0,0,3100,7,2,0,0.14462,2.51,2,13.89306142,2.38883993,1733.386518
1419,mp-1214487,Ba3ZnSb2O9,600,6.393184778,16.04986667,185.6666667,48,721083.5104,6198400,1.04,1.04,0,0,7900,3,3,0,0.14462,2.66,2,13.18694119,3.121507646,2377.832725
1420,mp-1214505,Ba3Ta2MnO9,600,7.428305137,15.60486667,188.0666667,148,3587861.725,1101155.556,4.515555556,0.96,0,0,3000,7,2,0,0.14462,3.31,2,13.09528562,3.429036502,1271.64226
1421,mp-1214531,Ba5Cr3O12F,600,4.522532207,16.02309524,187.0952381,86,1245715.689,1472653.061,3.283446712,0.916099773,0.12244898,0.12244898,3100,6,2,1,0.14462,2.88,1,12.54971952,3.867897178,1605.458268
1422,mp-1214566,Ba3CoO5,600,5.712171177,14.81033333,196,52,1244873.309,1575061.728,1.135802469,0.987654321,0,0,3100,3,2,0,0.14462,2.51,2,12.86090402,3.470821135,1775.142816
1423,mp-1214575,Ba5Mn3O12F,600,4.586607126,16.10452381,186.952381,80,898900.3954,1068571.429,2.276643991,0.916099773,0,0,3000,5,2,0,0.14462,5.02,2,14.3099594,2.866216656,861.6449903
1424,mp-1214967,Al2Cd3(GeO4)3,600,5.786543669,16.88915,173.95,184,1460446.35,2772900,2.01,2.01,0,0,5300,5,5,0,0.43283,2.98,2,8.467220221,1.813464199,1683.291891
1425,mp-1215138,Cd3Fe2(GeO4)3,600,5.837963074,16.99925,175.95,176,1569010.018,2844900,1.56,1.56,0,0,5300,4,4,0,0.151,2.87,2,12.18430649,4.446669002,1755.554099
1426,mp-1215623,ZnFe4CoO8,600,5.066762174,16.6925,173.7857143,35,1922450.136,949234.6939,1.25,0.979591837,0,4.93E-32,3100,4,2,0,0.151,2.51,2,11.9205186,1.709004289,1681.394325
1427,mp-1215675,Zn4CoO5,600,5.354122116,15.524,176.4,26,857654.372,670000,1.21,1,0,0,3100,3,2,0,0.66225646,2.51,2,11.15219656,0.418380674,1674.170899
1428,mp-1215745,Zn3Fe8CoO16,600,5.083036913,16.64017857,173.8214286,67,1786089.44,834630.102,1.452806122,0.979591837,0,0,3100,4,2,0,0.151,2.51,2,11.95875454,1.967108637,1684.758755
1429,mp-1215777,Zn2CrFe3O8,600,5.117090535,16.52571429,174,34,1618694.277,866785.7143,2.387755102,0.979591837,0.066326531,0.066326531,3100,6,2,1,0.151,2.66,1,11.17973767,1.538198503,1623.428535
1430,mp-1215826,Zr2Sb2Pb4O13,600,7.649694535,17.17409524,173.4285714,64,2051135.444,4978095.238,3.188208617,1.156462585,0,0,7900,8,4,0,0.35674316,3.23,2,13.20226736,1.867169304,1822.326005
1431,mp-1215842,ZnFe8Co3O16,600,5.024765435,16.74482143,173.75,73,2048980.81,1058099.49,1.024234694,0.979591837,0,4.93E-32,3100,4,2,0,0.151,2.51,2,11.81451575,2.565065822,1679.191111
1432,mp-1216201,Y2CrSbO7,600,5.610295344,16.75381818,176.3636364,82,2161065.745,14558181.82,7.47107438,0.975206612,0.082644628,0.082644628,9800,9,3,1,0.307,2.88,1,10.84196645,1,2315.542285
1433,mp-1216330,VFeSbO6,600,5.409447587,17.73366667,169.8888889,52,1878262.316,5549135.802,2.543209877,0.888888889,0,4.93E-32,7900,7,3,0,0.151,2.87,2,10.63171777,2.896310992,2065.131423
1434,mp-1216357,VFe2(CuO2)3,600,5.301368744,15.94858333,176.25,30,2210497.639,876875,2.75,1,0.1875,0.1875,3300,7,2,1,0.151,2.87,1,7.831952518,1.324624611,1478.788042
1435,mp-1216682,TiNi4GeO8,600,5.482298823,16.81214286,173.2857143,36,2256571.245,1463469.388,2.530612245,1.387755102,0,4.93E-32,5300,8,4,0,0.079,2.95,2,10.64451424,1.418780941,1693.772761
1436,mp-1216859,TiCrSbO6,600,5.254151818,17.53777778,170.5555556,116,1791931.193,5488395.062,4.395061728,0.888888889,0.098765432,0.098765432,7900,8,3,1,0.079,2.88,1,8.515218914,6.014829536,2078.406865
1437,mp-1217119,Ti2MnNiO6,600,4.696486017,16.597,173.6,70,2277731.409,139600,5.85,0.96,0,0,1600,8,2,0,0.079,2.95,2,12.3922652,1.241866612,1274.137701
1438,mp-1217219,Ti2Sb2Pb4O13,600,7.74589731,17.20857143,172.2857143,64,1408954.603,4776780.045,3.188208617,1.156462585,0,0,7900,8,4,0,0.079,2.95,2,13.66102659,3.539361685,2060.753335
1439,mp-1217713,Tb2MnSbO7,600,7.241020953,16.85476059,176.4545455,64,1697727.351,14011735.54,1.719008264,0.975206612,0,0,9500,5,3,0,1.046,3.6,2,11.43359111,1,1749.362162
1440,mp-1217731,Tb2CrSbO7,600,7.287326861,16.80294241,176.5454545,66,1894516.702,13840661.16,2.181818182,0.975206612,0.082644628,0.082644628,9500,6,3,1,0.666,2.88,1,13.17232077,1,2245.595287
1441,mp-1217847,SrTi4Bi4O15,600,7.148292052,16.93229167,175.0416667,148,1756485.34,3359149.306,5.159722222,0.9375,0,0,5300,8,3,0,0.048,2.95,2,13.3891476,9.809531066,1750.502115
1442,mp-1218072,Ta4FeCoO12,600,7.982959588,17.19666667,173.1111111,118,5491613.779,873611.1111,4.200617284,0.888888889,0,0,3100,7,2,0,0.151,2.51,2,13.99795762,2.411287542,1672.607061
1443,mp-1218132,Ta3Sb(PO4)6,600,3.973987883,18.475,164.7058824,90,2512940.725,1882422.145,1.993079585,0.557958478,0,0,7900,7,3,0,0.322,3.31,2,13.61799605,0.848043166,1717.09671
1444,mp-1218137,SrNdCrO4,600,6.120804986,15.04318625,186,24,1823306.397,9715510.204,9.959183673,0.979591837,0.12244898,0.12244898,9500,10,2,1,0.048,2.88,1,12.70121171,1,2349.460578
1445,mp-1218189,SrLaCrO4,600,5.923599077,14.95432089,186.5714286,92,2081320.412,9715510.204,8.204081633,0.979591837,0.12244898,0.12244898,9500,9,2,1,0.048,2.88,1,12.45741933,1,2304.985939
1446,mp-1218382,Sr4Bi2O,600,5.757958014,9.705714286,223.1428571,8,339928.9326,2255510.204,1.836734694,1.836734694,0,0,5300,3,3,0,0.048,4.75,2,13.82440215,0.615605328,1012.174505
1447,mp-1218412,Sr4TaFeO8,600,5.841885355,15.15928571,188.4285714,27,2443296.058,2654540.816,3.209183673,0.979591837,0,4.93E-32,4200,7,2,0,0.048,2.87,2,12.3638702,3.428340012,1636.747483
1448,mp-1218429,Sr4Fe3ReO12,600,5.876632492,16.024,182.4,82,2379415.338,2314275,1.8475,0.96,0,0,4200,5,2,0,0.048,2.76,2,12.66874489,6.886043691,1682.798198
1449,mp-1218440,Sr3Fe2TeO9,600,5.595931471,16.22433333,181.9333333,28,1117079.383,2273155.556,1.315555556,0.888888889,0,0,4200,4,2,0,0.048,2.87,2,11.88890976,3.026999515,1672.895282
1450,mp-1218456,Sr4NbCoO8,600,5.187417955,15.20428571,187.8571429,26,2064212.438,5674081.633,2.979591837,0.979591837,0.066326531,0.066326531,8500,7,2,1,0.048,2.51,1,12.34946116,1.876569329,2549.624628
1451,mp-1218569,Sr5Zn(PbO4)3,600,6.604831692,15.57619048,184.5714286,36,679739.9892,2452018.141,1.632653061,1.632653061,0,4.93E-32,4200,4,4,0,0.048,2.66,2,13.37596688,4.013385722,1883.555379
1452,mp-1218606,Sr5As3O13,600,4.270440719,16.44738095,179.8095238,70,437187.969,2738684.807,0.984126984,0.984126984,0,0,4200,3,3,0,0.048,4.13,2,13.95042378,7.343105982,1152.250693
1453,mp-1218652,Sr5V3O13,600,3.900320232,15.87352381,182.952381,94,1617611.02,2738684.807,4.467120181,0.943310658,0,0,4200,7,2,0,0.048,3.02,2,13.23845933,8.873982837,1585.488973
1454,mp-1218679,SrCr9Ga3O19,600,5.088368393,16.58234375,173.5,214,1798249.637,2941943.359,3.663085938,1.975585938,0.202148438,0.202148438,5500,6,5,1,0.048,2.88,1,10.68124916,9.814488443,1743.00213
1455,mp-1218686,Sr2TiMnO6,600,5.262546271,15.806,182.6,50,1389640.821,2066900,5.05,0.96,0,0,4200,8,2,0,0.048,2.95,2,10.16543438,4.362757514,1657.872968
1456,mp-1218705,Sr2TaFeO6,600,6.517889781,15.812,183.6,46,3132990.669,2190900,3.61,0.96,0,0,4200,7,2,0,0.048,2.87,2,13.07641874,4.343247073,1613.631676
1457,mp-1218740,Sr2NbCoO6,600,5.46359941,15.875,182.8,44,2613722.415,6574000,3.36,0.96,0.09,0.09,8500,7,2,1,0.048,2.51,1,12.70763838,3.484122128,2483.944068
1458,mp-1218741,Sr2NbFeO6,600,5.353493291,15.853,183.2,46,2568417.951,6506100,3.61,0.96,0.09,0.09,8500,7,2,1,0.048,2.87,1,10.97446622,3.583735277,2141.95833
1459,mp-1218746,Sr2MnNbO6,600,5.353197444,15.823,183.3,96,2335313.997,6536500,4.04,0.96,0.09,0.09,8500,7,2,1,0.048,3.3,1,12.29756271,6.553511824,1843.02763
1460,mp-1218763,Sr2MnSbO6,600,5.726110427,16.163,182.1,20,777876.8071,5806900,1.8,1.05,0,0,7900,5,3,0,0.048,4.51,2,13.67112928,1.73442811,1319.295451
1461,mp-1218828,Sr2FeO3F,600,4.918525426,15.84428571,186.4285714,44,1180399.343,2404897.959,1.673469388,0.857142857,0,0,4200,4,2,0,0.048,2.87,2,11.49500332,4.608239884,1685.452689
1462,mp-1219056,Sn2Sb2Pb4O13,600,8.160728606,17.45809524,172.8571429,56,994424.2036,4804671.202,0.793650794,0.793650794,0,0,7900,4,4,0,0.35674316,4.51,2,11.51534911,1.712634631,1271.512058
1463,mp-1219278,ScSb3Pb4O13,600,7.806456367,17.32485714,172.2380952,60,1016760.856,6996462.585,2.503401361,0.911564626,0,0,7900,9,4,0,0.188,3.31,2,13.31654832,3.622695018,1877.277925
1464,mp-1219532,Sr18Ca3Cr14O56,600,3.744776365,15.9757033,182.0989011,196,1184482.92,2581584.35,3.360946746,0.946745562,0.130177515,0.130177515,4200,6,2,1,0.02455,2.88,1,13.15924101,16.99909361,1693.759532
1465,mp-1219552,RbTi3NbO9,600,4.112769917,16.37621429,180.1428571,100,3026671.761,5614948.98,7.102040816,0.918367347,0.12244898,0.12244898,8500,8,2,1,0.079,2.95,1,13.01937479,4.98929179,2070.68834
1466,mp-1220624,Nd2EuBeO5,600,7.598985224,14.65745645,180.6666667,148,2190732.694,18555555.56,12.98765432,0.987654321,0,0,9500,10,2,0,-2.4,2.29,2,14.56797107,1,2893.203337
1467,mp-1220785,NaLaTi2O6,600,4.976829658,15.34152463,180.4,76,2490214.946,7041600,8.96,0.96,0.09,0.09,9500,9,2,1,0.079,2.95,1,11.84944863,4.299426059,2157.211777
1468,mp-1220924,NaPrTi2O6,600,5.038020649,15.402602,180.1,80,2517715.232,7041600,11.4,0.96,0.09,0.09,9500,11,2,1,0.079,2.95,1,11.67825661,4.461155899,2185.92641
1469,mp-1221012,NaGdTi2O6,600,5.410949297,15.60377384,179.5,90,2398942.693,7041600,20.65,0.96,0.09,0.09,9500,16,2,1,0.079,2.95,1,9.697443251,4.845989738,2269.502364
1470,mp-1221058,NaFeSnO4,600,5.277387504,16.00142857,179.4285714,68,1401111.618,765306.1224,1.102040816,1.632653061,0.12244898,0.12244898,2600,4,4,1,0.151,2.87,1,8.718238654,2.284688451,1421.45615
1471,mp-1221575,MnZn4O5,600,5.161212076,15.472,176.9,60,512068.664,302500,2.25,1,0,0,1600,5,2,0,1.4611135,2.66,2,12.85864141,0.209293948,1522.728136
1472,mp-1221602,MnZn(FeO2)4,600,4.986330896,16.65535714,174.1428571,37,1728217.077,714285.7143,1.658163265,0.979591837,0,0,2400,5,2,0,0.151,2.66,2,10.11009881,1.914381413,1521.697952
1473,mp-1221877,Mn9Zn3O16,600,4.890317746,16.53589286,174.2857143,77,955983.1963,296326.5306,2.758928571,0.979591837,0,0,1600,5,2,0,1.4611135,2.66,2,13.08490136,0.206367636,1479.928616
1474,mp-1221899,Mn2FeSbO6,600,5.511366151,17.122,173.2,29,1293363.364,4756500,1.49,1.05,0,0,7900,5,3,0,0.151,2.87,2,11.26598745,1.65858328,2073.962171
1475,mp-1221916,Mn3V2O8,600,3.895804262,16.92507692,172.6923077,135,1924108.546,1016686.391,3.786982249,0.946745562,0,0,3300,7,2,0,0.525,3.02,2,13.5074864,0.907620644,1439.314806
1476,mp-1221942,Mn2Bi3Sb3O14,600,7.428623409,17.75636364,171.6818182,56,834664.7493,7608677.686,0.79338843,0.628099174,0,0,7900,5,3,0,0.942362,4.51,2,13.26147,1.363254437,1298.087578
1477,mp-1221959,MgTi2MnO6,600,4.132666855,16.2486,171.2,66,1957217.606,1992900,6.81,0.96,0,0,5300,8,2,0,0.079,2.95,2,13.00336752,2.94447882,1649.089157
1478,mp-1221990,MgVCrO4,600,4.099334716,15.98842857,170.5714286,42,1999980.585,3253877.551,5.428571429,0.979591837,0.12244898,0.12244898,5300,7,2,1,0.525,2.88,1,13.25567678,1.391551254,1653.286874
1479,mp-1221996,Mn2CoO4,600,4.888354385,16.71142857,174,42,1545493.94,841224.4898,1.714285714,0.979591837,0,0,3100,5,2,0,0.66225646,2.51,2,11.49231028,0.575941889,1732.696382
