,ID,Name,T,density,ave:en_allen,ave:vdw_radius,sum:num_unfilled,var:boiling_point,var:hhi_p,var:num_unfilled,var:num_p_unfilled,var:num_s_unfilled,var:num_s_valence,max:hhi_p,max:num_unfilled,max:num_p_unfilled,max:num_s_unfilled,min:electron_affinity,min:lattice_constant,min:num_s_valence,DC1,PC2,SC4
3341,mp-560835,Pr10Se14O,700,6.35968924,10.63920801,208.48,560,2025364.582,13297696,19.44,0.96,0,0,9500,11,2,0,0.962,3.67,2,13.2671425,1,1585.1784
3342,mp-561045,Ba8Ce3(SbO6)4,700,6.264285121,15.85074397,188.2564103,126,1318915.913,9271531.887,30.17751479,1.017751479,0,0,9500,22,3,0,0.14462,4.51,2,13.77651851,5.525370347,1480.54509
3343,mp-561057,SbP2O7,700,3.568908423,18.792,163,184,298017.8572,4844400,0.21,0.21,0,0,7900,3,3,0,0.746607,4.51,2,14.76231752,1.084262561,1227.865526
3344,mp-561076,La3GaS5O,700,4.990060197,11.96257388,196.8,176,2070037.641,15930000,9.84,2.01,0,0,9500,9,5,0,0.43,3.75,2,13.87244013,1,1504.677331
3345,mp-561103,BaTa2O6,700,7.488172127,16.58122222,180.4444444,312,5258500.427,955061.7284,5.209876543,0.888888889,0,0,3000,7,2,0,0.14462,3.31,2,13.44692166,2.871950174,1213.9118
3346,mp-561194,La10S14O,700,5.085495543,10.9380985,204.08,480,2253193.13,18643456,11.76,0.96,0,0,9500,9,2,0,0.47,3.75,2,13.84644505,1,1496.622007
3347,mp-561406,K3Nb6VO19,700,3.744399837,16.48148276,180.2758621,360,4010463.586,10141831.15,4.920332937,0.903686088,0.214030916,0.214030916,8500,7,2,1,0.50147,3.02,1,13.87654517,1,1854.994679
3348,mp-561426,Ba2CrO4,700,5.200506263,15.09028571,192.8571429,56,1249711.797,1572653.061,3.428571429,0.979591837,0.12244898,0.12244898,3100,6,2,1,0.14462,2.88,1,10.85220654,3.239694339,1531.829018
3349,mp-561448,Na4Ce(As2O7)2,700,3.982878588,16.4152321,174.6956522,264,641837.7156,3982306.238,16.98298677,0.975425331,0.143667297,0.143667297,9500,22,3,1,0.547926,4.13,1,14.48004,0.999182619,1685.922998
3350,mp-561553,Ba4CeMn3O12,700,5.932665702,15.69071692,187.65,61,1253377.875,4238275,21.0475,0.96,0,0,9500,22,2,0,0.14462,5.02,2,14.26792371,1.736121923,1296.945628
3351,mp-561894,Ba2CoMoO6,700,6.296939521,15.8152,186.5,42,2573760.042,1384500,2.49,0.96,0.09,0.09,3100,6,2,1,0.14462,2.51,1,13.60542476,2.551439171,1696.650186
3352,mp-562779,ErCoO3,700,8.807235283,16.5180596,177,44,2231594.854,12169600,0.16,0.96,0,0,9500,3,2,0,0.66225646,2.51,2,14.39600277,1,2310.783043
3353,mp-562854,CsNb2BiO7,700,5.937213972,16.54527273,186.3636364,64,3477311.626,10764462.81,3.900826446,0.975206612,0.198347107,0.198347107,8500,7,3,1,0.471626,3.3,1,12.30006995,1,1761.250854
3354,mp-566278,WO3,700,6.65224644,18.1875,168.5,48,6394383.907,7921875,3,0.75,0,0,7000,6,2,0,0.81626,3.16,2,11.34714193,1,1584.899599
3355,mp-567291,Gd3OsO7,700,8.607836161,16.22665593,180.1818182,528,3711390.937,15900826.45,37.81818182,0.925619835,0,0,9500,16,2,0,1.1,2.74,2,14.05668774,1,2269.369866
3356,mp-5692,TbRhO3,700,8.683243208,16.04803665,179.8,56,3087484.479,12182400,1.36,0.96,0.16,0.16,9500,5,2,1,1.137,3.6,1,13.19257736,1,1579.73226
3357,mp-5777,BaTiO3,700,5.713375577,15.4922,187,14,1951054.785,937600,7.36,0.96,0,0,3000,8,2,0,0.079,2.95,2,12.04556487,1.159309699,1438.344609
3358,mp-5794,Zn(GaO2)2,700,5.900596839,16.51642857,169,36,1279960.861,4801224.49,2.816326531,2.816326531,0,0,5500,5,5,0,0.43,2.66,2,12.75057525,1.923738777,1770.924421
3359,mp-5803,NbPO5,700,3.184317313,18.35285714,165.4285714,80,2903044.432,7622448.98,2.979591837,0.693877551,0.12244898,0.12244898,8500,7,3,1,0.746607,3.3,1,14.34812003,1.42597312,1657.793582
3360,mp-581301,Li2MgMn3O8,700,3.803687043,15.73785714,169.1428571,132,766111.2633,1878826.531,2.229591837,0.979591837,0.12244898,0.12244898,5300,5,2,1,0.618049,3.21,1,14.0449181,0.749801624,1419.277565
3361,mp-581330,CsCa2Nb3O10,700,4.551197307,15.9215,186.1875,336,3535610.822,10188398.44,4.859375,0.9375,0.1875,0.1875,8500,7,2,1,0.02455,3.3,1,13.42954256,1,1719.946426
3362,mp-583297,Ba6Nb4S13O3,700,3.886138294,12.60523077,202.9230769,240,2468167.295,7669171.598,4.674556213,0.946745562,0.130177515,0.130177515,8500,7,2,1,0.14462,3.3,1,13.87802093,6.602642374,1697.604201
3363,mp-583454,Nb2Bi2PbO9,700,7.75317038,17.40642857,172.8571429,84,2984657.504,8836938.776,3,1,0.12244898,0.12244898,8500,7,4,1,0.35674316,3.3,1,13.49585593,1,1682.812626
3364,mp-583985,Li9Co3P8O29,700,2.852742092,16.47322449,165.0204082,200,595998.6217,1125331.112,0.406497293,1.036234902,0.149937526,0.149937526,3100,3,3,1,0.618049,2.51,1,13.91907949,0.810047426,1611.962248
3365,mp-5843,Ce(PO3)3,700,3.401439566,18.2969491,165.3846154,98,903471.8825,5671597.633,27.86982249,0.532544379,0,0,9500,22,3,0,0.65,5.16,2,14.97332761,1.081660328,1213.322704
3366,mp-584429,Co(PO3)3,700,2.485755672,18.69923077,162.1538462,120,649611.5601,740946.7456,0.213017751,0.532544379,0,0,3100,3,3,0,0.66225646,2.51,2,14.08600114,0.488371069,1735.000659
3367,mp-5909,Zn2GeO4,700,4.560904923,16.57571429,174.4285714,72,1085825.328,2637142.857,1.632653061,1.632653061,0,0,5300,4,4,0,1.232712,2.66,2,13.46599246,0.53130707,1811.42558
3368,mp-5933,BaTiO3,700,5.681509364,15.4922,187,84,1951054.785,937600,7.36,0.96,0,0,3000,8,2,0,0.079,2.95,2,11.9494227,3.433893162,1438.344609
3369,mp-5966,Cd2SnO4,700,7.260587885,16.31714286,180.1428571,24,730243.0195,628163.2653,1.632653061,1.632653061,0,0,2600,4,4,0,1.112067,2.98,2,12.88899108,0.272447724,1410.465998
3370,mp-5986,BaTiO3,700,5.748582892,15.4922,187,14,1951054.785,937600,7.36,0.96,0,0,3000,8,2,0,0.079,2.95,2,12.1420344,1.159309699,1438.344609
3371,mp-5999,Sm2Ti2S2O5,700,5.233540452,15.28471308,183.0909091,46,1750471.065,11625123.97,8.330578512,0.925619835,0,0,9500,8,2,0,0.079,2.95,2,11.07870543,1,2064.927032
3372,mp-6055,Sm2SiTeO4,700,6.832866461,15.48773048,187,120,1034591.842,13719375,6.4375,1.4375,0,0,9500,8,4,0,1.3895211,4.45,2,14.03099837,1,1382.712632
3373,mp-6088,LaCuSO,700,6.124617207,12.85131156,192.75,28,2223283.221,13931875,10.25,1,0.1875,0.1875,9500,9,2,1,0.47,3.61,1,12.89749147,1,1580.596455
3374,mp-6101,Ba3Nb6(Si2O13)2,700,4.33931013,17.08597436,177.025641,110,3305838.186,8699408.284,3.890861275,1.267587114,0.130177515,0.130177515,8500,7,4,1,0.14462,3.3,1,13.64407113,1,1700.713634
3375,mp-6105,Pr2Ta3(SeO4)2,700,7.987919635,15.47480267,182.8,252,5217519.074,8641155.556,10.96,0.888888889,0,0,9500,11,2,0,0.322,3.31,2,13.65260308,3.457243669,1743.970725
3376,mp-616175,EuSO4,700,5.15354833,17.95825009,170.5,68,432613.9398,11155555.56,3.472222222,0.555555556,0,0,9500,7,2,0,0.864,4.61,2,14.4814557,1,1369.926543
3377,mp-6166,PrCuSO,700,6.267240647,13.00400501,192,32,2275701.563,13931875,16.5,1,0.1875,0.1875,9500,11,2,1,0.962,3.61,1,13.25427505,1,1600.590189
3378,mp-616601,Ba2InRuO6,700,6.477109748,15.7475,185.4,63,1844256.168,1660500,2.09,2.01,0.09,0.09,3300,5,5,1,0.14462,2.7,1,13.50347054,3.275604428,1584.151471
3379,mp-617,PtO2,700,9.198821419,17.62666667,172.3333333,6,3573016.941,5555555.556,0,0.888888889,0.222222222,0.222222222,5500,2,2,1,1.4611135,3.92,1,12.76335134,1,1158.436597
3380,mp-623092,Gd4Au2O9,700,9.083662388,16.03273024,182.1333333,336,2625694.453,15497600,39.44,0.96,0.115555556,0.115555556,9500,16,2,1,1.4611135,3.64,1,13.19679007,1,1690.040725
3381,mp-6233,NaSr3RuO6,700,5.032663173,14.49863636,190.8181818,34,1486497.935,2715371.901,1.338842975,0.991735537,0.148760331,0.148760331,4200,4,2,1,0.048,2.7,1,11.17769344,4.114551897,1638.684536
3382,mp-6259,SrLi2Ta2O7,700,6.499342627,15.15491667,176.75,30,4092942.544,1624097.222,4.416666667,0.972222222,0.138888889,0.138888889,4200,7,2,1,0.048,3.31,1,12.44716245,2.227475891,1214.456502
3383,mp-6273,Ba4Na(SbO4)3,700,6.299665565,15.8762,187.05,34,738812.848,6792400,0.91,1.0275,0.0475,0.0475,7900,3,3,1,0.14462,4.23,1,13.45675316,2.577431435,1318.591435
3384,mp-6281,NaCa3RuO6,700,3.999164252,14.61263636,185.9090909,34,1525105.01,2341983.471,1.338842975,0.991735537,0.148760331,0.148760331,3900,4,2,1,0.02455,2.7,1,12.9560886,4.553071233,1564.203853
3385,mp-631631,Mn5V2Pb3O16,700,6.139971977,17.096,172.1923077,83,1461293.415,930784.0237,2.693786982,1.443786982,0,0,3300,7,4,0,0.35674316,3.02,2,12.11072183,0.974355732,1420.878463
3386,mp-6342,LiCa3RuO6,700,3.964588865,14.63554545,181.8181818,34,1524235.541,2404462.81,1.338842975,0.991735537,0.148760331,0.148760331,3900,4,2,1,0.02455,2.7,1,12.99532219,4.67453788,1527.355329
3387,mp-636284,WO3,700,6.640348386,18.1875,168.5,24,6394383.907,7921875,3,0.75,0,0,7000,6,2,0,0.81626,3.16,2,11.2758467,1,1584.899599
3388,mp-6428,Ba2YRuO6,700,6.163484413,15.4313,189.3,25,2304781.285,7738000,5.85,0.96,0.09,0.09,9800,9,2,1,0.14462,2.7,1,13.26780623,1.600846326,2395.322993
3389,mp-646749,Nb2Ni4O9,700,5.732655746,16.896,172.8,160,3443327.057,7160000,2.888888889,0.96,0.115555556,0.115555556,8500,7,2,1,0.917406,3.3,1,13.1963145,1.211479643,1643.266945
3390,mp-647391,CeP5O14,700,3.146932839,18.56601692,163.5,260,617023.0784,3931875,18.6875,0.4275,0,0,9500,22,3,0,0.65,5.16,2,15.01175932,0.842012602,1255.935778
3391,mp-647532,Eu5P3ClO12,700,5.785725021,16.58464299,176.8571429,138,538911.299,13871882.09,4.489795918,0.997732426,0,0,9500,7,3,0,0.746607,4.61,2,14.27232766,1,1342.525921
3392,mp-650224,Fe7(P2O7)4,700,3.567280256,18.12093023,165.6744186,216,1122498.137,660097.3499,0.575446187,0.817739319,0,0,2400,4,3,0,0.151,2.87,2,13.64859796,2.354575347,1396.107714
3393,mp-6514,NaLaTiO4,700,4.795747223,14.64646375,184.1428571,52,2410784.613,9551020.408,9.346938776,0.979591837,0.12244898,0.12244898,9500,9,2,1,0.079,2.95,1,12.54002619,1,2002.971443
3394,mp-652683,Ba2Fe6O11,700,4.626406131,16.27484211,180.6315789,184,1815549.946,1052853.186,1.506925208,0.975069252,0,0,3000,4,2,0,0.14462,2.87,2,12.68904091,2.985843076,1427.382228
3395,mp-6548,K2La2Ti3O10,700,4.764175477,14.96120544,187.5882353,64,2461314.385,8057024.221,9.121107266,0.968858131,0.103806228,0.103806228,9500,9,2,1,0.079,2.95,1,12.59393645,4.162747716,2065.529586
3396,mp-656887,Ni3O4,700,5.600675622,16.97571429,171.2857143,28,2080681.797,61224.4898,0,0.979591837,0,0,1000,2,2,0,1.156,3.52,2,13.72465366,0.072462368,940.4317483
3397,mp-6622,BaNd2Ti3O10,700,5.626596925,15.75722547,181.1875,128,2414885.268,8640585.938,11,0.9375,0,0,9500,10,2,0,0.079,2.95,2,11.75838379,7.022422328,2058.651635
3398,mp-662600,La20Ti11(S22O3)2,700,4.62991658,11.94043117,197.691358,736,2193096.627,14251205.61,10.51973784,0.9449779,0,0,9500,9,2,0,0.079,2.95,2,12.79539332,1,1978.204831
3399,mp-6639,RbGeSbO5,700,4.708901242,16.814625,185,144,1134559.918,8611093.75,0.6875,1.109375,0.109375,0.109375,7900,4,4,1,0.48592,4.51,1,14.45268692,1,1248.863932
3400,mp-669388,Gd2Se2O,700,7.064400374,12.56709536,200,152,2077571.824,15237600,47.04,0.96,0,0,9500,16,2,0,1.4611135,3.64,2,13.0187906,1,1694.56917
3401,mp-669389,Sr3InRhO6,700,6.035966063,14.93609091,187.4545455,40,1547639.904,2831735.537,1.966942149,2.066115702,0.082644628,0.082644628,4200,5,5,1,0.048,3.8,1,12.90623067,4.864521983,1133.263543
3402,mp-6721,Sr3LiRuO6,700,5.046033038,14.52154545,186.7272727,34,1485440.284,2751074.38,1.338842975,0.991735537,0.148760331,0.148760331,4200,4,2,1,0.048,2.7,1,11.26534124,4.168651191,1600.917603
3403,mp-674490,FeSbO4,700,5.799991987,17.97,169.6666667,30,1357401.549,7325833.333,0.583333333,0.805555556,0,0,7900,4,3,0,0.151,2.87,2,12.42019635,2.512837165,1924.858094
3404,mp-675370,LiMnO2,700,4.022833336,14.613,172.75,140,785073.5824,976875,2.25,1,0.1875,0.1875,2900,5,2,1,0.618049,3.49,1,14.14937297,0.743034078,1060.914603
3405,mp-675857,Cd2SnO4,700,6.570418756,16.31714286,180.1428571,24,730243.0195,628163.2653,1.632653061,1.632653061,0,0,2600,4,4,0,1.112067,2.98,2,10.96381771,0.272447724,1410.465998
3406,mp-6761,NaTi2(PO4)3,700,2.840041817,17.655,167.3888889,100,1164184.657,312500,3.617283951,0.805555556,0.052469136,0.052469136,2000,8,3,1,0.079,2.95,1,14.02867755,2.075033201,1367.273257
3407,mp-676861,AlSbO4,700,5.632514526,17.7865,166.3333333,16,1166553.581,7321388.889,1.222222222,1.222222222,0,0,7900,5,5,0,0.43283,4.05,2,13.82407993,1.163200738,1304.950705
3408,mp-683963,Gd3RuO7,700,7.753954359,16.16483775,179.9090909,528,3038606.027,15463636.36,37.81818182,0.925619835,0.082644628,0.082644628,9500,16,2,1,1.05,2.7,1,13.72555291,1,2339.063116
3409,mp-690544,Ga2FeO4,700,5.684689332,16.69428571,169.4285714,88,1798726.997,4768571.429,1.836734694,2.816326531,0,0,5500,5,5,0,0.151,2.87,2,12.16137271,5.154655096,1607.606839
3410,mp-703673,YbVO3,700,8.307321877,16.50026836,177.8,52,1938606.287,12198400,5.44,0.96,0,0,9500,7,2,0,-0.02,3.02,2,14.17207697,1,1993.462854
3411,mp-703682,GdMn2O5,700,6.182785782,16.7347173,175.5,144,1701162.241,8467500,20.5,0.9375,0,0,9500,16,2,0,1.4611135,3.64,2,13.69084982,0.81865848,1714.737337
3412,mp-7041,CaHgO2,700,6.264986271,14.81825,189.5,4,463090.9768,4730000,1,1,0,0,5500,2,2,0,0.02455,2.99,2,12.97661256,0.617733994,1655.115157
3413,mp-704943,Li2Mn3ZnO8,700,4.318832393,15.86278571,171.1428571,132,753288.7894,736734.6939,2.229591837,0.979591837,0.12244898,0.12244898,2900,5,2,1,0.618049,2.66,1,13.1663007,0.558830208,1542.904237
3414,mp-705116,Sr2MnMoO6,700,5.240471473,15.86,183.2,92,2235318.361,2138400,3.21,0.96,0.09,0.09,4200,6,2,1,0.048,3.15,1,12.30961255,6.424339321,1405.247734
3415,mp-705411,WO3,700,6.124112098,18.1875,168.5,72,6394383.907,7921875,3,0.75,0,0,7000,6,2,0,0.81626,3.16,2,12.06717181,1,1584.899599
3416,mp-7060,LaZnPO,700,5.691611745,11.96506156,194,28,1977440.861,12705000,11.25,1.6875,0,0,9500,9,3,0,0.47,2.66,2,12.31379395,1,2205.613388
3417,mp-7061,NdZnAsO,700,6.627587313,12.05807594,194.25,30,1450719.428,12111875,14.1875,1.6875,0,0,9500,10,3,0,0.804,2.66,2,13.15718112,1,2315.59484
3418,mp-7128,Cd(AsO3)2,700,5.672598365,18.14611111,166.6666667,18,158673.0747,1331358.025,0.666666667,0.666666667,0,0,3300,3,3,0,0.804,2.98,2,12.35117975,0.540710095,1689.382663
3419,mp-7148,K2SrTa2O7,700,5.957971163,14.97958333,192.25,30,4098592.21,1267430.556,4.416666667,0.972222222,0.138888889,0.138888889,4200,7,2,1,0.048,3.31,1,9.282191575,1.738301728,1318.616673
3420,mp-715923,WO3,700,6.682386992,18.1875,168.5,24,6394383.907,7921875,3,0.75,0,0,7000,6,2,0,0.81626,3.16,2,11.50783083,1,1584.899599
3421,mp-7181,CsSr2Ta3O10,700,6.769369426,15.792375,189.1875,42,4556649.752,2901210.938,4.859375,0.9375,0.05859375,0.05859375,6000,7,2,1,0.048,3.31,1,12.86576695,2.740241333,1498.718093
3422,mp-721324,Gd2(MoO4)3,700,4.319690856,17.36738099,173.1176471,148,3889206.13,8222906.574,20.34602076,0.830449827,0.14532872,0.14532872,9500,16,2,1,0.748,3.15,1,13.83138441,1.472584268,1913.650304
3423,mp-7233,La2SeO2,700,6.173819004,12.9220985,196,24,2794650.484,17454400,11.76,0.96,0,0,9500,9,2,0,0.47,3.75,2,13.11863532,1,1528.052938
3424,mp-7288,Sc2SO2,700,3.715627619,14.4228,182.8,48,1940308.942,5846400,11.76,0.96,0,0,5500,9,2,0,0.188,3.31,2,13.97940783,1,1396.55359
3425,mp-7374,Ba(CuO)2,700,5.771651892,13.9702,192.8,12,1543961.481,850400,0.56,0.96,0.24,0.24,3000,2,2,1,0.14462,3.61,1,12.93078161,0.807059301,1038.098126
3426,mp-7375,KNbO3,700,4.368736604,15.352,189.8,14,3650109.629,9702400,4.56,0.96,0.24,0.24,8500,7,2,1,0.50147,3.3,1,13.81839522,1,1718.225162
3427,mp-744259,Ca3Mn2(GeO4)3,700,4.373774936,16.53695,178,184,1398479.997,3515400,2.01,1.56,0,0,5300,5,4,0,0.02455,5.58,2,14.83395339,14.42253587,818.4131989
3428,mp-752418,La2Se2O,700,5.818279795,11.5180985,203.6,96,2349467.506,15237600,11.76,0.96,0,0,9500,9,2,0,0.47,3.75,2,13.41853975,1,1524.155783
3429,mp-752445,TiV2O7,700,2.606350155,17.5816,168.9,144,2617047.314,1219600,6.04,0.84,0,0,3300,8,2,0,0.079,2.95,2,14.11716966,4.725025667,1418.533286
3430,mp-752598,Mn(AsO2)2,700,3.973838425,17.42,169,76,551726.1346,1496734.694,1.06122449,0.857142857,0,0,3300,5,3,0,0.804,4.13,2,14.54473972,0.748169279,1032.986109
3431,mp-752629,K(CoO2)2,700,4.139072192,15.92857143,183.2857143,60,1775623.769,1301224.49,0.408163265,0.979591837,0.12244898,0.12244898,3100,3,2,1,0.50147,2.51,1,12.95204183,1.042350018,1642.414977
3432,mp-752658,Y2SeO2,700,5.426564398,14.0644,191.6,24,2606668.183,18690400,11.76,0.96,0,0,9800,9,2,0,0.307,3.65,2,13.45398182,1,1632.413784
3433,mp-752849,Y2Pb2O7,700,7.433625173,16.79290909,175.6363636,80,1946451.528,12233553.72,6.958677686,1.454545455,0,0,9800,9,4,0,0.307,3.65,2,12.56671193,1,1652.754031
3434,mp-752989,Ti8O13,700,3.974272808,16.3352381,174.4761905,90,2839266.37,84897.95918,8.489795918,0.943310658,0,0,1100,8,2,0,0.079,2.95,2,13.43251821,1.143030551,1175.813577
3435,mp-753066,Ti2CoO5,700,4.14670664,16.75,172.75,116,2614716.201,709375,6.484375,0.9375,0,0,3100,8,2,0,0.079,2.51,2,12.25935561,2.789796405,1657.101114
3436,mp-753192,Yb4Sb2O,700,9.036668044,11.75333818,209.7142857,8,321289.6126,9265306.122,1.836734694,1.836734694,0,0,9500,3,3,0,-0.02,4.51,2,13.07605359,0.831099601,1372.635536
3437,mp-753287,CaCdO2,700,5.517150908,14.457,188.25,4,491884.984,1927500,1,1,0,0,3900,2,2,0,0.02455,2.98,2,11.21893778,0.498123605,1449.908297
3438,mp-753414,Lu2Pt2O7,700,10.80005493,16.61363636,176.1818182,72,3347576.073,12793388.43,7.289256198,0.925619835,0.148760331,0.148760331,9500,9,2,1,0.34,3.51,1,14.53001252,1,1650.996928
3439,mp-753467,TaCrO4,700,7.245984661,17.19,172.6666667,42,4610247.265,1128888.889,4.583333333,0.888888889,0.138888889,0.138888889,3100,7,2,1,0.322,2.88,1,13.66900418,1.217065892,1399.503004
3440,mp-753489,Zn(CoO2)2,700,5.464205423,16.65071429,172.7142857,28,1775809.643,1294285.714,0.857142857,0.979591837,0,0,3100,3,2,0,0.66225646,2.51,2,11.91058101,0.726999865,1592.943621
3441,mp-753679,NbVO4,700,4.903336403,17.1405,172.1666667,88,4154645.225,8733333.333,5.555555556,0.888888889,0.138888889,0.138888889,8500,7,2,1,0.525,3.02,1,13.13545035,1,1802.815997
3442,mp-753736,Ta2MnO6,700,7.771439549,17.15111111,173.4444444,124,5295757.945,581728.3951,4.469135802,0.888888889,0,0,2300,7,2,0,0.322,3.31,2,13.51925121,1.036798776,1139.543623
3443,mp-753747,Ta3O7F,700,8.184016911,18.01,170.6363636,36,6238969.843,636033.0579,5.289256198,0.776859504,0,0,2300,7,2,0,0.322,3.31,2,13.75974143,0.955916811,1161.241963
3444,mp-753781,EuHfO3,700,8.894546648,15.58190011,182.8,21,4371609.513,12217600,7.36,0.96,0,0,9500,8,2,0,0.014,3.2,2,14.24822242,1,1804.858
3445,mp-753920,Tm2SeO2,700,8.900995881,15.42030292,189.6,8,913427.252,17454400,0.24,0.96,0,0,9500,2,2,0,1.029,3.54,2,13.52606137,1,1686.431425
3446,mp-753983,In2HgO4,700,7.837642337,16.49514286,173.8571429,36,980942.9674,3518367.347,2.816326531,2.816326531,0,0,5500,5,5,0,0.3,2.99,2,13.88112741,1.763347132,1629.968196
3447,mp-753993,NbVO5,700,3.0573657,17.74328571,169.2857143,96,3805984.262,7882448.98,5.102040816,0.816326531,0.12244898,0.12244898,8500,7,2,1,0.525,3.02,1,14.1598887,2.033469761,1813.095789
3448,mp-754207,Tb2Mn2O7,700,7.024055332,16.72748786,176.3636364,68,1758569.188,11575041.32,2.082644628,0.925619835,0,0,9500,5,2,0,1.165,3.6,2,12.57885343,1,1617.997201
3449,mp-754225,YbTiO3,700,8.008387117,16.32166836,178.6,56,1847285.591,12585600,7.36,0.96,0,0,9500,8,2,0,-0.02,2.95,2,14.11072015,1,2070.685487
3450,mp-754246,TiSnO3,700,4.572232866,16.608,176.8,36,2208074.56,662400,5.44,1.6,0,0,2600,8,4,0,0.079,2.95,2,12.87086584,1.997841838,1374.791558
3451,mp-754318,MnZnO3,700,5.43253952,16.763,172.4,22,739068.4927,290400,2.56,0.96,0,0,1600,5,2,0,1.4611135,2.66,2,12.87350077,0.165676756,1484.906986
3452,mp-754329,CdSnO3,700,6.808462517,16.773,178.2,20,920355.4831,734400,1.6,1.6,0,0,2600,4,4,0,1.112067,2.98,2,12.06903755,0.310927957,1399.59195
3453,mp-754534,Li2CeO3,700,4.347164979,13.41572305,177,30,1631453.135,10130000,58,1,0.222222222,0.222222222,9500,22,2,1,0.618049,3.49,1,14.028546,1,1681.93149
3454,mp-754748,CoO2,700,4.092922942,17.86,168,28,2071033.088,1502222.222,0.222222222,0.888888889,0,0,3100,3,2,0,0.66225646,2.51,2,13.16751892,0.843797734,1622.530723
3455,mp-754768,Tb2Pt2O7,700,9.924449778,16.69476059,177.8181818,56,3070799.834,12793388.43,1.338842975,0.925619835,0.148760331,0.148760331,9500,5,2,1,1.165,3.6,1,13.93847134,1,1595.529184
3456,mp-754794,La2S2O,700,5.056239144,11.9060985,199.6,96,2543083.983,18873600,11.76,0.96,0,0,9500,9,2,0,0.47,3.75,2,13.86024831,1,1506.979798
3457,mp-754807,LiFeSbO4,700,4.97159121,16.17314286,171.4285714,64,1170317.946,6367755.102,0.775510204,1.102040816,0.12244898,0.12244898,7900,4,3,1,0.151,2.87,1,11.97137007,3.517734765,1843.752757
3458,mp-754827,Tm2TeO2,700,8.985364363,15.10430292,192.8,8,909081.0855,16905600,0.24,0.96,0,0,9500,2,2,0,1.029,3.54,2,13.57980897,1,1699.025916
3459,mp-754848,Na2SnO3,700,4.725557521,14.19166667,187.8333333,48,797577.741,552500,1,1.888888889,0.222222222,0.222222222,2600,4,4,1,0.547926,4.23,1,14.32682207,0.485475857,882.9145825
3460,mp-754967,BaTeO4,700,5.102391685,17.23516667,180.3333333,40,532427.1091,1334722.222,0.555555556,0.555555556,0,0,3000,2,2,0,0.14462,4.45,2,14.20646961,2.524526523,946.4559614
3461,mp-755026,La2Pt2O7,700,8.633050606,16.12640841,179.6363636,72,3397708.289,12793388.43,7.289256198,0.925619835,0.148760331,0.148760331,9500,9,2,1,0.47,3.75,1,13.46862192,1,1542.90676
3462,mp-755041,Tm2Mn2O7,700,7.574815457,17.29468314,175.2727273,52,1057100.066,11575041.32,1.685950413,0.925619835,0,0,9500,5,2,0,1.029,3.54,2,11.50133276,1,1712.66625
3463,mp-755094,Li2FeO2,700,3.149715646,12.8288,174.4,40,1147458.523,1230400,1.2,0.96,0.24,0.24,2900,4,2,1,0.151,2.87,1,13.86513868,2.380897094,1163.290981
3464,mp-755116,In2Pt2O7,700,9.351049047,17.22054545,170.5454545,56,2553656.452,3959669.421,1.338842975,2.330578512,0.148760331,0.148760331,5500,5,5,1,0.3,3.92,1,13.80820406,2.335842069,1161.767983
3465,mp-755190,TaVO4,700,7.0983386,17.07216667,172.8333333,44,5018706.248,1258888.889,5.555555556,0.888888889,0,0,3300,7,2,0,0.322,3.02,2,13.41269382,1.269911723,1337.209715
3466,mp-755197,V2O3F,700,4.204046681,17.83433333,169.5,42,2818107.537,1570000,6.25,0.805555556,0,4.93E-32,3300,7,2,0,0.525,3.02,2,13.65209529,1.06655021,1388.371294
3467,mp-755293,Sr4Sb2O,700,4.634545273,9.66,222.8571429,8,345560.1775,5587755.102,1.836734694,1.836734694,0,0,7900,3,3,0,0.048,4.51,2,14.35374924,0.69269491,1211.383933
3468,mp-755340,Tb2SeO2,700,7.974981494,14.1724733,192,16,2141878.375,17454400,2.16,0.96,0,0,9500,5,2,0,1.165,3.6,2,12.07596743,1,1610.945257
3469,mp-755363,Ba3SiO,700,4.729939862,9.6646,233.2,24,716887.0762,1802400,2.56,2.56,0,0,4700,4,4,0,0.14462,5.02,2,14.58628383,1.290917306,854.6493058
3470,mp-755404,Gd3SbO7,700,7.58896931,16.40483775,179.2727273,130,2321418.298,17289256.2,38.26446281,0.975206612,0,0,9500,16,3,0,1.046,3.64,2,9.173592493,1,1695.592475
3471,mp-755450,La2Ce2O7,700,6.289286965,15.30283356,184.9090909,152,3039735.656,18743801.65,57.53719008,0.925619835,0,0,9500,22,2,0,0.47,3.75,2,12.99806951,1,1641.51752
3472,mp-755557,Mg(NiO2)2,700,4.737860838,16.478,167.8571429,24,1629417.304,2676326.531,0.489795918,0.979591837,0,0,5300,2,2,0,1.156,3.21,2,13.87726902,0.49024362,1334.929201
3473,mp-755561,MnP2O7,700,2.947156687,18.652,162.9,100,408584.209,402900,0.85,0.6,0,0,2000,5,3,0,0.746607,6.83,2,15.40869731,0.371250932,559.7058946
3474,mp-755583,LuVO3,700,8.077266465,15.9196,177.4,88,3056769.556,12198400,9.04,0.96,0,0,9500,9,2,0,0.34,3.02,2,13.94591515,1,1926.53813
3475,mp-755587,V2O3F,700,4.114717473,17.83433333,169.5,42,2818107.537,1570000,6.25,0.805555556,0,4.93E-32,3300,7,2,0,0.525,3.02,2,13.70235279,1.06655021,1388.371294
